date,continent,arrivals,year,month_sin,month_cos,quarter_sin,quarter_cos,lag_1,lag_2,lag_3,lag_6,lag_12,seasonal_strength,trend_strength,seasonal_peak_year,seasonal_trough_year,spikiness,linearity,curvature,stl_e_acf1,stl_e_acf10
2003-02-01,Africa,869.0,2003,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,876.0,1552.0,1286.0,1518.0,1479.0,1.0,1.0,1.0,24.0,9.21566522197353e-54,0.9999999999999996,2.842170943040401e-14,0.22135390243339712,0.22368090136311053
2003-03-01,Africa,850.0,2003,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,869.0,876.0,1552.0,1293.0,1372.0,1.0,1.0,1.0,23.0,1.5055512036511044e-53,0.9999999999999996,4.085620730620576e-14,0.21134039152568493,0.3681878188261646
2003-04-01,Africa,812.0,2003,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,850.0,869.0,876.0,1254.0,1046.0,1.0,1.0,21.0,24.0,7.296906735054532e-54,1.0,3.019806626980426e-14,-0.03845119794825535,0.285088435913811
2003-05-01,Africa,1225.0,2003,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,812.0,850.0,869.0,1286.0,1101.0,0.9744671860069402,0.7137257211084764,20.0,24.0,67506.7270064641,0.9999999999999998,2.1316282072803006e-14,-0.045454545454548426,0.005516829447595392
2003-06-01,Africa,612.0,2003,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,1225.0,812.0,850.0,1552.0,1242.0,0.6003735662110368,0.04298807420392026,15.0,4.0,5074868.435464869,1.0,2.4868995751603507e-14,-0.006408118398748381,0.22601577993492195
2003-07-01,Africa,645.0,2003,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,612.0,1225.0,812.0,876.0,1579.0,1.0,1.0,18.0,24.0,3.438364269828909e-53,1.0,2.4868995751603507e-14,0.4823009964209364,0.43518518518518523
2003-08-01,Africa,1404.0,2003,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,645.0,612.0,1225.0,869.0,1518.0,0.637072695163547,0.46390450417962636,17.0,23.0,6181515.0807484435,0.9999999999981319,4.931993537127255e-06,-0.01704226179024463,0.07298563199872776
2003-09-01,Africa,1083.0,2003,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,1404.0,645.0,612.0,850.0,1293.0,1.0,1.0,24.0,22.0,2.5500538403185187e-54,0.9999999999999998,3.197442310920451e-14,0.0659492489105997,0.1340067469085592
2003-10-01,Africa,1090.0,2003,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,1083.0,1404.0,645.0,812.0,1254.0,1.0,1.0,23.0,21.0,4.887991480160966e-54,1.0,2.4868995751603507e-14,0.4460176288118844,0.432605234938756
2003-11-01,Africa,1212.0,2003,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,1090.0,1083.0,1404.0,1225.0,1286.0,0.958794192953495,0.927361672859633,22.0,20.0,208411.44532085033,0.9999999999999996,2.1316282072803006e-14,-0.01626215502315173,0.10122520514986345
2003-12-01,Africa,988.0,2003,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,1212.0,1090.0,1083.0,612.0,1552.0,0.6429454748497727,0.5725936740815312,21.0,5.0,13450944.848317308,0.9999999999999998,1.4210854715202004e-14,0.13907501376561632,0.23047600322391712
2004-01-01,Africa,865.0,2004,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,988.0,1212.0,1090.0,645.0,876.0,1.0,1.0,20.0,4.0,4.22059214121498e-53,1.0,2.842170943040401e-14,0.15225658404275993,0.2165806815795001
