Continent,Train_RMSE,Test_RMSE,GAP,Ratio,Train_MAE,Test_MAE,Train_MAPE,Test_MAPE,n_estimators,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,Time_min
TOTAL (Agregado),9509.742619523953,18387.481478068665,8877.738858544712,1.9335414441520522,6357.86215764826,15238.287109375,1435.285654128001,11.351640004745898,200,0.03,3,1,0.6,0.6,1.4612494587898255
Africa,296.5266651278902,79.14204475181877,217.38462037607144,0.2668968900914367,191.38963184934673,55.41206614176432,93.5477465944064,14.756022148179241,100,0.03,4,3,0.6,0.6,2.472812374432882
America_Central_E_Caribe,118.43334662048126,262.88712004943335,144.4537734289521,2.219705239706289,83.2836019342596,198.4999796549479,36.02984228066477,13.485253932072835,200,0.03,4,1,0.6,0.8,2.0557249863942464
America_Do_Norte,906.6330510904975,2725.095117371373,1818.4620662808754,3.005731055241843,680.4250131664854,1911.525146484375,244.99959799085835,8.897296371325018,200,0.05,4,1,0.7,0.6,2.483127808570862
America_Do_Sul,2622.8627772495433,13583.028970039115,10960.166192789571,5.178703624092342,1959.88978842533,11470.4267578125,543.3909529639105,14.962775838221784,200,0.05,3,1,0.7,0.7,2.4453020056088763
Asia,1379.679009895391,918.1256229661582,461.5533869292327,0.6654632101968209,776.0426233465022,570.3600056966146,1256.5037679772352,18.280671215514886,100,0.01,5,5,0.7,0.8,2.6051615039507547
Europa,2106.4544815718723,4340.333289268199,2233.878807696327,2.0604923235888624,1446.487948330966,3716.3740234375,318.9990820997401,12.63693273981526,200,0.03,5,3,0.7,0.6,2.1718730966250104
Oceania,57.48065631103899,216.75523181919888,159.2745755081599,3.770924789833544,41.80525689775293,195.2668202718099,18.643703275781906,18.066325103513947,200,0.05,5,1,0.7,0.8,1.7508615930875142
