date,continent,actual,forecast,error
2024-01-01,TOTAL,163598.0,132535.84455182112,31062.155448178877
2024-02-01,TOTAL,170305.0,138608.67694542976,31696.32305457024
2024-03-01,TOTAL,157683.0,133144.96353371863,24538.036466281366
2024-04-01,TOTAL,102172.0,102560.87887747405,-388.8788774740533
2024-05-01,TOTAL,84116.0,79394.00034959213,4721.999650407874
2024-06-01,TOTAL,82402.0,82091.57163736242,310.42836263758363
2024-07-01,TOTAL,108089.0,96243.70382087909,11845.296179120909
2024-08-01,TOTAL,91504.0,93475.76818806778,-1971.7681880677846
2024-09-01,TOTAL,116003.0,88552.6613501751,27450.338649824902
2024-10-01,TOTAL,130985.0,98511.73200276424,32473.26799723576
2024-11-01,TOTAL,145148.0,107004.80231073337,38143.19768926663
2024-12-01,TOTAL,176121.0,133609.9195563179,42511.08044368209
2024-01-01,Africa,303.0,589.3331077515866,-286.33310775158657
2024-02-01,Africa,446.0,371.662234709127,74.337765290873
2024-03-01,Africa,337.0,405.6283848987173,-68.62838489871729
2024-04-01,Africa,402.0,176.51434651263224,225.48565348736776
2024-05-01,Africa,397.0,145.52611399317593,251.47388600682407
2024-06-01,Africa,225.0,98.37614782729281,126.62385217270719
2024-07-01,Africa,259.0,265.03079153625424,-6.030791536254242
2024-08-01,Africa,260.0,382.3122514752123,-122.31225147521229
2024-09-01,Africa,302.0,112.7440116134996,189.2559883865004
2024-10-01,Africa,342.0,199.58272929983812,142.41727070016188
2024-11-01,Africa,546.0,232.35141873087184,313.64858126912816
2024-12-01,Africa,439.0,441.7446115038029,-2.7446115038029006
2024-01-01,America_Central_E_Caribe,912.0,1296.823094318288,-384.823094318288
2024-02-01,America_Central_E_Caribe,843.0,1377.5651113333959,-534.5651113333959
2024-03-01,America_Central_E_Caribe,1302.0,1621.3642998282962,-319.3642998282962
2024-04-01,America_Central_E_Caribe,1082.0,1456.3911228837724,-374.39112288377237
2024-05-01,America_Central_E_Caribe,1155.0,1251.5949648828384,-96.59496488283844
2024-06-01,America_Central_E_Caribe,1293.0,1337.1392193251736,-44.1392193251736
2024-07-01,America_Central_E_Caribe,1038.0,1587.699340743026,-549.6993407430259
2024-08-01,America_Central_E_Caribe,1337.0,1591.9851029164445,-254.98510291644448
2024-09-01,America_Central_E_Caribe,2115.0,1584.8714528937014,530.1285471062986
2024-10-01,America_Central_E_Caribe,1590.0,1492.3939838406095,97.60601615939049
2024-11-01,America_Central_E_Caribe,2002.0,1670.1476133815406,331.8523866184594
2024-12-01,America_Central_E_Caribe,1908.0,1532.119787437349,375.88021256265097
2024-01-01,America_Do_Norte,17392.0,19601.387834081026,-2209.387834081026
