date,continent,actual,forecast,error
2024-10-01,Asia,2604.0,1346.5688716351342,1257.4311283648658
2024-11-01,Asia,5250.0,1392.4422148065482,3857.5577851934518
2024-12-01,Asia,2651.0,1467.9318382468725,1183.0681617531275
2024-01-01,Europa,28460.0,25095.6078179144,3364.3921820856012
2024-02-01,Europa,43208.0,29246.34036308674,13961.65963691326
2024-03-01,Europa,39531.0,25913.03121165021,13617.96878834979
2024-04-01,Europa,28563.0,19820.265345715634,8742.734654284366
2024-05-01,Europa,19597.0,16454.881386445104,3142.118613554896
2024-06-01,Europa,15600.0,16321.284410998165,-721.2844109981652
2024-07-01,Europa,27062.0,21014.33375391098,6047.666246089018
2024-08-01,Europa,24719.0,21187.84936688899,3531.1506331110104
2024-09-01,Europa,22025.0,17316.427629220096,4708.572370779904
2024-10-01,Europa,28376.0,21231.774759166416,7144.225240833584
2024-11-01,Europa,34420.0,23614.346304567305,10805.653695432695
2024-12-01,Europa,39981.0,28765.068979146043,11215.931020853957
2024-01-01,Oceania,1677.0,0.0,1677.0
2024-02-01,Oceania,2109.0,0.0,2109.0
2024-03-01,Oceania,1565.0,0.0,1565.0
2024-04-01,Oceania,928.0,0.0,928.0
2024-05-01,Oceania,546.0,0.0,546.0
2024-06-01,Oceania,580.0,0.0,580.0
2024-07-01,Oceania,730.0,0.0,730.0
2024-08-01,Oceania,611.0,0.0,611.0
2024-09-01,Oceania,1242.0,0.0,1242.0
2024-10-01,Oceania,1002.0,0.0,1002.0
2024-11-01,Oceania,1129.0,0.0,1129.0
2024-12-01,Oceania,1623.0,0.0,1623.0
