date,continent,actual,forecast,error,abs_error,pct_error,ets_model,model_type
2000-01-01,america_do_norte,22202.0,18082.070165154066,-4119.929834845934,4119.929834845934,-18.556570736176624,"ETS(M,N,M)",AutoETS
2000-02-01,america_do_norte,19060.0,19986.541950234823,926.5419502348232,926.5419502348232,4.861185468178506,"ETS(M,N,M)",AutoETS
2000-03-01,america_do_norte,17767.0,19325.61028346024,1558.6102834602389,1558.6102834602389,8.772501173300157,"ETS(M,N,M)",AutoETS
2000-04-01,america_do_norte,14761.0,13363.934207201117,-1397.0657927988832,1397.0657927988832,-9.464574167054286,"ETS(M,N,M)",AutoETS
2000-05-01,america_do_norte,12601.0,12939.110184245059,338.1101842450589,338.1101842450589,2.6832012081982293,"ETS(M,N,M)",AutoETS
2000-06-01,america_do_norte,12105.0,20817.726320959762,8712.726320959762,8712.726320959762,71.97626039619796,"ETS(M,N,M)",AutoETS
2000-07-01,america_do_norte,15488.0,15607.50790522038,119.50790522038005,119.50790522038005,0.7716161235819993,"ETS(M,N,M)",AutoETS
2000-08-01,america_do_norte,14934.0,17302.27424367011,2368.2742436701083,2368.2742436701083,15.858271351748416,"ETS(M,N,M)",AutoETS
2000-09-01,america_do_norte,13795.0,12055.882571637954,-1739.1174283620458,1739.1174283620458,-12.60686791128703,"ETS(M,N,M)",AutoETS
2000-10-01,america_do_norte,15367.0,12297.50950829266,-3069.49049170734,3069.49049170734,-19.974559066228544,"ETS(M,N,M)",AutoETS
2000-11-01,america_do_norte,15885.0,14634.381220911064,-1250.6187790889362,1250.6187790889362,-7.872954227818295,"ETS(M,N,M)",AutoETS
2000-12-01,america_do_norte,15951.0,20686.6623742454,4735.662374245399,4735.662374245399,29.688811825248568,"ETS(M,N,M)",AutoETS
2001-01-01,america_do_norte,24423.0,17694.739013050355,-6728.260986949645,6728.260986949645,-27.548871911516375,"ETS(M,N,M)",AutoETS
2001-02-01,america_do_norte,20907.0,19945.3912496844,-961.6087503156014,961.6087503156014,-4.599458316906306,"ETS(M,N,M)",AutoETS
2001-03-01,america_do_norte,16061.0,19533.321727400395,3472.3217274003946,3472.3217274003946,21.61958612415413,"ETS(M,N,M)",AutoETS
2001-04-01,america_do_norte,15227.0,13330.05689198419,-1896.9431080158101,1896.9431080158101,-12.457759952819401,"ETS(M,N,M)",AutoETS
2001-05-01,america_do_norte,9809.0,12970.104317330837,3161.104317330837,3161.104317330837,32.22657067316584,"ETS(M,N,M)",AutoETS
2001-06-01,america_do_norte,9308.0,20246.67114764248,10938.671147642479,10938.671147642479,117.51902822993638,"ETS(M,N,M)",AutoETS
2001-07-01,america_do_norte,13715.0,14918.862420335005,1203.8624203350046,1203.8624203350046,8.777706309405794,"ETS(M,N,M)",AutoETS
2001-08-01,america_do_norte,14546.0,16374.074084609332,1828.0740846093322,1828.0740846093322,12.567538049012322,"ETS(M,N,M)",AutoETS
2001-09-01,america_do_norte,10544.0,11450.913173382447,906.913173382447,906.913173382447,8.601225088983753,"ETS(M,N,M)",AutoETS
2001-10-01,america_do_norte,11081.0,11335.348889168514,254.34888916851378,254.34888916851378,2.295360429279973,"ETS(M,N,M)",AutoETS
2001-11-01,america_do_norte,11578.0,13008.364782405291,1430.3647824052914,1430.3647824052914,12.354161188506577,"ETS(M,N,M)",AutoETS
2001-12-01,america_do_norte,13004.0,17904.501662645762,4900.501662645762,4900.501662645762,37.684571383003394,"ETS(M,N,M)",AutoETS
2002-01-01,america_do_norte,19678.0,15225.577873803471,-4452.422126196529,4452.422126196529,-22.626395600144978,"ETS(M,N,M)",AutoETS
2002-02-01,america_do_norte,17385.0,16964.7474627237,-420.25253727630115,420.25253727630115,-2.4173283708731734,"ETS(M,N,M)",AutoETS
2002-03-01,america_do_norte,15845.0,16559.47698964587,714.4769896458711,714.4769896458711,4.509163708714869,"ETS(M,N,M)",AutoETS
2002-04-01,america_do_norte,11995.0,11513.671733252333,-481.32826674766693,481.32826674766693,-4.012740864924276,"ETS(M,N,M)",AutoETS
2002-05-01,america_do_norte,12618.0,11050.672058047361,-1567.3279419526389,1567.3279419526389,-12.421365842071951,"ETS(M,N,M)",AutoETS
2002-06-01,america_do_norte,14196.0,18175.881350533993,3979.881350533993,3979.881350533993,28.035230702549967,"ETS(M,N,M)",AutoETS
2002-07-01,america_do_norte,18064.0,14024.436724778398,-4039.5632752216025,4039.5632752216025,-22.36250705946414,"ETS(M,N,M)",AutoETS
2002-08-01,america_do_norte,17355.0,16167.280941769373,-1187.7190582306266,1187.7190582306266,-6.843670747511534,"ETS(M,N,M)",AutoETS
2002-09-01,america_do_norte,14767.0,11593.620490767484,-3173.3795092325163,3173.3795092325163,-21.489669595940384,"ETS(M,N,M)",AutoETS
2002-10-01,america_do_norte,14365.0,12030.172562804004,-2334.827437195996,2334.827437195996,-16.253584665478567,"ETS(M,N,M)",AutoETS
2002-11-01,america_do_norte,14736.0,14209.964714980939,-526.0352850190611,526.0352850190611,-3.5697291328655067,"ETS(M,N,M)",AutoETS
2002-12-01,america_do_norte,18143.0,19950.378422166617,1807.3784221666174,1807.3784221666174,9.961849871391818,"ETS(M,N,M)",AutoETS
2003-01-01,america_do_norte,19882.0,17407.74206752627,-2474.2579324737308,2474.2579324737308,-12.444713471852584,"ETS(M,N,M)",AutoETS
2003-02-01,america_do_norte,20617.0,19013.902601958052,-1603.0973980419476,1603.0973980419476,-7.775609439016091,"ETS(M,N,M)",AutoETS
2003-03-01,america_do_norte,19396.0,18707.61653642117,-688.3834635788298,688.3834635788298,-3.5491001421882338,"ETS(M,N,M)",AutoETS
2003-04-01,america_do_norte,14966.0,13149.30712820632,-1816.6928717936808,1816.6928717936808,-12.138800426257388,"ETS(M,N,M)",AutoETS
2003-05-01,america_do_norte,13060.0,12784.750575593202,-275.2494244067984,275.2494244067984,-2.107575990863694,"ETS(M,N,M)",AutoETS
2003-06-01,america_do_norte,13458.0,20687.71770340158,7229.71770340158,7229.71770340158,53.720595210295585,"ETS(M,N,M)",AutoETS
2003-07-01,america_do_norte,15166.0,15677.879982458575,511.8799824585749,511.8799824585749,3.375181210988889,"ETS(M,N,M)",AutoETS
2003-08-01,america_do_norte,16215.0,17317.191782295442,1102.191782295442,1102.191782295442,6.797359126089682,"ETS(M,N,M)",AutoETS
2003-09-01,america_do_norte,15631.0,12192.097320886605,-3438.9026791133947,3438.9026791133947,-22.000528943211535,"ETS(M,N,M)",AutoETS
2003-10-01,america_do_norte,12433.0,12664.258067132687,231.25806713268685,231.25806713268685,1.8600343210221737,"ETS(M,N,M)",AutoETS
2003-11-01,america_do_norte,14117.0,14539.254538766123,422.254538766123,422.254538766123,2.9911067419857122,"ETS(M,N,M)",AutoETS
2003-12-01,america_do_norte,20628.0,20229.691729295442,-398.3082707045578,398.3082707045578,-1.930910755790953,"ETS(M,N,M)",AutoETS
2004-01-01,america_do_norte,18471.0,17920.49826739274,-550.5017326072593,550.5017326072593,-2.980356952018079,"ETS(M,N,M)",AutoETS
2004-02-01,america_do_norte,25605.0,19284.146249164987,-6320.853750835013,6320.853750835013,-24.686013477192002,"ETS(M,N,M)",AutoETS
2004-03-01,america_do_norte,21244.0,19589.91067334192,-1654.0893266580788,1654.0893266580788,-7.786148214357366,"ETS(M,N,M)",AutoETS
2004-04-01,america_do_norte,15624.0,13858.580003828918,-1765.419996171082,1765.419996171082,-11.299411137807743,"ETS(M,N,M)",AutoETS
2004-05-01,america_do_norte,13357.0,13454.060231755866,97.06023175586597,97.06023175586597,0.7266619132729353,"ETS(M,N,M)",AutoETS
2004-06-01,america_do_norte,14118.0,21681.07556101726,7563.07556101726,7563.07556101726,53.57044596272319,"ETS(M,N,M)",AutoETS
2004-07-01,america_do_norte,15865.0,16435.65508717679,570.6550871767904,570.6550871767904,3.5969435056841497,"ETS(M,N,M)",AutoETS
2004-08-01,america_do_norte,16867.0,18148.723067033276,1281.7230670332756,1281.7230670332756,7.5989984409395595,"ETS(M,N,M)",AutoETS
