date,continent,actual,forecast,error,abs_error,pct_error
2019-09-01,America_Central_E_Caribe,869.0,962.122094459205,-93.12209445920496,93.12209445920496,-10.716006266882044
2019-10-01,America_Central_E_Caribe,681.0,794.8883076269882,-113.8883076269882,113.8883076269882,-16.72368687620972
2019-11-01,America_Central_E_Caribe,1021.0,1000.2156335203156,20.784366479684422,20.784366479684422,2.0356872164235478
2019-12-01,America_Central_E_Caribe,722.0,929.6366807132915,-207.63668071329153,207.63668071329153,-28.758543035081928
2020-01-01,America_Central_E_Caribe,638.0,652.9277018649466,-14.927701864946584,14.927701864946584,-2.3397651825935086
2020-02-01,America_Central_E_Caribe,752.0,794.0506167670189,-42.05061676701894,42.05061676701894,-5.591837336039752
2020-03-01,America_Central_E_Caribe,706.5346358367649,719.3775374634869,-12.842901626721982,12.842901626721982,-1.8177313574318752
2020-04-01,America_Central_E_Caribe,600.2383841049464,816.690963233827,-216.45257912888064,216.45257912888064,-36.061102532062634
2020-05-01,America_Central_E_Caribe,625.379696196991,607.7809306508163,17.598765546174604,17.598765546174604,2.814092886800581
2020-06-01,America_Central_E_Caribe,785.3080349451972,803.1329413941236,-17.824906448926413,17.824906448926413,-2.269798048121375
2020-07-01,America_Central_E_Caribe,897.6508758011352,880.1221114485049,17.52876435263022,17.52876435263022,1.952737397708898
2020-08-01,America_Central_E_Caribe,720.1181203524035,752.6104797335694,-32.4923593811659,32.4923593811659,-4.512087456605751
2020-09-01,America_Central_E_Caribe,634.2333890430191,820.5314744018642,-186.29808535884513,186.29808535884513,-29.373742943421227
2020-10-01,America_Central_E_Caribe,803.8717411681844,704.7877194481491,99.08402172003525,99.08402172003525,12.32584959088705
2020-11-01,America_Central_E_Caribe,948.444864780642,940.0890746615743,8.355790119067706,8.355790119067706,0.8809990363541319
2020-12-01,America_Central_E_Caribe,801.9838699041832,847.3067657437138,-45.32289583953059,45.32289583953059,-5.651347557020758
2021-01-01,America_Central_E_Caribe,685.4048488963546,650.4385254663657,34.96632342998885,34.96632342998885,5.101557639443601
2021-02-01,America_Central_E_Caribe,632.5353790640161,764.9665023212434,-132.43112325722734,132.43112325722734,-20.936555905092636
2021-03-01,America_Central_E_Caribe,706.5346358367649,640.0908704708879,66.44376536587697,66.44376536587697,9.404176666751251
2021-04-01,America_Central_E_Caribe,600.2383841049464,771.2362556393006,-170.9978715343542,170.9978715343542,-28.48832664864311
2021-05-01,America_Central_E_Caribe,625.379696196991,585.5120546087344,39.86764158825656,39.86764158825656,6.374949783419013
2021-06-01,America_Central_E_Caribe,785.3080349451972,755.0571427048634,30.25089224033377,30.25089224033377,3.852105275154205
2021-07-01,America_Central_E_Caribe,897.6508758011352,857.9273805668994,39.72349523423577,39.72349523423577,4.425272263983852
2021-08-01,America_Central_E_Caribe,720.1181203524035,709.4275618610318,10.69055849137169,10.69055849137169,1.4845562400429615
2021-09-01,America_Central_E_Caribe,634.2333890430191,792.0945234656556,-157.8611344226365,157.8611344226365,-24.89006998840438
2021-10-01,America_Central_E_Caribe,803.8717411681844,678.4280598362859,125.44368133189846,125.44368133189846,15.604937318682707
2021-11-01,America_Central_E_Caribe,948.444864780642,906.2692908132613,42.17557396738073,42.17557396738073,4.446813466287803
2021-12-01,America_Central_E_Caribe,801.9838699041832,828.7149210648578,-26.73105116067461,26.73105116067461,-3.333115809906288
2022-01-01,America_Central_E_Caribe,685.4048488963546,635.6932508045367,49.711598091817905,49.711598091817905,7.252881004834441
2022-02-01,America_Central_E_Caribe,632.5353790640161,756.2736535471314,-123.73827448311533,123.73827448311533,-19.56226933364819
2022-03-01,America_Central_E_Caribe,706.5346358367649,620.358929945981,86.17570589078389,86.17570589078389,12.19695419301335
2022-04-01,America_Central_E_Caribe,600.2383841049464,753.8114097990883,-153.57302569414196,153.57302569414196,-25.58533905210752
2022-05-01,America_Central_E_Caribe,625.379696196991,585.8853597615729,39.49433643541806,39.49433643541806,6.315257223025926
2022-06-01,America_Central_E_Caribe,785.3080349451972,732.1442083633658,53.16382658183136,53.16382658183136,6.769805505115125
2022-07-01,America_Central_E_Caribe,897.6508758011352,856.2202011895799,41.43067461155522,41.43067461155522,4.6154552653423515
2022-08-01,America_Central_E_Caribe,720.1181203524035,688.3533185387233,31.76480181368015,31.76480181368015,4.41105436954363
2022-09-01,America_Central_E_Caribe,634.2333890430191,782.634699909178,-148.40131086615895,148.40131086615895,-23.3985333206879
2022-10-01,America_Central_E_Caribe,803.8717411681844,669.645874001502,134.2258671666824,134.2258671666824,16.697423269491438
2022-11-01,America_Central_E_Caribe,948.444864780642,889.7443814061635,58.700483374478495,58.700483374478495,6.189129759066685
2022-12-01,America_Central_E_Caribe,801.9838699041832,825.1317984392686,-23.147928535085384,23.147928535085384,-2.8863334293557523
2023-01-01,America_Central_E_Caribe,685.4048488963546,632.2875900227557,53.11725887359887,53.11725887359887,7.749764093313432
2023-02-01,America_Central_E_Caribe,632.5353790640161,758.730896200855,-126.19551713683893,126.19551713683893,-19.95074446643201
2023-03-01,America_Central_E_Caribe,706.5346358367649,612.5047491426662,94.02988669409865,94.02988669409865,13.308602568752617
2023-04-01,America_Central_E_Caribe,600.2383841049464,747.1614405067701,-146.92305640182371,146.92305640182371,-24.47745100822068
2023-05-01,America_Central_E_Caribe,625.379696196991,593.6929413991695,31.686754797821436,31.686754797821436,5.066802614557588
2023-06-01,America_Central_E_Caribe,819.0,719.3952508569814,99.60474914301858,99.60474914301858,12.1617520321146
2023-07-01,America_Central_E_Caribe,1065.0,876.1581978728495,188.84180212715046,188.84180212715046,17.731624612877976
2023-08-01,America_Central_E_Caribe,1486.0,746.2003582013987,739.7996417986013,739.7996417986013,49.78463269169592
2023-09-01,America_Central_E_Caribe,2154.0,1101.3478772191836,1052.6521227808164,1052.6521227808164,48.86964358313911
2023-10-01,America_Central_E_Caribe,1457.0,1288.5426379761388,168.45736202386115,168.45736202386115,11.561932877409825
