date,continent,actual,forecast,ets_model,arima_model,model_type,error,abs_error,pct_error
2015-10-01,South America,127961.0,98568.33896250218,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,29392.66103749782,29392.66103749782,22.970015112024615
2015-11-01,South America,146674.0,122868.10894554669,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,23805.891054453314,23805.891054453314,16.230477831417506
2015-12-01,South America,165635.0,162816.33568715083,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,2818.6643128491705,2818.6643128491705,1.7017323107128148
2016-01-01,South America,137015.0,170972.15483230562,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-33957.15483230562,33957.15483230562,-24.78353087786419
2016-02-01,South America,146906.0,154220.6565036162,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-7314.656503616192,7314.656503616192,-4.9791407455217565
2016-03-01,South America,134639.0,149702.32093807586,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-15063.320938075864,15063.320938075864,-11.187932870918429
2016-04-01,South America,96340.0,106844.96505789986,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-10504.965057899855,10504.965057899855,-10.904053412808652
2016-05-01,South America,87440.0,86032.53068666992,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,1407.4693133300752,1407.4693133300752,1.6096401113106988
2016-06-01,South America,91925.0,114670.68904737043,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-22745.689047370426,22745.689047370426,-24.743746584030923
2016-07-01,South America,144511.0,110477.39597268845,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,34033.60402731155,34033.60402731155,23.550874346805124
2016-08-01,South America,192794.0,122108.96125261829,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,70685.03874738171,70685.03874738171,36.6635054759908
2016-09-01,South America,115312.0,126925.4799645907,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-11613.479964590704,11613.479964590704,-10.071354208226987
2016-10-01,South America,106924.0,123611.66028918991,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-16687.66028918991,16687.66028918991,-15.607029562296498
2016-11-01,South America,100823.0,124234.7493746555,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-23411.749374655497,23411.749374655497,-23.22064347882477
2016-12-01,South America,125477.0,153661.88673141022,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-28184.886731410224,28184.886731410224,-22.462193654143967
2017-01-01,South America,142428.0,159642.96471338245,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-17214.964713382447,17214.964713382447,-12.086783998499206
2017-02-01,South America,145296.0,156849.0389690859,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-11553.038969085901,11553.038969085901,-7.951381296860134
2017-03-01,South America,127870.0,149708.33014804055,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-21838.33014804055,21838.33014804055,-17.07854082117819
2017-04-01,South America,107888.0,104572.10106467933,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,3315.8989353206707,3315.8989353206707,3.0734640880549002
2017-05-01,South America,83322.0,89937.06408251135,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-6615.064082511351,6615.064082511351,-7.939156624314528
2017-06-01,South America,68341.0,113377.51136141454,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-45036.51136141454,45036.51136141454,-65.89969617274336
2017-07-01,South America,100655.0,101187.26613318402,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-532.2661331840209,532.2661331840209,-0.5288024769599333
2017-08-01,South America,92976.0,103631.64433833264,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-10655.64433833264,10655.64433833264,-11.460639668659267
2017-09-01,South America,95227.0,86364.933338492,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,8862.066661507997,8862.066661507997,9.306254173194574
2017-10-01,South America,108161.0,103580.79568602866,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,4580.204313971335,4580.204313971335,4.234617203956449
2017-11-01,South America,121174.0,110988.97526219323,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,10185.024737806772,10185.024737806772,8.405288872040845
2017-12-01,South America,162278.0,144547.14999002893,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,17730.850009971065,17730.850009971065,10.92621921022632
2018-01-01,South America,145414.0,159379.65145699825,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-13965.651456998254,13965.651456998254,-9.604062509110713
2018-02-01,South America,150414.0,147719.01423282854,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,2694.9857671714562,2694.9857671714562,1.7917120528484425
2018-03-01,South America,139860.0,142802.57849595344,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-2942.578495953436,2942.578495953436,-2.1039457285524352
2018-04-01,South America,93840.0,103765.79937828616,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-9925.79937828616,9925.79937828616,-10.577365066374849
2018-05-01,South America,70127.0,81240.56888260844,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-11113.568882608437,11113.568882608437,-15.847774584123714
2018-06-01,South America,60538.0,101639.13836033485,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-41101.13836033485,41101.13836033485,-67.89312227086268
2018-07-01,South America,90790.0,91322.95574729226,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-532.9557472922606,532.9557472922606,-0.5870203186389037
2018-08-01,South America,93618.0,93516.50465258927,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,101.49534741073148,101.49534741073148,0.10841435131142674
2018-09-01,South America,91477.0,81271.13055712367,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,10205.869442876327,10205.869442876327,11.156760106776924
2018-10-01,South America,98537.0,95878.10454467745,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,2658.8954553225485,2658.8954553225485,2.698372647150358
2018-11-01,South America,108530.0,100946.94973107429,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,7583.050268925712,7583.050268925712,6.987054518497845
2018-12-01,South America,150189.0,130432.99393961753,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,19756.006060382468,19756.006060382468,13.1540965452746
2019-01-01,South America,141269.0,145151.76161985044,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-3882.76161985044,3882.76161985044,-2.7484880758343584
2019-02-01,South America,144874.0,136966.23438735533,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,7907.765612644667,7907.765612644667,5.458374596300694
2019-03-01,South America,145359.0,132553.75331340084,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,12805.24668659916,12805.24668659916,8.809393767567993
2019-04-01,South America,94211.0,100739.3868053571,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-6528.386805357106,6528.386805357106,-6.9295377454406655
2019-05-01,South America,72087.0,77651.54177789652,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-5564.54177789652,5564.54177789652,-7.719202876935537
2019-06-01,South America,77394.0,97245.96573989597,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-19851.965739895968,19851.965739895968,-25.650522960301792
2019-07-01,South America,87147.0,93533.14947606223,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-6386.14947606223,6386.14947606223,-7.328019869946447
2019-08-01,South America,89046.0,89782.98136503281,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-736.9813650328142,736.9813650328142,-0.8276411798764843
2019-09-01,South America,85407.0,77757.47338233645,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,7649.526617663549,7649.526617663549,8.95655697737135
2019-10-01,South America,90369.0,91104.4374493768,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-735.4374493767973,735.4374493767973,-0.8138160756197339
2019-11-01,South America,92958.0,95103.7362456301,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-2145.7362456301053,2145.7362456301053,-2.3082857264894954
2019-12-01,South America,132139.0,119976.76283260944,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,12162.237167390558,12162.237167390558,9.20412381461231
2020-01-01,South America,133681.0,132984.73616815187,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,696.2638318481331,696.2638318481331,0.5208397841489315
2020-02-01,South America,156690.0,128408.63739633508,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,28281.362603664922,28281.362603664922,18.04924539132358
2020-03-01,South America,127702.79995237308,131736.2327581599,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-4033.4328057868115,4033.4328057868115,-3.1584529135548203
2020-04-01,South America,93811.16746539142,92020.03855224237,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,1791.1289131490485,1791.1289131490485,1.9092917842748593
2020-05-01,South America,76473.7471803971,74917.5088380086,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,1556.238342388504,1556.238342388504,2.0349968450184988
2020-06-01,South America,100718.50194763752,95428.8278680086,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,5289.674079628923,5289.674079628923,5.251938797083151
2020-07-01,South America,103068.58868522343,99883.23668619563,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,3185.3519990278,3185.3519990278,3.0905167516710867
2020-08-01,South America,98458.16240381855,95291.3563216241,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,3166.8060821944528,3166.8060821944528,3.2163977113507785
2020-09-01,South America,83360.50185271403,81844.65391476054,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,1515.8479379534983,1515.8479379534983,1.8184246786707003
2020-10-01,South America,94659.60575379981,91875.50665512845,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,2784.0990986713587,2784.0990986713587,2.9411691254160965
2020-11-01,South America,98845.1260923254,98309.40582592739,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,535.7202663980133,535.7202663980133,0.5419794456002096
2020-12-01,South America,128594.09000147547,125015.6204355054,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,3578.4695659700665,3578.4695659700665,2.7827636292842133
2021-01-01,South America,137394.14338613828,134885.87181544895,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,2508.271570689336,2508.271570689336,1.8256029761326755
2021-02-01,South America,135241.59652071356,132662.80519149522,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,2578.7913292183366,2578.7913292183366,1.9068033767431678
2021-03-01,South America,127702.79995237308,126551.7804395998,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,1151.0195127732877,1151.0195127732877,0.9013267627668007
2021-04-01,South America,93811.16746539142,92946.32997321006,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,864.8374921813665,864.8374921813665,0.9218918339337587
2021-05-01,South America,76473.7471803971,75732.91669326005,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,740.8304871370492,740.8304871370492,0.9687383114488601
2021-06-01,South America,100718.50194763752,96676.91485504925,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,4041.5870925882627,4041.5870925882627,4.012755367121565
2021-07-01,South America,103068.58868522343,101101.50089555969,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,1967.0877896637394,1967.0877896637394,1.9085230667816002
2021-08-01,South America,98458.16240381855,96422.71473533122,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,2035.447668487337,2035.447668487337,2.067322422836926
2021-09-01,South America,83360.50185271403,82765.14707352646,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,595.3547791875753,595.3547791875753,0.7141928922638701
2021-10-01,South America,94659.60575379981,93025.43215646013,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,1634.1735973396862,1634.1735973396862,1.7263684803315245
2021-11-01,South America,98845.1260923254,99497.5104205834,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-652.3843282580056,652.3843282580056,-0.6600065719463515
2021-12-01,South America,128594.09000147547,126602.11490963896,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,1991.975091836517,1991.975091836517,1.5490409332292499
2022-01-01,South America,137394.14338613828,136463.14380508914,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,930.9995810491382,930.9995810491382,0.6776122752427793
2022-02-01,South America,135241.59652071356,134128.9107935602,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,1112.6857271533518,1112.6857271533518,0.8227392723679753
2022-03-01,South America,127702.79995237308,127893.30908079837,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-190.50912842528487,190.50912842528487,-0.14918163775291968
2022-04-01,South America,93811.16746539142,93784.18771200652,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,26.979753384905052,26.979753384905052,0.028759639298656374
2022-05-01,South America,76473.7471803971,76434.1110180575,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,39.636162339593284,39.636162339593284,0.05182976354760529
2022-06-01,South America,100718.50194763752,97709.62305715903,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,3008.8788904784888,3008.8788904784888,2.987414260830421
2022-07-01,South America,103068.58868522343,102057.56120715373,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,1011.0274780696927,1011.0274780696927,0.9809268672121054
2022-08-01,South America,98458.16240381855,97270.15911601573,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,1188.0032878028287,1188.0032878028287,1.2066072114268442
2022-09-01,South America,83360.50185271403,83424.42836804826,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-63.92651533422759,63.92651533422759,-0.0766868167938534
2022-10-01,South America,94659.60575379981,93822.48035781625,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,837.1253959835594,837.1253959835594,0.8843533514821931
2022-11-01,South America,98845.1260923254,100289.66995971509,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-1444.543867389686,1444.543867389686,-1.4614214423080636
2022-12-01,South America,128594.09000147547,127625.58459510333,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,968.5054063721473,968.5054063721473,0.7531492359882439
2023-01-01,South America,137394.14338613828,137443.19653179872,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-49.05314566043671,49.05314566043671,-0.0357025011776344
2023-02-01,South America,135241.59652071356,135008.36211098157,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,233.2344097319874,233.2344097319874,0.1724575986473698
2023-03-01,South America,127702.79995237308,128671.47782060658,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-968.6778682334989,968.6778682334989,-0.7585408218103037
2023-04-01,South America,93811.16746539142,94251.61231278861,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-440.4448473971861,440.4448473971861,-0.46950150957206016
2023-05-01,South America,76473.7471803971,76814.25240416949,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-340.50522377238667,340.50522377238667,-0.44525766858155225
2023-06-01,South America,59894.0,98256.73045769645,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-38362.73045769645,38362.73045769645,-64.05104093514618
2023-07-01,South America,83775.0,86817.38137864639,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-3042.381378646387,3042.381378646387,-3.6316101207357647
2023-08-01,South America,80697.0,87601.71450455296,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-6904.714504552961,6904.714504552961,-8.556345966458432
2023-09-01,South America,82149.0,74041.89500487666,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,8107.1049951233435,8107.1049951233435,9.868781111301834
2023-10-01,South America,92918.0,88634.81768097525,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,4283.182319024752,4283.182319024752,4.6096367969874
2023-11-01,South America,114550.0,94906.38082894318,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,19643.619171056824,19643.619171056824,17.148510843349474
2023-12-01,South America,129700.0,127927.86490583458,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,1772.1350941654237,1772.1350941654237,1.3663339199425009
2024-01-01,South America,163598.0,133662.01511514295,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,29935.984884857055,29935.984884857055,18.298502967552814
2024-02-01,South America,170305.0,129759.5269995354,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,40545.4730004646,40545.4730004646,23.807564663670824
2024-03-01,South America,157683.0,123044.93790713018,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,34638.06209286982,34638.06209286982,21.966896934273077
2024-04-01,South America,102172.0,90285.61432355552,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,11886.385676444479,11886.385676444479,11.633701676040872
2024-05-01,South America,84116.0,73504.23093349823,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,10611.769066501773,10611.769066501773,12.615636818799958
2024-06-01,South America,82402.0,93858.01437068782,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-11456.014370687815,11456.014370687815,-13.902592619945894
2024-07-01,South America,108089.0,96835.95617094806,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,11253.043829051938,11253.043829051938,10.410905669450118
2024-08-01,South America,91504.0,92279.277107706,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,-775.2771077060024,775.2771077060024,-0.8472603467673571
2024-09-01,South America,116003.0,78868.54278091148,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,37134.45721908852,37134.45721908852,32.011635232785814
2024-10-01,South America,130985.0,88924.81949404992,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,42060.18050595008,42060.18050595008,32.110684815780495
2024-11-01,South America,145148.0,94688.13795279048,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,50459.86204720952,50459.86204720952,34.76442117508303
2024-12-01,South America,176121.0,121095.9401642073,"ETS(M,A,M)","(1, 0, 0, 0, 1, 0, 0)",HYBRID,55025.059835792694,55025.059835792694,31.24275914615105
