date,continent,actual,forecast,error,abs_error,pct_error,ets_model,model_type
2002-03-01,africa,1372.0,1339.5592858624454,-32.44071413755455,32.44071413755455,-2.364483537722635,"ETS(M,N,M)",AutoETS
2002-04-01,africa,1046.0,1059.3056697326226,13.305669732622619,13.305669732622619,1.272052555700059,"ETS(M,N,M)",AutoETS
2002-05-01,africa,1101.0,1157.0349598953555,56.03495989535554,56.03495989535554,5.089460480958723,"ETS(M,N,M)",AutoETS
2002-06-01,africa,1242.0,1108.6035218522795,-133.39647814772047,133.39647814772047,-10.740457177755273,"ETS(M,N,M)",AutoETS
2002-07-01,africa,1579.0,1420.7897843329158,-158.21021566708419,158.21021566708419,-10.019646337370752,"ETS(M,N,M)",AutoETS
2002-08-01,africa,1518.0,1735.7131289242488,217.71312892424885,217.71312892424885,14.3421033546936,"ETS(M,N,M)",AutoETS
2002-09-01,africa,1293.0,1131.53839128855,-161.46160871145003,161.46160871145003,-12.48736339609049,"ETS(M,N,M)",AutoETS
2002-10-01,africa,1254.0,1307.6135282708453,53.613528270845336,53.613528270845336,4.27540097853631,"ETS(M,N,M)",AutoETS
2002-11-01,africa,1286.0,1300.426367690081,14.426367690080951,14.426367690080951,1.1218015311104939,"ETS(M,N,M)",AutoETS
2002-12-01,africa,1552.0,1588.2397345673598,36.23973456735985,36.23973456735985,2.335034443773186,"ETS(M,N,M)",AutoETS
2003-01-01,africa,876.0,1732.6946302770568,856.6946302770568,856.6946302770568,97.7961906708969,"ETS(M,N,M)",AutoETS
2003-02-01,africa,869.0,1141.151838722066,272.15183872206603,272.15183872206603,31.317818034760187,"ETS(M,N,M)",AutoETS
2003-03-01,africa,850.0,985.8594621555043,135.85946215550427,135.85946215550427,15.98346613594168,"ETS(M,N,M)",AutoETS
2003-04-01,africa,812.0,723.934779585124,-88.06522041487597,88.06522041487597,-10.845470494442853,"ETS(M,N,M)",AutoETS
2003-05-01,africa,1225.0,838.2472416468036,-386.75275835319644,386.75275835319644,-31.571653743118077,"ETS(M,N,M)",AutoETS
2003-06-01,africa,612.0,989.6091102431742,377.6091102431742,377.6091102431742,61.70083500705461,"ETS(M,N,M)",AutoETS
2003-07-01,africa,645.0,999.1804593244234,354.1804593244234,354.1804593244234,54.911699120065634,"ETS(M,N,M)",AutoETS
2003-08-01,africa,1404.0,979.2850942767159,-424.7149057232841,424.7149057232841,-30.250349410490323,"ETS(M,N,M)",AutoETS
2003-09-01,africa,1083.0,806.8771053568603,-276.1228946431397,276.1228946431397,-25.496112155414565,"ETS(M,N,M)",AutoETS
2003-10-01,africa,1090.0,1010.2852200135362,-79.71477998646378,79.71477998646378,-7.313282567565485,"ETS(M,N,M)",AutoETS
2003-11-01,africa,1212.0,1059.3991771888793,-152.60082281112068,152.60082281112068,-12.59082696461392,"ETS(M,N,M)",AutoETS
2003-12-01,africa,988.0,1383.7122156007385,395.71221560073855,395.71221560073855,40.051843684285274,"ETS(M,N,M)",AutoETS
2004-01-01,africa,865.0,1330.6091229294475,465.6091229294475,465.6091229294475,53.82764426930029,"ETS(M,N,M)",AutoETS
2004-02-01,africa,1032.0,948.7495732773488,-83.25042672265124,83.25042672265124,-8.066901814210393,"ETS(M,N,M)",AutoETS
2004-03-01,africa,891.0,952.9248813634917,61.92488136349175,61.92488136349175,6.950042801738693,"ETS(M,N,M)",AutoETS
2004-04-01,africa,998.0,723.9910337590876,-274.0089662409124,274.0089662409124,-27.45580824057238,"ETS(M,N,M)",AutoETS
2004-05-01,africa,1671.0,929.3775630040636,-741.6224369959364,741.6224369959364,-44.381953141588056,"ETS(M,N,M)",AutoETS
2004-06-01,africa,666.0,1233.3189079438446,567.3189079438446,567.3189079438446,85.18301921078746,"ETS(M,N,M)",AutoETS
