date,continent,actual,forecast,error,abs_error,pct_error
2005-04-01,Asia,1168.0,2245.686,-1077.68603515625,1077.68603515625,-92.26763999625427
2005-05-01,Asia,1872.0,2136.5637,-264.563720703125,264.563720703125,-14.132677387987446
2005-06-01,Asia,1985.0,2265.435,-280.43505859375,280.43505859375,-14.127710760390427
2005-07-01,Asia,1975.0,2412.275,-437.27490234375,437.27490234375,-22.14050138449367
2005-08-01,Asia,2057.0,2364.9622,-307.962158203125,307.962158203125,-14.971422372538893
2005-09-01,Asia,1665.0,2242.28,-577.280029296875,577.280029296875,-34.67147323104354
2005-10-01,Asia,1495.0,2153.7961,-658.796142578125,658.796142578125,-44.06663161057692
2005-11-01,Asia,1381.0,2112.3936,-731.3935546875,731.3935546875,-52.961155299601735
2005-12-01,Asia,1583.0,2142.4,-559.39990234375,559.39990234375,-35.337959718493366
2006-01-01,Asia,3701.0,2895.1414,805.858642578125,805.858642578125,21.77407842686098
2006-02-01,Asia,3254.0,2960.039,293.9609375,293.9609375,9.03383335894284
2006-03-01,Asia,2500.0,2573.1223,-73.122314453125,73.122314453125,-2.924892578125
2006-04-01,Asia,1983.0,2342.2195,-359.219482421875,359.219482421875,-18.114951206347705
2006-05-01,Asia,2644.0,2432.463,211.537109375,211.537109375,8.000647101928896
2006-06-01,Asia,1930.0,2338.504,-408.50390625,408.50390625,-21.16600550518135
2006-07-01,Asia,2032.0,2395.5505,-363.550537109375,363.550537109375,-17.891266590028298
2006-08-01,Asia,1911.0,2449.8025,-538.802490234375,538.802490234375,-28.19479279091444
2006-09-01,Asia,3643.0,2408.513,1234.487060546875,1234.487060546875,33.88655120908249
2006-10-01,Asia,1685.0,2489.5728,-804.57275390625,804.57275390625,-47.74912486090505
2006-11-01,Asia,1988.0,2367.518,-379.51806640625,379.51806640625,-19.090445996290242
2006-12-01,Asia,1799.0,2309.9758,-510.975830078125,510.975830078125,-28.40332574086298
2007-01-01,Asia,3266.0,2904.849,361.15087890625,361.15087890625,11.057895863632885
2007-02-01,Asia,2720.0,2863.6907,-143.690673828125,143.690673828125,-5.282745361328125
2007-03-01,Asia,2126.0,2739.184,-613.18408203125,613.18408203125,-28.842148731479305
2007-04-01,Asia,2339.0,2333.5637,5.436279296875,5.436279296875,0.23241895241021804
2007-05-01,Asia,1673.0,2435.679,-762.678955078125,762.678955078125,-45.587504786498805
2007-06-01,Asia,1645.0,2250.3823,-605.38232421875,605.38232421875,-36.801357095364736
2007-07-01,Asia,1454.0,2323.9216,-869.921630859375,869.921630859375,-59.829548202157845
2007-08-01,Asia,2101.0,2274.1216,-173.12158203125,173.12158203125,-8.239961067646359
2007-09-01,Asia,2372.0,2643.1292,-271.129150390625,271.129150390625,-11.430402630296163
2007-10-01,Asia,1621.0,2366.3533,-745.353271484375,745.353271484375,-45.98107782136798
2007-11-01,Asia,1961.0,2306.4172,-345.417236328125,345.417236328125,-17.614341475172107
2007-12-01,Asia,1753.0,2322.9878,-569.98779296875,569.98779296875,-32.51499104214204
2008-01-01,Asia,2880.0,2625.55,254.449951171875,254.449951171875,8.835067749023438
2008-02-01,Asia,3834.0,3456.3384,377.66162109375,377.66162109375,9.85032918867371
2008-03-01,Asia,2870.0,3019.5676,-149.567626953125,149.567626953125,-5.211415573279616
2008-04-01,Asia,2235.0,2514.6943,-279.6943359375,279.6943359375,-12.514287961409396
2008-05-01,Asia,2176.0,2333.2002,-157.2001953125,157.2001953125,-7.224273681640625
2008-06-01,Asia,1758.0,2245.142,-487.14208984375,487.14208984375,-27.71001648713026
2008-07-01,Asia,1516.0,2282.5168,-766.516845703125,766.516845703125,-50.561797209968674
2008-08-01,Asia,2331.0,2333.2554,-2.25537109375,2.25537109375,-0.09675551667739167
2008-09-01,Asia,2421.0,2486.086,-65.0859375,65.0859375,-2.6883906443618337
2008-10-01,Asia,2161.0,2374.7397,-213.73974609375,213.73974609375,-9.890779550844517
2008-11-01,Asia,2932.0,2458.4226,473.577392578125,473.577392578125,16.152025667739597
2008-12-01,Asia,2414.0,2510.4883,-96.48828125,96.48828125,-3.997029049295775
2009-01-01,Asia,1744.0,2596.5845,-852.58447265625,852.58447265625,-48.88672434955562
2009-02-01,Asia,2455.0,2826.3857,-371.3857421875,371.3857421875,-15.127728806008149
2009-03-01,Asia,3616.0,2781.0513,834.94873046875,834.94873046875,23.090396307211005
2009-04-01,Asia,2102.0,2554.7444,-452.744384765625,452.744384765625,-21.5387433285264
2009-05-01,Asia,1378.0,2395.4602,-1017.460205078125,1017.460205078125,-73.83600907678701
2009-06-01,Asia,1581.0,2302.701,-721.700927734375,721.700927734375,-45.648382525893425
2009-07-01,Asia,1402.0,2162.4778,-760.477783203125,760.477783203125,-54.24235258224858
2009-08-01,Asia,2041.0,2295.3901,-254.39013671875,254.39013671875,-12.46399493967418
2009-09-01,Asia,2109.0,2459.6375,-350.637451171875,350.637451171875,-16.625768192123044
2009-10-01,Asia,2076.0,2370.482,-294.48193359375,294.48193359375,-14.185064238619944
2009-11-01,Asia,2244.0,2466.9543,-222.954345703125,222.954345703125,-9.93557690299131
2009-12-01,Asia,2542.0,2430.2644,111.735595703125,111.735595703125,4.395578115779897
2010-01-01,Asia,2273.0,2506.768,-233.76806640625,233.76806640625,-10.28456077458205
2010-02-01,Asia,4581.0,2957.0854,1623.91455078125,1623.91455078125,35.44890964377319
2010-03-01,Asia,3851.0,3224.954,626.0458984375,626.0458984375,16.256709904894834
2010-04-01,Asia,1775.0,2676.3,-901.300048828125,901.300048828125,-50.77746753961267
2010-05-01,Asia,2337.0,2462.7976,-125.797607421875,125.797607421875,-5.382867240987377
2010-06-01,Asia,2176.0,2459.815,-283.81494140625,283.81494140625,-13.042966057272517
2010-07-01,Asia,1762.0,2364.6729,-602.6728515625,602.6728515625,-34.20390758016458
2010-08-01,Asia,2318.0,2492.2788,-174.27880859375,174.27880859375,-7.518499076520707
2010-09-01,Asia,2563.0,2550.896,12.10400390625,12.10400390625,0.4722592238099883
2010-10-01,Asia,2041.0,2454.3818,-413.3818359375,413.3818359375,-20.2538871110975
2010-11-01,Asia,2273.0,2530.1045,-257.1044921875,257.1044921875,-11.31124030741311
2010-12-01,Asia,3488.0,2757.1206,730.87939453125,730.87939453125,20.954111081744554
2011-01-01,Asia,2456.0,2718.6086,-262.608642578125,262.608642578125,-10.692534306926914
2011-02-01,Asia,3070.0,3153.1453,-83.145263671875,83.145263671875,-2.708314777585505
2011-03-01,Asia,4197.0,3673.6602,523.33984375,523.33984375,12.469379169644984
2011-04-01,Asia,3002.0,2795.3276,206.67236328125,206.67236328125,6.884489116630579
2011-05-01,Asia,3912.0,3209.5447,702.455322265625,702.455322265625,17.956424393293073
2011-06-01,Asia,2770.0,3226.9158,-456.915771484375,456.915771484375,-16.495154205212092
2011-07-01,Asia,3110.0,2796.6008,313.399169921875,313.399169921875,10.077143727391478
2011-08-01,Asia,3121.0,3176.2422,-55.2421875,55.2421875,-1.7700156199935917
