date,continent,actual,forecast
2014-06-01,TOTAL,251244.0,171851.88
2014-07-01,TOTAL,159358.0,145152.39
2014-08-01,TOTAL,97899.0,115130.94
2014-09-01,TOTAL,90133.0,90688.875
2014-10-01,TOTAL,104432.0,104178.81
2014-11-01,TOTAL,116340.0,116376.85
2014-12-01,TOTAL,224794.0,195594.31
2015-01-01,TOTAL,106987.0,126942.38
2015-02-01,TOTAL,140528.0,134569.11
2015-03-01,TOTAL,139761.0,127478.59
2015-04-01,TOTAL,100302.0,101323.7
2015-05-01,TOTAL,93739.0,85750.805
2015-06-01,TOTAL,85202.0,98194.914
2015-07-01,TOTAL,114137.0,106994.02
2015-08-01,TOTAL,89194.0,97549.414
2015-09-01,TOTAL,65838.0,81547.41
2015-10-01,TOTAL,127961.0,107148.99
2015-11-01,TOTAL,146674.0,144967.84
2015-12-01,TOTAL,165635.0,158232.66
2016-01-01,TOTAL,137015.0,127522.375
2016-02-01,TOTAL,146906.0,138233.6
2016-03-01,TOTAL,134639.0,129833.836
2016-04-01,TOTAL,96340.0,102030.77
2016-05-01,TOTAL,87440.0,84108.62
2016-06-01,TOTAL,91925.0,99011.945
2016-07-01,TOTAL,144511.0,128202.64
2016-08-01,TOTAL,192794.0,153941.36
2016-09-01,TOTAL,115312.0,109184.35
2016-10-01,TOTAL,106924.0,120985.49
2016-11-01,TOTAL,100823.0,113387.38
2016-12-01,TOTAL,125477.0,131023.56
2017-01-01,TOTAL,142428.0,135901.39
2017-02-01,TOTAL,145296.0,146592.88
2017-03-01,TOTAL,127870.0,134667.42
2017-04-01,TOTAL,107888.0,101057.875
2017-05-01,TOTAL,83322.0,83606.82
2017-06-01,TOTAL,68341.0,82314.555
2017-07-01,TOTAL,100655.0,96733.42
2017-08-01,TOTAL,92976.0,95216.195
2017-09-01,TOTAL,95227.0,97860.734
2017-10-01,TOTAL,108161.0,112382.04
2017-11-01,TOTAL,121174.0,120102.92
2017-12-01,TOTAL,162278.0,161179.98
2018-01-01,TOTAL,145414.0,137728.97
2018-02-01,TOTAL,150414.0,144369.55
2018-03-01,TOTAL,139860.0,133505.52
2018-04-01,TOTAL,93840.0,99924.78
2018-05-01,TOTAL,70127.0,78894.516
2018-06-01,TOTAL,60538.0,65131.164
2018-07-01,TOTAL,90790.0,83855.234
2018-08-01,TOTAL,93618.0,92210.77
2018-09-01,TOTAL,91477.0,93632.91
2018-10-01,TOTAL,98537.0,111197.52
2018-11-01,TOTAL,108530.0,119285.25
2018-12-01,TOTAL,150189.0,141472.5
2019-01-01,TOTAL,141269.0,134481.83
2019-02-01,TOTAL,144874.0,142557.86
2019-03-01,TOTAL,145359.0,133228.83
2019-04-01,TOTAL,94211.0,95307.03
2019-05-01,TOTAL,72087.0,76050.27
2019-06-01,TOTAL,77394.0,68623.41
2019-07-01,TOTAL,87147.0,86696.4
2019-08-01,TOTAL,89046.0,89723.65
2019-09-01,TOTAL,85407.0,85605.97
2019-10-01,TOTAL,90369.0,97870.46
2019-11-01,TOTAL,92958.0,103436.625
2019-12-01,TOTAL,132139.0,127774.016
2020-01-01,TOTAL,133681.0,141266.11
2020-02-01,TOTAL,156690.0,143712.89
2020-03-01,TOTAL,63641.0,82065.81
2020-04-01,TOTAL,8.0,21548.275
2020-05-01,TOTAL,13.0,10819.957
2020-06-01,TOTAL,53.0,9480.494
2020-07-01,TOTAL,121.0,6139.3945
2020-08-01,TOTAL,678.0,7109.9263
2020-09-01,TOTAL,931.0,3470.7366
2020-10-01,TOTAL,2232.0,5115.863
2020-11-01,TOTAL,4591.0,8660.325
2020-12-01,TOTAL,14694.0,15137.079
2021-01-01,TOTAL,10407.0,13537.106
2021-02-01,TOTAL,7705.0,10070.87
2021-03-01,TOTAL,5001.0,9719.209
2021-04-01,TOTAL,2630.0,4367.8745
2021-05-01,TOTAL,2554.0,3866.1426
2021-06-01,TOTAL,2611.0,4302.534
2021-07-01,TOTAL,4595.0,7229.524
2021-08-01,TOTAL,4594.0,7164.4043
2021-09-01,TOTAL,5887.0,6863.2666
2021-10-01,TOTAL,12602.0,11700.012
2021-11-01,TOTAL,16611.0,14005.75
2021-12-01,TOTAL,26289.0,30798.35
2022-01-01,TOTAL,42146.0,40804.133
2022-02-01,TOTAL,30068.0,37687.516
2022-03-01,TOTAL,51265.0,47572.277
2022-04-01,TOTAL,53651.0,44388.62
2022-05-01,TOTAL,39831.0,42830.734
2022-06-01,TOTAL,38771.0,42373.152
2022-07-01,TOTAL,52501.0,49602.902
2022-08-01,TOTAL,48057.0,50338.715
2022-09-01,TOTAL,55476.0,50587.312
2022-10-01,TOTAL,63413.0,62513.504
2022-11-01,TOTAL,69120.0,68331.63
2022-12-01,TOTAL,108658.0,89885.73
2023-01-01,TOTAL,136256.0,113570.19
2023-02-01,TOTAL,137200.0,129748.51
2023-03-01,TOTAL,128797.0,120873.98
2023-04-01,TOTAL,80984.0,86414.63
2023-05-01,TOTAL,65886.0,61846.59
2023-06-01,TOTAL,59894.0,68283.19
2023-07-01,TOTAL,83775.0,75096.09
2023-08-01,TOTAL,80697.0,79365.93
2023-09-01,TOTAL,82149.0,81737.11
2023-10-01,TOTAL,92918.0,89063.83
2023-11-01,TOTAL,114550.0,106549.28
2023-12-01,TOTAL,129700.0,134913.31
2002-01-01,Africa,1598.0,1481.1759
2002-02-01,Africa,1479.0,1405.052
2002-03-01,Africa,1372.0,1409.8622
2002-04-01,Africa,1046.0,1311.0282
2002-05-01,Africa,1101.0,1117.0072
2002-06-01,Africa,1242.0,1226.2948
2002-07-01,Africa,1579.0,1460.6879
2002-08-01,Africa,1518.0,1402.1802
2002-09-01,Africa,1293.0,1317.3433
2002-10-01,Africa,1254.0,1341.2932
2002-11-01,Africa,1286.0,1376.35
2002-12-01,Africa,1552.0,1457.5242
2003-01-01,Africa,876.0,1319.2799
2003-02-01,Africa,869.0,1087.6377
2003-03-01,Africa,850.0,1059.7474
2003-04-01,Africa,812.0,933.2375
2003-05-01,Africa,1225.0,1040.3297
2003-06-01,Africa,612.0,995.4474
2003-07-01,Africa,645.0,922.1048
2003-08-01,Africa,1404.0,1167.0645
2003-09-01,Africa,1083.0,1143.426
2003-10-01,Africa,1090.0,1087.7811
2003-11-01,Africa,1212.0,1320.058
2003-12-01,Africa,988.0,1228.8594
2004-01-01,Africa,865.0,978.1406
2004-02-01,Africa,1032.0,1105.6675
2004-03-01,Africa,891.0,983.1121
2004-04-01,Africa,998.0,1035.1128
2004-05-01,Africa,1671.0,1339.6549
2004-06-01,Africa,666.0,887.1597
2004-07-01,Africa,697.0,940.0677
2004-08-01,Africa,1273.0,1270.2892
2004-09-01,Africa,841.0,974.12335
2004-10-01,Africa,817.0,917.5082
2004-11-01,Africa,1010.0,1172.742
2004-12-01,Africa,1522.0,1148.2261
2005-01-01,Africa,1419.0,1278.8741
2005-02-01,Africa,1411.0,1363.2697
2005-03-01,Africa,1230.0,1282.944
2005-04-01,Africa,1083.0,1201.6176
2005-05-01,Africa,2047.0,1547.6342
2005-06-01,Africa,1021.0,1244.851
2005-07-01,Africa,1304.0,1218.3195
2005-08-01,Africa,1555.0,1463.7915
2005-09-01,Africa,1135.0,1236.0204
2005-10-01,Africa,1316.0,1259.4803
2005-11-01,Africa,1529.0,1605.6622
2005-12-01,Africa,1785.0,1566.3716
2006-01-01,Africa,2656.0,1931.0298
2006-02-01,Africa,1871.0,2129.7898
2006-03-01,Africa,1948.0,1873.8838
2006-04-01,Africa,1823.0,1673.9878
2006-05-01,Africa,1536.0,1674.9602
2006-06-01,Africa,1830.0,1585.4731
2006-07-01,Africa,1910.0,1865.5657
2006-08-01,Africa,4568.0,2685.238
2006-09-01,Africa,2334.0,2358.8083
2006-10-01,Africa,3493.0,2992.1646
2006-11-01,Africa,2762.0,2390.4534
2006-12-01,Africa,3021.0,3036.811
2007-01-01,Africa,4113.0,3090.4607
2007-02-01,Africa,1695.0,2054.1643
2007-03-01,Africa,2075.0,2078.4456
2007-04-01,Africa,2064.0,2135.5986
2007-05-01,Africa,1209.0,1864.0427
2007-06-01,Africa,1086.0,1410.7865
2007-07-01,Africa,1783.0,1623.4573
2007-08-01,Africa,1799.0,1700.9635
2007-09-01,Africa,1678.0,1677.0867
2007-10-01,Africa,1500.0,1734.0968
2007-11-01,Africa,1953.0,1802.8656
2007-12-01,Africa,1618.0,1902.9983
2008-01-01,Africa,2564.0,2131.4702
2008-02-01,Africa,1660.0,1890.1492
2008-03-01,Africa,1951.0,1923.3585
2008-04-01,Africa,1610.0,1637.9545
2008-05-01,Africa,1454.0,1610.3549
2008-06-01,Africa,1137.0,1413.2744
2008-07-01,Africa,1946.0,1676.0094
2008-08-01,Africa,1876.0,1935.4768
2008-09-01,Africa,1542.0,1812.1418
2008-10-01,Africa,2031.0,1795.9412
2008-11-01,Africa,1659.0,1767.8772
2008-12-01,Africa,1798.0,1925.6805
2009-01-01,Africa,2760.0,2372.352
2009-02-01,Africa,2878.0,2459.083
2009-03-01,Africa,2856.0,2353.5017
2009-04-01,Africa,2014.0,2143.7761
2009-05-01,Africa,1815.0,1697.1097
2009-06-01,Africa,1299.0,1648.8483
2009-07-01,Africa,1378.0,1605.9088
2009-08-01,Africa,1467.0,1472.1005
2009-09-01,Africa,1524.0,1498.5543
2009-10-01,Africa,1612.0,1589.7405
2009-11-01,Africa,1509.0,1728.6505
2009-12-01,Africa,1556.0,1820.9597
2010-01-01,Africa,2626.0,2167.8054
2010-02-01,Africa,2250.0,1945.9088
2010-03-01,Africa,2796.0,2403.6997
2010-04-01,Africa,1951.0,2017.8207
2010-05-01,Africa,1704.0,1680.483
2010-06-01,Africa,1100.0,1446.0352
2010-07-01,Africa,1561.0,1608.0192
2010-08-01,Africa,1913.0,1729.6108
2010-09-01,Africa,1381.0,1463.8524
2010-10-01,Africa,1448.0,1723.4015
2010-11-01,Africa,1224.0,1594.3667
2010-12-01,Africa,2059.0,1661.4111
2011-01-01,Africa,1909.0,1868.724
2011-02-01,Africa,1324.0,1728.2336
2011-03-01,Africa,1512.0,1633.0907
2011-04-01,Africa,1371.0,1572.1671
2011-05-01,Africa,1529.0,1487.7222
2011-06-01,Africa,1224.0,1364.9149
2011-07-01,Africa,1961.0,1697.8568
2011-08-01,Africa,1338.0,1612.9602
2011-09-01,Africa,1507.0,1409.6357
2011-10-01,Africa,1599.0,1690.935
2011-11-01,Africa,1525.0,1667.0322
2011-12-01,Africa,2112.0,1806.6964
2012-01-01,Africa,2230.0,2094.6401
2012-02-01,Africa,2188.0,1961.8491
2012-03-01,Africa,2183.0,2289.3105
2012-04-01,Africa,1703.0,1869.665
2012-05-01,Africa,1530.0,1565.037
2012-06-01,Africa,3492.0,2141.572
2012-07-01,Africa,1435.0,1844.7588
2012-08-01,Africa,1406.0,1598.4315
2012-09-01,Africa,1441.0,1518.4628
2012-10-01,Africa,1291.0,1495.3374
2012-11-01,Africa,1439.0,1463.0144
2012-12-01,Africa,2291.0,1903.5308
2013-01-01,Africa,1471.0,1638.9381
2013-02-01,Africa,1524.0,1584.4915
2013-03-01,Africa,1546.0,1626.3088
2013-04-01,Africa,1384.0,1491.9513
2013-05-01,Africa,1467.0,1518.1692
2013-06-01,Africa,1242.0,1506.7473
2013-07-01,Africa,3149.0,1944.9591
2013-08-01,Africa,2161.0,2010.4558
2013-09-01,Africa,1255.0,1528.4305
2013-10-01,Africa,1971.0,1777.7391
2013-11-01,Africa,2041.0,1944.511
2013-12-01,Africa,1842.0,1760.6688
2014-01-01,Africa,3043.0,2483.5593
2014-02-01,Africa,2441.0,2329.924
2014-03-01,Africa,1806.0,2012.353
2014-04-01,Africa,2046.0,2020.2571
2014-05-01,Africa,2573.0,2233.3599
2014-06-01,Africa,4802.0,3201.3604
2014-07-01,Africa,3046.0,2664.6682
2014-08-01,Africa,2306.0,2278.269
2014-09-01,Africa,2313.0,2278.7178
2014-10-01,Africa,1997.0,2145.0776
2014-11-01,Africa,2368.0,2315.903
2014-12-01,Africa,3653.0,2921.021
2015-01-01,Africa,2351.0,2438.2437
2015-02-01,Africa,1509.0,1775.2172
2015-03-01,Africa,1899.0,1765.9932
2015-04-01,Africa,1472.0,1650.5819
2015-05-01,Africa,1717.0,1675.8414
2015-06-01,Africa,1253.0,1540.553
2015-07-01,Africa,1715.0,1664.2759
2015-08-01,Africa,1631.0,1590.1486
2015-09-01,Africa,801.0,1337.3275
2015-10-01,Africa,1488.0,1462.6711
2015-11-01,Africa,2014.0,1690.6342
2015-12-01,Africa,1955.0,1954.3912
2016-01-01,Africa,1896.0,1937.6989
2016-02-01,Africa,1435.0,1602.3241
2016-03-01,Africa,1223.0,1414.5896
2016-04-01,Africa,867.0,1217.9424
2016-05-01,Africa,1030.0,1205.9912
2016-06-01,Africa,677.0,963.8764
2016-07-01,Africa,2128.0,1593.8126
2016-08-01,Africa,2721.0,2007.3319
2016-09-01,Africa,1609.0,1782.9982
2016-10-01,Africa,1053.0,1402.5
2016-11-01,Africa,980.0,1309.1991
2016-12-01,Africa,1094.0,1242.537
2017-01-01,Africa,1976.0,1659.2756
2017-02-01,Africa,1896.0,1817.62
2017-03-01,Africa,1606.0,1551.6168
2017-04-01,Africa,1442.0,1408.7535
2017-05-01,Africa,1097.0,1098.9982
2017-06-01,Africa,905.0,1113.466
2017-07-01,Africa,1335.0,1465.8069
2017-08-01,Africa,1220.0,1402.418
2017-09-01,Africa,1262.0,1398.6953
2017-10-01,Africa,1434.0,1405.2297
2017-11-01,Africa,1596.0,1404.9766
2017-12-01,Africa,1956.0,1615.7859
2018-01-01,Africa,892.0,1413.2267
2018-02-01,Africa,1211.0,1237.5237
2018-03-01,Africa,1301.0,1355.5746
2018-04-01,Africa,1009.0,1135.5049
2018-05-01,Africa,731.0,919.4915
2018-06-01,Africa,697.0,820.7757
2018-07-01,Africa,757.0,950.9344
2018-08-01,Africa,1361.0,1160.7772
2018-09-01,Africa,861.0,1041.3682
2018-10-01,Africa,1172.0,1133.3616
2018-11-01,Africa,1014.0,1140.7385
2018-12-01,Africa,1549.0,1389.6222
2019-01-01,Africa,1589.0,1319.2047
2019-02-01,Africa,1454.0,1407.5057
2019-03-01,Africa,2122.0,1502.8611
2019-04-01,Africa,996.0,1148.0317
2019-05-01,Africa,610.0,839.54095
2019-06-01,Africa,791.0,808.18616
2019-07-01,Africa,822.0,872.0212
2019-08-01,Africa,1070.0,1079.1456
2019-09-01,Africa,807.0,939.7893
2019-10-01,Africa,718.0,802.52985
2019-11-01,Africa,555.0,737.7634
2019-12-01,Africa,896.0,896.1469
2020-01-01,Africa,802.0,783.73175
2020-02-01,Africa,1020.0,1077.3734
2020-03-01,Africa,461.0,846.04706
2020-04-01,Africa,0.0,403.16266
2020-05-01,Africa,0.0,169.51068
2020-06-01,Africa,0.0,143.13263
2020-07-01,Africa,0.0,136.25832
2020-08-01,Africa,4.0,228.40857
2020-09-01,Africa,6.0,109.48547
2020-10-01,Africa,8.0,108.07431
2020-11-01,Africa,25.0,122.30591
2020-12-01,Africa,80.0,173.76024
2021-01-01,Africa,39.0,150.9679
2021-02-01,Africa,6.0,142.39497
2021-03-01,Africa,6.0,106.657776
2021-04-01,Africa,11.0,97.06981
2021-05-01,Africa,4.0,128.17183
2021-06-01,Africa,15.0,114.99881
2021-07-01,Africa,17.0,113.06572
2021-08-01,Africa,19.0,108.82681
2021-09-01,Africa,19.0,131.00125
2021-10-01,Africa,65.0,115.86406
2021-11-01,Africa,36.0,119.92262
2021-12-01,Africa,52.0,187.94058
2022-01-01,Africa,85.0,207.7066
2022-02-01,Africa,41.0,168.98732
2022-03-01,Africa,138.0,188.9457
2022-04-01,Africa,107.0,182.83182
2022-05-01,Africa,132.0,211.3139
2022-06-01,Africa,99.0,162.9094
2022-07-01,Africa,85.0,175.79031
2022-08-01,Africa,89.0,157.45909
2022-09-01,Africa,223.0,190.37743
2022-10-01,Africa,152.0,214.18689
2022-11-01,Africa,234.0,235.24211
2022-12-01,Africa,306.0,266.90604
2023-01-01,Africa,304.0,298.90717
2023-02-01,Africa,337.0,279.7368
2023-03-01,Africa,255.0,320.6025
2023-04-01,Africa,261.0,246.68556
2023-05-01,Africa,255.0,246.81065
2023-06-01,Africa,127.0,243.3405
2023-07-01,Africa,203.0,236.2134
2023-08-01,Africa,277.0,289.16626
2023-09-01,Africa,182.0,273.50412
2023-10-01,Africa,201.0,292.1176
2023-11-01,Africa,266.0,274.27524
2023-12-01,Africa,358.0,370.34787
2002-01-01,America_Central_E_Caribe,454.0,431.96286
2002-02-01,America_Central_E_Caribe,527.0,499.48868
2002-03-01,America_Central_E_Caribe,335.0,478.28223
2002-04-01,America_Central_E_Caribe,249.0,305.07132
2002-05-01,America_Central_E_Caribe,264.0,270.96643
2002-06-01,America_Central_E_Caribe,293.0,299.6013
2002-07-01,America_Central_E_Caribe,375.0,328.83
2002-08-01,America_Central_E_Caribe,359.0,386.04816
2002-09-01,America_Central_E_Caribe,305.0,322.7436
2002-10-01,America_Central_E_Caribe,299.0,331.34476
2002-11-01,America_Central_E_Caribe,306.0,373.6365
2002-12-01,America_Central_E_Caribe,389.0,374.79706
2003-01-01,America_Central_E_Caribe,480.0,420.2863
2003-02-01,America_Central_E_Caribe,488.0,508.94183
2003-03-01,America_Central_E_Caribe,470.0,494.0194
2003-04-01,America_Central_E_Caribe,412.0,474.29108
2003-05-01,America_Central_E_Caribe,566.0,476.9655
2003-06-01,America_Central_E_Caribe,386.0,510.63177
2003-07-01,America_Central_E_Caribe,404.0,415.0316
2003-08-01,America_Central_E_Caribe,650.0,581.29834
2003-09-01,America_Central_E_Caribe,635.0,597.6274
2003-10-01,America_Central_E_Caribe,588.0,663.4662
2003-11-01,America_Central_E_Caribe,955.0,831.1799
2003-12-01,America_Central_E_Caribe,538.0,604.9934
2004-01-01,America_Central_E_Caribe,1059.0,757.3472
2004-02-01,America_Central_E_Caribe,690.0,712.5042
2004-03-01,America_Central_E_Caribe,644.0,680.9119
2004-04-01,America_Central_E_Caribe,550.0,614.0375
2004-05-01,America_Central_E_Caribe,923.0,758.83875
2004-06-01,America_Central_E_Caribe,534.0,575.16547
2004-07-01,America_Central_E_Caribe,571.0,665.5997
2004-08-01,America_Central_E_Caribe,552.0,600.2621
2004-09-01,America_Central_E_Caribe,640.0,634.9693
2004-10-01,America_Central_E_Caribe,700.0,715.3058
2004-11-01,America_Central_E_Caribe,1283.0,1162.1154
2004-12-01,America_Central_E_Caribe,777.0,734.433
2005-01-01,America_Central_E_Caribe,1153.0,980.28345
2005-02-01,America_Central_E_Caribe,692.0,709.6485
2005-03-01,America_Central_E_Caribe,625.0,670.6706
2005-04-01,America_Central_E_Caribe,444.0,511.0817
2005-05-01,America_Central_E_Caribe,949.0,829.74457
2005-06-01,America_Central_E_Caribe,595.0,629.2987
2005-07-01,America_Central_E_Caribe,741.0,773.03284
2005-08-01,America_Central_E_Caribe,559.0,654.7931
2005-09-01,America_Central_E_Caribe,610.0,639.4191
2005-10-01,America_Central_E_Caribe,775.0,759.2558
2005-11-01,America_Central_E_Caribe,1483.0,1240.0015
2005-12-01,America_Central_E_Caribe,708.0,885.2494
2006-01-01,America_Central_E_Caribe,536.0,672.7745
2006-02-01,America_Central_E_Caribe,540.0,541.27246
2006-03-01,America_Central_E_Caribe,337.0,513.88495
2006-04-01,America_Central_E_Caribe,346.0,340.24612
2006-05-01,America_Central_E_Caribe,135.0,283.1878
2006-06-01,America_Central_E_Caribe,370.0,281.0434
2006-07-01,America_Central_E_Caribe,386.0,337.859
2006-08-01,America_Central_E_Caribe,198.0,253.82925
2006-09-01,America_Central_E_Caribe,119.0,241.5099
2006-10-01,America_Central_E_Caribe,460.0,342.86725
2006-11-01,America_Central_E_Caribe,507.0,591.5971
2006-12-01,America_Central_E_Caribe,529.0,555.9013
2007-01-01,America_Central_E_Caribe,764.0,630.7491
2007-02-01,America_Central_E_Caribe,861.0,699.81116
2007-03-01,America_Central_E_Caribe,718.0,677.8777
2007-04-01,America_Central_E_Caribe,570.0,647.0528
2007-05-01,America_Central_E_Caribe,772.0,743.34344
2007-06-01,America_Central_E_Caribe,546.0,685.0419
2007-07-01,America_Central_E_Caribe,1696.0,1327.2101
2007-08-01,America_Central_E_Caribe,532.0,659.8962
2007-09-01,America_Central_E_Caribe,660.0,700.1414
2007-10-01,America_Central_E_Caribe,834.0,867.96313
2007-11-01,America_Central_E_Caribe,842.0,799.3525
2007-12-01,America_Central_E_Caribe,763.0,789.9042
2008-01-01,America_Central_E_Caribe,486.0,622.3146
2008-02-01,America_Central_E_Caribe,611.0,647.39606
2008-03-01,America_Central_E_Caribe,678.0,635.0869
2008-04-01,America_Central_E_Caribe,402.0,578.37915
2008-05-01,America_Central_E_Caribe,552.0,556.5572
2008-06-01,America_Central_E_Caribe,678.0,620.67456
2008-07-01,America_Central_E_Caribe,876.0,810.91296
2008-08-01,America_Central_E_Caribe,804.0,773.28564
