date,continent,actual,forecast
2008-09-01,America_Central_E_Caribe,774.0,748.98413
2008-10-01,America_Central_E_Caribe,869.0,864.34485
2008-11-01,America_Central_E_Caribe,1114.0,1007.5622
2008-12-01,America_Central_E_Caribe,767.0,828.4657
2009-01-01,America_Central_E_Caribe,659.0,700.7839
2009-02-01,America_Central_E_Caribe,624.0,690.0043
2009-03-01,America_Central_E_Caribe,731.0,743.2766
2009-04-01,America_Central_E_Caribe,646.0,615.24963
2009-05-01,America_Central_E_Caribe,647.0,757.1317
2009-06-01,America_Central_E_Caribe,870.0,796.3612
2009-07-01,America_Central_E_Caribe,692.0,799.90265
2009-08-01,America_Central_E_Caribe,761.0,802.75714
2009-09-01,America_Central_E_Caribe,664.0,752.9741
2009-10-01,America_Central_E_Caribe,960.0,854.15875
2009-11-01,America_Central_E_Caribe,892.0,940.9055
2009-12-01,America_Central_E_Caribe,704.0,804.5744
2010-01-01,America_Central_E_Caribe,544.0,609.0659
2010-02-01,America_Central_E_Caribe,542.0,612.5291
2010-03-01,America_Central_E_Caribe,1074.0,816.0398
2010-04-01,America_Central_E_Caribe,609.0,675.37756
2010-05-01,America_Central_E_Caribe,836.0,808.0932
2010-06-01,America_Central_E_Caribe,757.0,790.5921
2010-07-01,America_Central_E_Caribe,779.0,962.69196
2010-08-01,America_Central_E_Caribe,929.0,792.35864
2010-09-01,America_Central_E_Caribe,678.0,767.1035
2010-10-01,America_Central_E_Caribe,926.0,947.1284
2010-11-01,America_Central_E_Caribe,906.0,925.388
2010-12-01,America_Central_E_Caribe,690.0,752.7745
2011-01-01,America_Central_E_Caribe,558.0,633.3641
2011-02-01,America_Central_E_Caribe,561.0,629.10925
2011-03-01,America_Central_E_Caribe,618.0,735.9003
2011-04-01,America_Central_E_Caribe,828.0,713.9365
2011-05-01,America_Central_E_Caribe,727.0,849.4253
2011-06-01,America_Central_E_Caribe,693.0,708.8794
2011-07-01,America_Central_E_Caribe,802.0,746.183
2011-08-01,America_Central_E_Caribe,651.0,760.3052
2011-09-01,America_Central_E_Caribe,969.0,788.2606
2011-10-01,America_Central_E_Caribe,1046.0,997.8002
2011-11-01,America_Central_E_Caribe,1131.0,1110.905
2011-12-01,America_Central_E_Caribe,768.0,769.7401
2012-01-01,America_Central_E_Caribe,669.0,664.8706
2012-02-01,America_Central_E_Caribe,486.0,587.128
2012-03-01,America_Central_E_Caribe,957.0,844.945
2012-04-01,America_Central_E_Caribe,777.0,757.4018
2012-05-01,America_Central_E_Caribe,764.0,710.9785
2012-06-01,America_Central_E_Caribe,1306.0,1032.9895
2012-07-01,America_Central_E_Caribe,624.0,857.8017
2012-08-01,America_Central_E_Caribe,808.0,772.22266
2012-09-01,America_Central_E_Caribe,774.0,884.8277
2012-10-01,America_Central_E_Caribe,1314.0,1115.1127
2012-11-01,America_Central_E_Caribe,1112.0,1206.6948
2012-12-01,America_Central_E_Caribe,881.0,1007.06146
2013-01-01,America_Central_E_Caribe,633.0,698.7854
2013-02-01,America_Central_E_Caribe,730.0,688.5187
2013-03-01,America_Central_E_Caribe,962.0,836.1038
2013-04-01,America_Central_E_Caribe,889.0,812.7755
2013-05-01,America_Central_E_Caribe,813.0,708.9978
2013-06-01,America_Central_E_Caribe,973.0,917.49567
2013-07-01,America_Central_E_Caribe,3590.0,3023.69
2013-08-01,America_Central_E_Caribe,1042.0,1030.3832
2013-09-01,America_Central_E_Caribe,641.0,756.57996
2013-10-01,America_Central_E_Caribe,1141.0,1140.2278
2013-11-01,America_Central_E_Caribe,1388.0,1321.564
2013-12-01,America_Central_E_Caribe,948.0,1030.0142
2014-01-01,America_Central_E_Caribe,985.0,935.7983
2014-02-01,America_Central_E_Caribe,695.0,886.565
2014-03-01,America_Central_E_Caribe,616.0,705.5201
2014-04-01,America_Central_E_Caribe,876.0,843.8928
2014-05-01,America_Central_E_Caribe,1036.0,1119.173
2014-06-01,America_Central_E_Caribe,4803.0,4048.7505
2014-07-01,America_Central_E_Caribe,2678.0,2473.909
2014-08-01,America_Central_E_Caribe,1065.0,1230.9258
2014-09-01,America_Central_E_Caribe,952.0,946.6386
2014-10-01,America_Central_E_Caribe,892.0,973.514
2014-11-01,America_Central_E_Caribe,1447.0,1293.3835
2014-12-01,America_Central_E_Caribe,2061.0,1936.8528
2015-01-01,America_Central_E_Caribe,805.0,977.1193
2015-02-01,America_Central_E_Caribe,763.0,751.35583
2015-03-01,America_Central_E_Caribe,893.0,853.4598
2015-04-01,America_Central_E_Caribe,962.0,866.4966
2015-05-01,America_Central_E_Caribe,863.0,891.76544
2015-06-01,America_Central_E_Caribe,1046.0,1035.6437
2015-07-01,America_Central_E_Caribe,969.0,1174.1244
2015-08-01,America_Central_E_Caribe,841.0,890.5378
2015-09-01,America_Central_E_Caribe,772.0,829.69196
2015-10-01,America_Central_E_Caribe,1268.0,1264.2272
2015-11-01,America_Central_E_Caribe,1462.0,1395.7606
2015-12-01,America_Central_E_Caribe,1466.0,1411.7325
2016-01-01,America_Central_E_Caribe,899.0,902.9243
2016-02-01,America_Central_E_Caribe,771.0,778.23645
2016-03-01,America_Central_E_Caribe,1130.0,958.57196
2016-04-01,America_Central_E_Caribe,1023.0,1045.2513
2016-05-01,America_Central_E_Caribe,1252.0,1068.2919
2016-06-01,America_Central_E_Caribe,864.0,1125.7834
2016-07-01,America_Central_E_Caribe,1323.0,1237.2327
2016-08-01,America_Central_E_Caribe,2465.0,2054.4385
2016-09-01,America_Central_E_Caribe,925.0,993.4581
2016-10-01,America_Central_E_Caribe,1015.0,1031.8884
2016-11-01,America_Central_E_Caribe,1099.0,1110.6198
2016-12-01,America_Central_E_Caribe,1049.0,1046.1226
2017-01-01,America_Central_E_Caribe,1269.0,1106.9791
2017-02-01,America_Central_E_Caribe,1285.0,1076.5598
2017-03-01,America_Central_E_Caribe,1091.0,1116.7306
2017-04-01,America_Central_E_Caribe,970.0,963.9524
2017-05-01,America_Central_E_Caribe,748.0,832.0959
2017-06-01,America_Central_E_Caribe,613.0,705.4218
2017-07-01,America_Central_E_Caribe,906.0,936.005
2017-08-01,America_Central_E_Caribe,835.0,809.0706
2017-09-01,America_Central_E_Caribe,855.0,1039.647
2017-10-01,America_Central_E_Caribe,972.0,974.74194
2017-11-01,America_Central_E_Caribe,1079.0,1217.4658
2017-12-01,America_Central_E_Caribe,1327.0,1181.1985
2018-01-01,America_Central_E_Caribe,715.0,883.6711
2018-02-01,America_Central_E_Caribe,633.0,677.3295
2018-03-01,America_Central_E_Caribe,1043.0,843.40845
2018-04-01,America_Central_E_Caribe,670.0,790.1587
2018-05-01,America_Central_E_Caribe,639.0,668.5695
2018-06-01,America_Central_E_Caribe,631.0,633.33575
2018-07-01,America_Central_E_Caribe,628.0,767.5966
2018-08-01,America_Central_E_Caribe,834.0,790.36584
2018-09-01,America_Central_E_Caribe,1137.0,971.6074
2018-10-01,America_Central_E_Caribe,1786.0,1635.3018
2018-11-01,America_Central_E_Caribe,1477.0,1359.026
2018-12-01,America_Central_E_Caribe,1348.0,1289.0375
2019-01-01,America_Central_E_Caribe,574.0,691.6255
2019-02-01,America_Central_E_Caribe,568.0,571.3791
2019-03-01,America_Central_E_Caribe,966.0,928.93396
2019-04-01,America_Central_E_Caribe,808.0,782.4343
2019-05-01,America_Central_E_Caribe,446.0,571.0672
2019-06-01,America_Central_E_Caribe,572.0,660.30585
2019-07-01,America_Central_E_Caribe,711.0,683.3486
2019-08-01,America_Central_E_Caribe,778.0,697.6525
2019-09-01,America_Central_E_Caribe,869.0,896.67303
2019-10-01,America_Central_E_Caribe,681.0,850.8921
2019-11-01,America_Central_E_Caribe,1021.0,956.1434
2019-12-01,America_Central_E_Caribe,722.0,843.91583
2020-01-01,America_Central_E_Caribe,638.0,614.6355
2020-02-01,America_Central_E_Caribe,752.0,697.60834
2020-03-01,America_Central_E_Caribe,394.0,580.89197
2020-04-01,America_Central_E_Caribe,0.0,213.8911
2020-05-01,America_Central_E_Caribe,0.0,89.25699
2020-06-01,America_Central_E_Caribe,0.0,59.3965
2020-07-01,America_Central_E_Caribe,0.0,33.336582
2020-08-01,America_Central_E_Caribe,0.0,42.86301
2020-09-01,America_Central_E_Caribe,1.0,55.5427
2020-10-01,America_Central_E_Caribe,18.0,60.376446
2020-11-01,America_Central_E_Caribe,38.0,104.177734
2020-12-01,America_Central_E_Caribe,138.0,107.250565
2021-01-01,America_Central_E_Caribe,77.0,117.47853
2021-02-01,America_Central_E_Caribe,55.0,86.372185
2021-03-01,America_Central_E_Caribe,50.0,139.0637
2021-04-01,America_Central_E_Caribe,23.0,57.210846
2021-05-01,America_Central_E_Caribe,37.0,51.92233
2021-06-01,America_Central_E_Caribe,71.0,62.253956
2021-07-01,America_Central_E_Caribe,75.0,60.720432
2021-08-01,America_Central_E_Caribe,69.0,136.04129
2021-09-01,America_Central_E_Caribe,141.0,108.46519
2021-10-01,America_Central_E_Caribe,111.0,126.23775
2021-11-01,America_Central_E_Caribe,360.0,318.97717
2021-12-01,America_Central_E_Caribe,362.0,323.90048
2022-01-01,America_Central_E_Caribe,366.0,339.55634
2022-02-01,America_Central_E_Caribe,288.0,327.03265
2022-03-01,America_Central_E_Caribe,432.0,388.14008
2022-04-01,America_Central_E_Caribe,663.0,592.08746
2022-05-01,America_Central_E_Caribe,520.0,552.37494
2022-06-01,America_Central_E_Caribe,603.0,697.25635
2022-07-01,America_Central_E_Caribe,835.0,786.0906
2022-08-01,America_Central_E_Caribe,695.0,817.2022
2022-09-01,America_Central_E_Caribe,885.0,853.2947
2022-10-01,America_Central_E_Caribe,877.0,837.5985
2022-11-01,America_Central_E_Caribe,965.0,890.22546
2022-12-01,America_Central_E_Caribe,961.0,925.52026
2023-01-01,America_Central_E_Caribe,945.0,932.02795
2023-02-01,America_Central_E_Caribe,741.0,783.1672
2023-03-01,America_Central_E_Caribe,1238.0,1108.1925
2023-04-01,America_Central_E_Caribe,1238.0,1143.0641
2023-05-01,America_Central_E_Caribe,1021.0,1099.2053
2023-06-01,America_Central_E_Caribe,819.0,952.271
2023-07-01,America_Central_E_Caribe,1065.0,1089.3424
2023-08-01,America_Central_E_Caribe,1486.0,1417.3215
2023-09-01,America_Central_E_Caribe,2154.0,1922.969
2023-10-01,America_Central_E_Caribe,1457.0,1498.8483
2023-11-01,America_Central_E_Caribe,2051.0,1803.2375
2023-12-01,America_Central_E_Caribe,1265.0,1265.6632
2002-01-01,America_Do_Norte,19678.0,19563.312
2002-02-01,America_Do_Norte,17385.0,17949.824
2002-03-01,America_Do_Norte,15845.0,17392.494
2002-04-01,America_Do_Norte,11995.0,13498.958
2002-05-01,America_Do_Norte,12618.0,12220.539
2002-06-01,America_Do_Norte,14196.0,13829.563
2002-07-01,America_Do_Norte,18064.0,16600.816
2002-08-01,America_Do_Norte,17355.0,16250.85
2002-09-01,America_Do_Norte,14767.0,14553.498
2002-10-01,America_Do_Norte,14365.0,14145.694
2002-11-01,America_Do_Norte,14736.0,14451.699
2002-12-01,America_Do_Norte,18143.0,18024.664
2003-01-01,America_Do_Norte,19882.0,19804.416
2003-02-01,America_Do_Norte,20617.0,20425.637
2003-03-01,America_Do_Norte,19396.0,18503.87
2003-04-01,America_Do_Norte,14966.0,14167.388
2003-05-01,America_Do_Norte,13060.0,13286.815
2003-06-01,America_Do_Norte,13458.0,14407.134
2003-07-01,America_Do_Norte,15166.0,15328.796
2003-08-01,America_Do_Norte,16215.0,16283.282
2003-09-01,America_Do_Norte,15631.0,15566.112
2003-10-01,America_Do_Norte,12433.0,13104.555
2003-11-01,America_Do_Norte,14117.0,14227.153
2003-12-01,America_Do_Norte,20628.0,20557.947
2004-01-01,America_Do_Norte,18471.0,18648.016
2004-02-01,America_Do_Norte,25605.0,24274.416
2004-03-01,America_Do_Norte,21244.0,21192.54
2004-04-01,America_Do_Norte,15624.0,15542.854
2004-05-01,America_Do_Norte,13357.0,13705.099
2004-06-01,America_Do_Norte,14118.0,14206.337
2004-07-01,America_Do_Norte,15865.0,15864.773
2004-08-01,America_Do_Norte,16867.0,16359.055
2004-09-01,America_Do_Norte,16845.0,17243.6
2004-10-01,America_Do_Norte,11882.0,12995.644
2004-11-01,America_Do_Norte,14182.0,14448.236
2004-12-01,America_Do_Norte,23893.0,23062.617
2005-01-01,America_Do_Norte,22788.0,22310.281
2005-02-01,America_Do_Norte,27086.0,26409.963
2005-03-01,America_Do_Norte,22080.0,22388.953
2005-04-01,America_Do_Norte,13502.0,14431.104
2005-05-01,America_Do_Norte,15479.0,15173.175
2005-06-01,America_Do_Norte,16447.0,15784.528
2005-07-01,America_Do_Norte,22177.0,20263.781
2005-08-01,America_Do_Norte,16192.0,17970.918
2005-09-01,America_Do_Norte,15721.0,16214.69
2005-10-01,America_Do_Norte,13753.0,13545.845
2005-11-01,America_Do_Norte,16039.0,14770.495
2005-12-01,America_Do_Norte,22771.0,21956.842
2006-01-01,America_Do_Norte,26594.0,26057.81
2006-02-01,America_Do_Norte,25091.0,24349.59
2006-03-01,America_Do_Norte,21190.0,21160.285
2006-04-01,America_Do_Norte,16812.0,16371.202
2006-05-01,America_Do_Norte,16305.0,15940.546
2006-06-01,America_Do_Norte,17582.0,16992.844
2006-07-01,America_Do_Norte,18423.0,18707.059
2006-08-01,America_Do_Norte,7803.0,8981.968
2006-09-01,America_Do_Norte,6780.0,7534.715
2006-10-01,America_Do_Norte,8613.0,9171.811
2006-11-01,America_Do_Norte,13380.0,12849.034
2006-12-01,America_Do_Norte,19658.0,20490.238
2007-01-01,America_Do_Norte,21749.0,20998.12
2007-02-01,America_Do_Norte,19420.0,19066.557
2007-03-01,America_Do_Norte,17292.0,17693.834
2007-04-01,America_Do_Norte,11967.0,12624.292
2007-05-01,America_Do_Norte,12568.0,13329.235
2007-06-01,America_Do_Norte,14157.0,14727.108
2007-07-01,America_Do_Norte,15247.0,16317.588
2007-08-01,America_Do_Norte,13557.0,13800.232
2007-09-01,America_Do_Norte,11872.0,12839.849
2007-10-01,America_Do_Norte,11653.0,12096.664
2007-11-01,America_Do_Norte,12077.0,12994.004
2007-12-01,America_Do_Norte,16706.0,16883.307
2008-01-01,America_Do_Norte,18988.0,18930.234
2008-02-01,America_Do_Norte,16671.0,16592.566
2008-03-01,America_Do_Norte,17909.0,18032.271
2008-04-01,America_Do_Norte,12299.0,13001.174
2008-05-01,America_Do_Norte,11641.0,11778.4
2008-06-01,America_Do_Norte,11763.0,12410.997
2008-07-01,America_Do_Norte,11589.0,13246.413
2008-08-01,America_Do_Norte,11886.0,11953.374
2008-09-01,America_Do_Norte,10686.0,11052.826
2008-10-01,America_Do_Norte,10082.0,10790.037
2008-11-01,America_Do_Norte,10684.0,11695.696
2008-12-01,America_Do_Norte,16452.0,16338.478
2009-01-01,America_Do_Norte,20906.0,19453.094
2009-02-01,America_Do_Norte,17015.0,17320.941
2009-03-01,America_Do_Norte,21388.0,20323.307
2009-04-01,America_Do_Norte,13119.0,12372.836
2009-05-01,America_Do_Norte,11776.0,12240.814
2009-06-01,America_Do_Norte,16552.0,15111.0625
2009-07-01,America_Do_Norte,14628.0,15676.222
2009-08-01,America_Do_Norte,16108.0,14768.584
2009-09-01,America_Do_Norte,11939.0,11906.565
2009-10-01,America_Do_Norte,12093.0,12995.863
2009-11-01,America_Do_Norte,15482.0,14646.462
2009-12-01,America_Do_Norte,18653.0,19146.986
2010-01-01,America_Do_Norte,14275.0,16310.972
2010-02-01,America_Do_Norte,17345.0,18298.336
2010-03-01,America_Do_Norte,19891.0,19432.52
2010-04-01,America_Do_Norte,17713.0,15822.004
2010-05-01,America_Do_Norte,11881.0,12224.2295
2010-06-01,America_Do_Norte,18556.0,18977.66
2010-07-01,America_Do_Norte,14638.0,14888.538
2010-08-01,America_Do_Norte,19861.0,17798.7
2010-09-01,America_Do_Norte,11092.0,11789.785
2010-10-01,America_Do_Norte,15430.0,14261.641
2010-11-01,America_Do_Norte,17852.0,17379.14
2010-12-01,America_Do_Norte,21749.0,22508.57
2011-01-01,America_Do_Norte,11258.0,12264.569
2011-02-01,America_Do_Norte,17195.0,17613.842
2011-03-01,America_Do_Norte,25885.0,24470.447
2011-04-01,America_Do_Norte,14976.0,15422.65
2011-05-01,America_Do_Norte,14501.0,13773.736
2011-06-01,America_Do_Norte,14602.0,15517.272
2011-07-01,America_Do_Norte,15084.0,15003.585
2011-08-01,America_Do_Norte,14991.0,16183.21
2011-09-01,America_Do_Norte,12948.0,13239.727
2011-10-01,America_Do_Norte,15149.0,14166.959
2011-11-01,America_Do_Norte,17892.0,17062.602
2011-12-01,America_Do_Norte,20986.0,21531.379
2012-01-01,America_Do_Norte,12630.0,13974.184
2012-02-01,America_Do_Norte,20628.0,19464.316
2012-03-01,America_Do_Norte,18961.0,19011.473
2012-04-01,America_Do_Norte,12997.0,13917.13
2012-05-01,America_Do_Norte,13065.0,13123.8545
2012-06-01,America_Do_Norte,16296.0,15034.007
2012-07-01,America_Do_Norte,13331.0,14684.412
2012-08-01,America_Do_Norte,15293.0,14702.842
2012-09-01,America_Do_Norte,12716.0,12206.534
2012-10-01,America_Do_Norte,13624.0,13927.323
2012-11-01,America_Do_Norte,15911.0,16885.053
2012-12-01,America_Do_Norte,22478.0,22247.393
2013-01-01,America_Do_Norte,11845.0,12967.054
2013-02-01,America_Do_Norte,18620.0,18533.521
2013-03-01,America_Do_Norte,22221.0,20772.002
2013-04-01,America_Do_Norte,14826.0,14199.066
2013-05-01,America_Do_Norte,16469.0,15730.1455
2013-06-01,America_Do_Norte,16766.0,17992.912
2013-07-01,America_Do_Norte,22671.0,20695.877
2013-08-01,America_Do_Norte,15822.0,16165.616
2013-09-01,America_Do_Norte,9243.0,10471.506
2013-10-01,America_Do_Norte,15642.0,15255.552
2013-11-01,America_Do_Norte,14762.0,15416.653
2013-12-01,America_Do_Norte,21734.0,21084.854
2014-01-01,America_Do_Norte,17328.0,17350.104
2014-02-01,America_Do_Norte,20986.0,21077.719
2014-03-01,America_Do_Norte,13993.0,15757.883
2014-04-01,America_Do_Norte,14746.0,15278.108
2014-05-01,America_Do_Norte,17522.0,16647.139
2014-06-01,America_Do_Norte,63128.0,58771.574
2014-07-01,America_Do_Norte,30770.0,29945.291
2014-08-01,America_Do_Norte,18780.0,18957.99
2014-09-01,America_Do_Norte,14743.0,14747.021
2014-10-01,America_Do_Norte,17319.0,16594.682
2014-11-01,America_Do_Norte,19500.0,19232.004
2014-12-01,America_Do_Norte,40263.0,39017.47
2015-01-01,America_Do_Norte,12472.0,13562.933
2015-02-01,America_Do_Norte,20358.0,20338.736
2015-03-01,America_Do_Norte,21660.0,20592.916
2015-04-01,America_Do_Norte,17377.0,17418.559
2015-05-01,America_Do_Norte,19398.0,18604.676
2015-06-01,America_Do_Norte,19752.0,20238.625
2015-07-01,America_Do_Norte,19472.0,19022.242
2015-08-01,America_Do_Norte,14916.0,15925.087
2015-09-01,America_Do_Norte,10454.0,11096.194
2015-10-01,America_Do_Norte,19193.0,17600.95
2015-11-01,America_Do_Norte,25013.0,24115.068
2015-12-01,America_Do_Norte,30737.0,30415.176
2016-01-01,America_Do_Norte,18761.0,18622.697
2016-02-01,America_Do_Norte,24153.0,23070.67
2016-03-01,America_Do_Norte,22834.0,22493.242
2016-04-01,America_Do_Norte,16027.0,16408.33
2016-05-01,America_Do_Norte,16164.0,17204.639
2016-06-01,America_Do_Norte,23664.0,21857.703
2016-07-01,America_Do_Norte,27272.0,26689.395
2016-08-01,America_Do_Norte,53836.0,50834.824
2016-09-01,America_Do_Norte,16864.0,17008.37
2016-10-01,America_Do_Norte,11168.0,12984.817
2016-11-01,America_Do_Norte,10317.0,11419.604
2016-12-01,America_Do_Norte,15844.0,16422.617
2017-01-01,America_Do_Norte,17726.0,17080.139
2017-02-01,America_Do_Norte,17027.0,17730.416
2017-03-01,America_Do_Norte,15725.0,16463.87
2017-04-01,America_Do_Norte,12554.0,12547.598
2017-05-01,America_Do_Norte,9699.0,11912.483
2017-06-01,America_Do_Norte,7939.0,8642.895
2017-07-01,America_Do_Norte,11715.0,11634.031
2017-08-01,America_Do_Norte,10823.0,11481.096
2017-09-01,America_Do_Norte,11083.0,10703.991
2017-10-01,America_Do_Norte,12588.0,11568.88
2017-11-01,America_Do_Norte,14443.0,13454.34
2017-12-01,America_Do_Norte,17253.0,17139.53
2018-01-01,America_Do_Norte,7897.0,10618.421
2018-02-01,America_Do_Norte,14379.0,13241.718
2018-03-01,America_Do_Norte,14322.0,14756.244
2018-04-01,America_Do_Norte,9568.0,10012.315
2018-05-01,America_Do_Norte,9953.0,9328.439
2018-06-01,America_Do_Norte,8937.0,9845.7705
2018-07-01,America_Do_Norte,11969.0,11139.9
2018-08-01,America_Do_Norte,14351.0,12904.518
2018-09-01,America_Do_Norte,10640.0,11397.529
2018-10-01,America_Do_Norte,9892.0,10693.527
2018-11-01,America_Do_Norte,11821.0,11737.595
2018-12-01,America_Do_Norte,18260.0,18158.332
2019-01-01,America_Do_Norte,10981.0,11829.268
2019-02-01,America_Do_Norte,12467.0,13325.402
2019-03-01,America_Do_Norte,18090.0,16331.737
2019-04-01,America_Do_Norte,9011.0,9915.133
2019-05-01,America_Do_Norte,9198.0,9120.263
2019-06-01,America_Do_Norte,10428.0,10242.968
2019-07-01,America_Do_Norte,10719.0,10625.886
2019-08-01,America_Do_Norte,11708.0,11197.768
2019-09-01,America_Do_Norte,10745.0,10912.413
2019-10-01,America_Do_Norte,11085.0,11110.213
2019-11-01,America_Do_Norte,11162.0,11537.638
2019-12-01,America_Do_Norte,15407.0,15320.963
2020-01-01,America_Do_Norte,11623.0,12934.405
2020-02-01,America_Do_Norte,19970.0,17141.762
2020-03-01,America_Do_Norte,6315.0,8369.221
2020-04-01,America_Do_Norte,0.0,1377.1849
2020-05-01,America_Do_Norte,0.0,501.90802
2020-06-01,America_Do_Norte,1.0,113.793045
2020-07-01,America_Do_Norte,2.0,652.7974
2020-08-01,America_Do_Norte,5.0,853.1421
2020-09-01,America_Do_Norte,19.0,334.541
2020-10-01,America_Do_Norte,92.0,469.5852
2020-11-01,America_Do_Norte,876.0,1009.36456
2020-12-01,America_Do_Norte,2583.0,2979.1536
2021-01-01,America_Do_Norte,2011.0,2296.3357
2021-02-01,America_Do_Norte,1803.0,2124.3062
2021-03-01,America_Do_Norte,1968.0,2422.8215
2021-04-01,America_Do_Norte,1664.0,1418.8859
2021-05-01,America_Do_Norte,1405.0,1213.6938
2021-06-01,America_Do_Norte,1016.0,1042.6702
2021-07-01,America_Do_Norte,1640.0,1496.715
2021-08-01,America_Do_Norte,1213.0,1333.971
2021-09-01,America_Do_Norte,1335.0,1304.305
2021-10-01,America_Do_Norte,2172.0,1874.7467
2021-11-01,America_Do_Norte,2652.0,2495.106
2021-12-01,America_Do_Norte,4185.0,4153.808
2022-01-01,America_Do_Norte,4976.0,4992.336
2022-02-01,America_Do_Norte,4309.0,4268.7866
2022-03-01,America_Do_Norte,8295.0,8326.457
2022-04-01,America_Do_Norte,7381.0,7365.2046
2022-05-01,America_Do_Norte,6728.0,7084.453
2022-06-01,America_Do_Norte,6929.0,7200.541
2022-07-01,America_Do_Norte,7673.0,7309.139
2022-08-01,America_Do_Norte,7444.0,7180.1523
2022-09-01,America_Do_Norte,8397.0,7765.637
2022-10-01,America_Do_Norte,7814.0,8917.961
2022-11-01,America_Do_Norte,10051.0,10042.987
2022-12-01,America_Do_Norte,16939.0,15713.609
2023-01-01,America_Do_Norte,14141.0,14035.02
2023-02-01,America_Do_Norte,18303.0,16738.152
2023-03-01,America_Do_Norte,17875.0,16765.828
2023-04-01,America_Do_Norte,11097.0,11499.973
2023-05-01,America_Do_Norte,10914.0,10163.282
2023-06-01,America_Do_Norte,11416.0,11705.928
2023-07-01,America_Do_Norte,11643.0,11873.603
2023-08-01,America_Do_Norte,13007.0,12292.076
2023-09-01,America_Do_Norte,12004.0,12091.689
2023-10-01,America_Do_Norte,11114.0,12540.578
2023-11-01,America_Do_Norte,15132.0,13843.6045
2023-12-01,America_Do_Norte,23703.0,22107.848
2002-01-01,America_Do_Sul,11998.0,17267.502
2002-02-01,America_Do_Sul,11285.0,13128.116
2002-03-01,America_Do_Sul,10565.0,13216.136
2002-04-01,America_Do_Sul,8094.0,9362.915
2002-05-01,America_Do_Sul,8523.0,10130.203
2002-06-01,America_Do_Sul,9612.0,9263.406
2002-07-01,America_Do_Sul,12205.0,10208.102
2002-08-01,America_Do_Sul,11750.0,10933.225
2002-09-01,America_Do_Sul,9990.0,10632.033
2002-10-01,America_Do_Sul,9693.0,10321.211
2002-11-01,America_Do_Sul,9921.0,11581.645
2002-12-01,America_Do_Sul,11925.0,14030.583
2003-01-01,America_Do_Sul,19907.0,17052.953
2003-02-01,America_Do_Sul,15422.0,16148.144
2003-03-01,America_Do_Sul,15629.0,15592.031
2003-04-01,America_Do_Sul,12925.0,12242.214
2003-05-01,America_Do_Sul,8534.0,10221.45
2003-06-01,America_Do_Sul,8640.0,8022.0137
2003-07-01,America_Do_Sul,11755.0,11095.169
2003-08-01,America_Do_Sul,9767.0,10992.607
2003-09-01,America_Do_Sul,9685.0,9738.076
2003-10-01,America_Do_Sul,9325.0,9440.124
2003-11-01,America_Do_Sul,10445.0,11966.772
2003-12-01,America_Do_Sul,14732.0,15212.134
2004-01-01,America_Do_Sul,23190.0,20175.486
2004-02-01,America_Do_Sul,17820.0,19469.125
2004-03-01,America_Do_Sul,16978.0,18972.117
2004-04-01,America_Do_Sul,14690.0,11732.628
2004-05-01,America_Do_Sul,8043.0,10089.322
2004-06-01,America_Do_Sul,8454.0,9080.47
2004-07-01,America_Do_Sul,12518.0,11178.41
2004-08-01,America_Do_Sul,11675.0,11637.236
2004-09-01,America_Do_Sul,11996.0,11532.136
2004-10-01,America_Do_Sul,11352.0,10612.398
2004-11-01,America_Do_Sul,12983.0,12661.087
2004-12-01,America_Do_Sul,17335.0,14849.806
2005-01-01,America_Do_Sul,26497.0,24064.031
2005-02-01,America_Do_Sul,18415.0,19978.715
2005-03-01,America_Do_Sul,17255.0,18512.639
2005-04-01,America_Do_Sul,12283.0,12029.736
2005-05-01,America_Do_Sul,9540.0,9676.587
2005-06-01,America_Do_Sul,10067.0,8685.161
2005-07-01,America_Do_Sul,17365.0,13822.985
2005-08-01,America_Do_Sul,10684.0,14403.079
2005-09-01,America_Do_Sul,10771.0,11203.817
2005-10-01,America_Do_Sul,12263.0,11314.774
2005-11-01,America_Do_Sul,13907.0,12189.088
2005-12-01,America_Do_Sul,16193.0,17385.17
2006-01-01,America_Do_Sul,20449.0,20788.305
2006-02-01,America_Do_Sul,17435.0,18174.549
2006-03-01,America_Do_Sul,16479.0,17523.383
2006-04-01,America_Do_Sul,9813.0,10586.178
2006-05-01,America_Do_Sul,5263.0,8688.144
2006-06-01,America_Do_Sul,7221.0,5354.628
2006-07-01,America_Do_Sul,7724.0,7510.641
2006-08-01,America_Do_Sul,6091.0,6601.733
2006-09-01,America_Do_Sul,8958.0,7189.4365
2006-10-01,America_Do_Sul,7677.0,7361.7627
2006-11-01,America_Do_Sul,7237.0,9992.877
2006-12-01,America_Do_Sul,9767.0,11920.659
2007-01-01,America_Do_Sul,24273.0,20121.992
2007-02-01,America_Do_Sul,17844.0,19284.326
2007-03-01,America_Do_Sul,18104.0,17207.35
2007-04-01,America_Do_Sul,13347.0,12592.193
2007-05-01,America_Do_Sul,11017.0,10396.1455
2007-06-01,America_Do_Sul,11037.0,10307.035
2007-07-01,America_Do_Sul,18127.0,15924.072
2007-08-01,America_Do_Sul,14475.0,14427.598
2007-09-01,America_Do_Sul,12270.0,13464.946
2007-10-01,America_Do_Sul,11135.0,11132.717
2007-11-01,America_Do_Sul,11044.0,12689.496
2007-12-01,America_Do_Sul,16174.0,15184.9795
