date,arrivals,continent,year,month_sin,month_cos,quarter_sin,quarter_cos,lag_1,lag_2,lag_3,lag_6,lag_12,seasonal_strength,trend_strength,seasonal_peak_year,seasonal_trough_year,spikiness,linearity,curvature,stl_e_acf1,stl_e_acf10,DN_HistogramMode_5,DN_HistogramMode_10,CO_f1ecac,CO_FirstMin_ac,CO_HistogramAMI_even_2_5,CO_trev_1_num,MD_hrv_classic_pnn40,SB_BinaryStats_mean_longstretch1,SB_TransitionMatrix_3ac_sumdiagcov,PD_PeriodicityWang_th0_01,CO_Embed2_Dist_tau_d_expfit_meandiff,IN_AutoMutualInfoStats_40_gaussian_fmmi,FC_LocalSimple_mean1_tauresrat,DN_OutlierInclude_p_001_mdrmd,DN_OutlierInclude_n_001_mdrmd,SP_Summaries_welch_rect_area_5_1,SB_BinaryStats_diff_longstretch0,SB_MotifThree_quantile_hh,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,SP_Summaries_welch_rect_centroid,FC_LocalSimple_mean3_stderr
2020-03-01,706.5346358367649,America_Central_E_Caribe,2020,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,752.0,638.0,722.0,869.0,966.0,0.5823029469088437,0.16473880884557202,9.0,15.0,66888088.214841545,0.9999999999999998,2.1316282072803006e-14,-0.051546521211569,0.025379273784316345,-0.8269790235773934,-0.6185165263344949,1.462269646847051,6.0,0.46967451734060633,-0.2790990415985669,0.8695652173913043,5.0,0.03401360544217687,0.0,0.10575273712258022,1.0,0.6666666666666666,-0.25,0.125,0.2569887594139343,5.0,2.080115852756261,0.0,0.0,0.5890486225481251,1.1617218287673416
2020-04-01,600.2383841049464,America_Central_E_Caribe,2020,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,706.5346358367649,752.0,638.0,681.0,808.0,0.6010362358713965,0.21992591059860522,8.0,14.0,61981821.457544945,0.9999999999999996,1.9539925233402755e-14,-0.04545454545454522,0.01591380487292582,-0.7873822818629881,-0.5778492323167432,1.53211082980603,6.0,0.47618509178919405,-0.21453290497294814,0.8695652173913043,6.0,0.047619047619047616,5.0,0.079522437380085,2.0,0.6666666666666666,-0.33333333333333337,0.04166666666666674,0.2776220702247508,5.0,2.1256156913444824,0.0,0.0,0.5890486225481251,1.1625825887309873
2020-05-01,625.379696196991,America_Central_E_Caribe,2020,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,600.2383841049464,706.5346358367649,752.0,1021.0,446.0,0.6124979980837477,0.30864421993969193,7.0,13.0,53075487.06695069,1.0,3.552713678800501e-15,-0.03406882916835491,0.03510213308933036,-0.7738238780141159,-0.5654937118262768,1.514908691597721,5.0,0.5261721218445727,-0.2123902262320513,0.8695652173913043,6.0,0.013605442176870746,4.0,0.11828152514729166,2.0,0.6666666666666666,-0.41666666666666663,0.08333333333333326,0.2633020967509824,5.0,2.1256156913444824,0.0,0.0,0.5890486225481251,1.1580264331821015
2020-06-01,785.3080349451972,America_Central_E_Caribe,2020,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,625.379696196991,600.2383841049464,706.5346358367649,722.0,572.0,0.9166881848664409,0.619875227254479,5.0,1.0,2261241.1759680347,1.0,1.7763568394002505e-14,-0.18842859721366764,0.0012635213190506733,-0.7711925761780642,-0.5630962709540139,1.5108452974713125,4.0,0.639899945375979,-0.2116544044793308,0.9130434782608695,6.0,0.03401360544217687,4.0,0.04267298083851936,2.0,0.6666666666666666,-0.5,0.04166666666666674,0.27420150067063526,5.0,2.088091942763815,0.0,0.0,0.5890486225481251,1.148650915521173
2020-07-01,897.6508758011352,America_Central_E_Caribe,2020,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,785.3080349451972,625.379696196991,600.2383841049464,638.0,711.0,0.961366099481904,0.8039265974641824,4.0,11.0,375441.29818262224,0.9999916253840863,0.007859137787658454,-0.023586992028524923,0.07310191000590904,-0.7975552088662811,-0.5877773386755543,1.5121448564828843,3.0,0.639899945375979,-0.21136801884581777,0.9565217391304348,5.0,0.03401360544217687,0.0,0.04446134212070285,4.0,0.6666666666666666,-0.5833333333333333,0.0,0.30152586571399387,5.0,2.1403895206310386,0.0,0.0,0.5890486225481251,1.1185244466632889
2020-08-01,720.1181203524035,America_Central_E_Caribe,2020,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,897.6508758011352,785.3080349451972,625.379696196991,752.0,778.0,0.411564472860806,0.03156604556195941,5.0,10.0,83963829.17810395,1.0,2.0872192862952943e-14,0.44685290057531535,0.22497441088407738,-0.840253501980302,-0.41690899222944316,1.5537387091508106,4.0,0.6921556688876565,-0.2271872977741507,0.9565217391304348,5.0,0.013605442176870746,4.0,0.03900444385438883,2.0,0.3333333333333333,-0.6666666666666667,0.125,0.34027947160884175,5.0,2.1779132692117056,0.0,0.0,0.5890486225481251,0.9217646066540105
2020-09-01,634.2333890430191,America_Central_E_Caribe,2020,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,720.1181203524035,897.6508758011352,785.3080349451972,706.5346358367649,869.0,0.49438666018459265,0.174204230532501,3.0,9.0,74181032.74959998,1.0,2.220446049250313e-14,0.13836902579252225,0.021036122737733677,-0.8225622840441968,-0.4006029027259691,1.5532534202412989,7.0,0.6266350067986938,-0.2703266625502675,0.9565217391304348,4.0,0.04000000000000001,3.0,0.03819652907929155,2.0,0.25,-0.75,0.0,0.3533611667602212,5.0,2.177913269211706,0.0,0.0,0.5890486225481251,0.8961482592658675
2020-10-01,803.8717411681844,America_Central_E_Caribe,2020,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,634.2333890430191,720.1181203524035,897.6508758011352,600.2383841049464,681.0,0.28099659594585813,0.0,2.0,8.0,92368590.15876073,1.0,2.4091839634365897e-14,0.7316271670074601,0.3352712411356715,-0.7657589435113512,-0.5522241732257123,1.275848798619033,3.0,0.5850730694775955,-0.6659171565191608,0.9565217391304348,3.0,0.03401360544217687,3.0,0.043084678686768706,3.0,0.3333333333333333,-0.8333333333333334,0.08333333333333326,0.2953132454522441,4.0,2.1551633499175953,0.0,0.0,0.7853981633975,0.9089327723419658
2020-11-01,948.444864780642,America_Central_E_Caribe,2020,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,803.8717411681844,634.2333890430191,720.1181203524035,625.379696196991,1021.0,1.0,1.0,1.0,7.0,1.2308825081349921e-54,1.0,1.7763568394002505e-14,0.2563213105585354,0.34388130970272573,-0.1014697379724378,-0.7540296406479015,0.8848134186401189,2.0,0.25009600652444414,-1.4331130730385293,0.9565217391304348,3.0,0.0303030303030303,3.0,0.05682061781480714,2.0,0.5,-0.875,-0.04166666666666663,0.14622436859400087,3.0,2.1779132692117056,0.0,0.0,1.374446785945625,0.8436829385594594
2020-12-01,801.9838699041832,America_Central_E_Caribe,2020,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,948.444864780642,803.8717411681844,634.2333890430191,785.3080349451972,722.0,1.0,1.0,1.0,6.0,6.208157709413289e-55,1.0,2.220446049250313e-14,0.47318656992133334,0.506377551020408,-0.2154158362949959,0.023146608915788458,0.5944905182914796,2.0,0.3511498433596747,-2.7899671469129554,0.9565217391304348,3.0,0.001890359168241966,3.0,0.11018743155275672,2.0,1.0,-0.08333333333333337,-0.125,0.03759706509214474,3.0,2.1779132692117056,0.0,0.0,1.570796326795,0.8695320641472096
2021-01-01,685.4048488963546,America_Central_E_Caribe,2021,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,801.9838699041832,948.444864780642,803.8717411681844,897.6508758011352,638.0,1.0,1.0,11.0,5.0,3.0940884299739528e-55,1.0,1.687538997430238e-14,0.1022046140471658,0.3319476962654644,-0.00756863120810447,-0.2102714007785429,0.7174058852014874,2.0,0.48005893562531543,0.41116099118132743,1.0,3.0,0.0303030303030303,3.0,0.062265774879216806,2.0,0.5,-0.08333333333333337,-0.20833333333333337,0.09159518526306408,3.0,2.1551633499175953,0.0,0.0,1.570796326795,1.142141303776192
2021-02-01,632.5353790640161,America_Central_E_Caribe,2021,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,685.4048488963546,801.9838699041832,948.444864780642,720.1181203524035,752.0,1.0,1.0,10.0,4.0,5.796270322923413e-55,1.0,1.9539925233402755e-14,0.007356969599733742,0.48006689920866313,-0.04137838237615932,-0.2495245088632252,0.6677319346391283,2.0,0.4048330721849375,0.4190446720753129,1.0,3.0,0.013774104683195593,3.0,0.06682990552178036,2.0,0.5,-0.16666666666666663,0.0,0.046287244184983936,3.0,2.177913269211706,0.0,0.0,1.570796326795,1.1919410740071426
2021-03-01,706.5346358367649,America_Central_E_Caribe,2021,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,632.5353790640161,685.4048488963546,801.9838699041832,634.2333890430191,706.5346358367649,0.8787110131806742,0.0,9.0,3.0,157738.323695911,1.0,2.220446049250313e-14,-0.07756833076664069,0.10902075921186566,-0.06214187989770903,-0.27472036679944856,0.7542381715855855,2.0,0.4286170787196896,-0.6642749413695794,1.0,4.0,0.0303030303030303,0.0,0.11925304671889168,3.0,0.5,-0.25,0.08333333333333326,0.009800902213385296,3.0,2.1631394399251493,0.0,0.0,1.570796326795,1.1246365298178609
2021-04-01,600.2383841049464,America_Central_E_Caribe,2021,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,706.5346358367649,632.5353790640161,685.4048488963546,803.8717411681844,600.2383841049464,1.0,1.0,8.0,2.0,3.715567465627846e-55,0.9999999999999991,2.298161660974074e-14,0.545368232992435,0.5683500074208315,0.01900314160848804,-0.20800208238980755,0.7403146615420079,2.0,0.3386732617230355,-0.7158139043658351,1.0,4.0,0.013774104683195594,3.0,0.10090778627122067,3.0,0.5,0.16666666666666674,0.04166666666666674,0.046533724414372354,4.0,2.1403895206310386,0.0,0.0,1.374446785945625,1.1608802768718198
2021-05-01,625.379696196991,America_Central_E_Caribe,2021,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,600.2383841049464,706.5346358367649,632.5353790640161,948.444864780642,625.379696196991,1.0,1.0,7.0,1.0,3.050312958946019e-55,0.9999999999999996,2.0872192862952943e-14,0.07861391135685548,0.16784978470909478,0.08626208383152079,-0.1379023255367856,0.8037385088741057,2.0,0.24272336897797517,0.2636248682902362,1.0,4.0,0.013774104683195593,3.0,0.11666131968018424,3.0,0.5,0.08333333333333326,0.02083333333333337,0.0705755918167244,4.0,1.9793088072120355,0.0,0.0,1.1780972450962501,1.1427330371594457
2021-06-01,785.3080349451972,America_Central_E_Caribe,2021,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,625.379696196991,600.2383841049464,706.5346358367649,801.9838699041832,785.3080349451972,0.8897999171721978,0.0,6.0,1.0,87321.32223547318,1.0,1.4072076837123859e-14,-0.0454545454545488,0.003311410417979736,-0.9734383123286648,-0.7800611181700023,0.7473914063284347,2.0,0.26987672064866725,0.3002977808677894,1.0,4.0,0.013774104683195594,3.0,0.11743752570601085,2.0,0.5,0.0,0.16666666666666674,0.08294844743997601,4.0,1.9793088072120355,0.0,0.0,1.374446785945625,1.1995638902901122
2021-07-01,897.6508758011352,America_Central_E_Caribe,2021,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,785.3080349451972,625.379696196991,600.2383841049464,685.4048488963546,897.6508758011352,1.0,1.0,5.0,10.0,4.8079644471880425e-55,1.0,1.9262369477246466e-14,0.07011499744223991,0.17278248924218603,-0.8648930020098423,-1.0534806727857375,0.7270806037857928,2.0,0.2774014935959679,0.3824576676425611,1.0,4.0,0.013774104683195594,3.0,0.11668324008600062,2.0,0.5,-0.08333333333333337,0.25,0.10481851312703824,4.0,2.07710622366748,0.0,0.0,1.570796326795,1.2257042980112427
2021-08-01,720.1181203524035,America_Central_E_Caribe,2021,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,897.6508758011352,785.3080349451972,625.379696196991,632.5353790640161,720.1181203524035,1.0,1.0,4.0,9.0,1.0258010590163393e-54,1.0,1.509903313490213e-14,0.23008949665421113,0.15774378166904623,-0.8991649370409043,-1.0806008207761728,0.7422680438864429,2.0,0.3469306491938099,0.371729502856209,1.0,4.0,0.005509641873278238,3.0,0.10316099412699288,3.0,0.5,0.0,0.16666666666666674,0.0682180950612441,4.0,2.07710622366748,0.0,0.0,1.570796326795,1.244340495580154
2021-09-01,634.2333890430191,America_Central_E_Caribe,2021,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,720.1181203524035,897.6508758011352,785.3080349451972,706.5346358367649,634.2333890430191,1.0,1.0,3.0,8.0,8.298768083352477e-55,1.0,1.9095836023552692e-14,0.4353179040614593,0.9771579430670336,-0.8789728292647639,-1.060534132430499,0.7199360629063867,2.0,0.3469306491938099,0.19506936902512467,1.0,4.0,0.030303030303030304,3.0,0.10265160116314953,3.0,0.5,-0.08333333333333337,0.08333333333333326,0.061078344872177115,4.0,2.062332394380924,0.0,0.0,1.570796326795,1.1541986080703277
2021-10-01,803.8717411681844,America_Central_E_Caribe,2021,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,634.2333890430191,720.1181203524035,897.6508758011352,600.2383841049464,803.8717411681844,1.0,1.0,2.0,19.0,8.461226483881265e-55,1.0,2.1926904736346842e-14,0.017111966308278794,0.07981380265441163,-0.8021161839495479,-0.9854056322077432,0.749623176933486,2.0,0.3359500779296411,0.3735251339690671,1.0,4.0,0.005509641873278237,3.0,0.0792439328136795,2.0,0.5,0.0,0.16666666666666674,0.0439168322985551,4.0,1.922044768426038,0.0,0.0,1.570796326795,1.179731981319239
2021-11-01,948.444864780642,America_Central_E_Caribe,2021,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,803.8717411681844,634.2333890430191,720.1181203524035,625.379696196991,948.444864780642,1.0,1.0,1.0,6.0,4.7987865217282335e-54,1.0,1.709743457922741e-14,0.6571799684305405,1.1252822226476287,-0.8448399414747421,-1.0277224113126895,0.7777982563382477,2.0,0.3289298036825219,-0.6120848395834378,1.0,4.0,0.046831955922865015,3.0,0.10163480953588408,2.0,1.0,-0.08333333333333337,0.125,0.0498423285264517,4.0,1.9447946877201487,0.0,0.0,1.570796326795,1.1381963944770166
2021-12-01,801.9838699041832,America_Central_E_Caribe,2021,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,948.444864780642,803.8717411681844,634.2333890430191,785.3080349451972,801.9838699041832,0.9999981448711682,0.8667953667952422,12.0,17.0,1.8598073156900108e-05,0.9999999999999998,2.1149748619109232e-14,-0.045454545454492956,0.0033114104179680346,-0.9385610596384918,-1.0996805698058083,0.8751295005318044,2.0,0.3219095294354027,0.2867537530653124,1.0,4.0,0.027548209366391185,3.0,0.15834765797471986,2.0,1.0,0.33333333333333326,0.04166666666666674,0.1399393514826918,4.0,1.9595685170067052,0.0,0.0,1.374446785945625,1.2921574611960787
2022-01-01,685.4048488963546,America_Central_E_Caribe,2022,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,801.9838699041832,948.444864780642,803.8717411681844,897.6508758011352,685.4048488963546,1.0,1.0,23.0,4.0,2.5309766890239694e-55,1.0,1.9484414082171497e-14,-0.13859511338876257,0.2581011558681608,-0.9625899403373669,-1.1225771950638854,0.9270174292263418,2.0,0.29812552290065053,0.19475467999903942,1.0,4.0,0.06336088154269973,3.0,0.1872618850365837,2.0,1.0,0.25,-0.04166666666666663,0.16093068018171403,4.0,1.9793088072120353,0.0,0.0,1.1780972450962501,1.2829627815817637
2022-02-01,632.5353790640161,America_Central_E_Caribe,2022,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,685.4048488963546,801.9838699041832,948.444864780642,720.1181203524035,632.5353790640161,1.0,1.0,22.0,3.0,2.7518438383011554e-55,1.0,1.7319479184152442e-14,0.12625634756865967,0.38636160659545205,-0.34558197274781705,-1.156762913652614,0.92734096956255,2.0,0.39590348075047566,0.09522445420877014,1.0,4.0,0.03305785123966942,3.0,0.18694058573888594,2.0,1.0,0.16666666666666674,0.08333333333333326,0.10319702672300414,4.0,2.1256156913444824,0.0,0.0,1.1780972450962501,1.33303112290562
2022-03-01,706.5346358367649,America_Central_E_Caribe,2022,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,632.5353790640161,685.4048488963546,801.9838699041832,634.2333890430191,706.5346358367649,1.0,0.8210116731517509,9.0,14.0,1.6308352752035678e-54,0.0418614526555964,1.905888553421354e-14,0.04411688813414017,0.2618147448015123,-0.9286494124713626,-1.0875501238372922,0.9425773142270932,2.0,0.39590348075047566,0.0876928378177844,1.0,4.0,0.06336088154269973,3.0,0.1773565865982426,4.0,1.0,0.08333333333333326,0.08333333333333326,0.07860985173197642,4.0,1.8617711005512603,0.0,0.0,1.1780972450962501,1.3529848664850992
2022-04-01,600.2383841049464,America_Central_E_Caribe,2022,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,706.5346358367649,632.5353790640161,685.4048488963546,803.8717411681844,600.2383841049464,1.0,0.6921027131782946,20.0,13.0,1.6264535826963216e-54,0.08251493921285803,1.960878652549436e-14,0.5414986025563597,1.116979513170775,-0.9286494124713626,-1.0875501238372922,0.9376263568587765,2.0,0.40351470687870455,0.14078617746682887,1.0,4.0,0.030303030303030304,3.0,0.17815930050221804,4.0,1.0,0.0,0.0,0.07054864815164454,4.0,1.8815113907565904,0.0,0.0,1.1780972450962501,1.322447893883347
2022-05-01,625.379696196991,America_Central_E_Caribe,2022,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,600.2383841049464,706.5346358367649,632.5353790640161,948.444864780642,625.379696196991,1.0,0.8970944309927361,19.0,12.0,1.1598510028259678e-54,0.012971014492753624,2.5073206487997993e-14,0.41276595744680855,0.35937932525951555,-0.9286494124713623,-1.087550123837292,0.8849369300193899,2.0,0.39590348075047566,0.10056158321273317,1.0,4.0,0.06336088154269973,3.0,0.17810475475785167,2.0,1.0,-0.08333333333333337,0.04166666666666674,0.09081797991699786,4.0,1.8242473519705933,0.0,0.0,1.374446785945625,1.238238040380413
2022-06-01,785.3080349451972,America_Central_E_Caribe,2022,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,625.379696196991,600.2383841049464,706.5346358367649,801.9838699041832,785.3080349451972,1.0,0.8407004830917875,18.0,11.0,2.9019116249187327e-54,0.1398280193236715,1.5220299470218112e-14,0.6698955759541111,0.8417870338144788,-0.9286494124713623,-1.087550123837292,0.9882678993013895,2.0,0.3295207555636316,-0.034122073068040125,1.0,4.0,0.030303030303030304,3.0,0.14894762213015325,2.0,1.0,-0.16666666666666663,0.16666666666666674,0.1632087494740894,4.0,1.8617711005512603,0.0,0.0,1.1780972450962501,1.2363998579790072
2022-07-01,897.6508758011352,America_Central_E_Caribe,2022,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,785.3080349451972,625.379696196991,600.2383841049464,685.4048488963546,897.6508758011352,1.0,0.8949864498644986,17.0,10.0,3.238721591353104e-55,0.04392960662525878,1.9095345303067423e-14,0.008809427325848104,0.14050302058041386,-0.9286494124713626,-1.0875501238372922,0.9195163864067551,2.0,0.32190952943540274,0.05422006247957439,1.0,4.0,0.046831955922865015,3.0,0.14809861341116168,2.0,1.0,-0.20833333333333337,0.08333333333333326,0.12304447141400857,4.0,1.8242473519705933,0.0,0.0,1.1780972450962501,1.2313060142034604
2022-08-01,720.1181203524035,America_Central_E_Caribe,2022,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,897.6508758011352,785.3080349451972,625.379696196991,632.5353790640161,720.1181203524035,1.0,0.7383966244725738,16.0,21.0,2.1001613857998102e-54,0.03705533596837945,1.7475206449719035e-14,0.06277533039647576,0.1981731992137819,-0.9286494124713643,-1.087550123837294,0.9732799373486785,2.0,0.3611389029515547,0.28604124005572,1.0,4.0,0.030303030303030304,3.0,0.11860695119079705,3.0,1.0,0.125,0.0,0.03507951628691732,4.0,1.8617711005512603,0.0,0.0,0.981747704246875,1.3093311709629216
2022-09-01,634.2333890430191,America_Central_E_Caribe,2022,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,720.1181203524035,897.6508758011352,785.3080349451972,706.5346358367649,634.2333890430191,1.0,0.8400205761316872,15.0,20.0,9.988352030469644e-56,0.007666666666666667,1.5357195702850382e-14,0.1085271317829458,0.41007556169578263,-0.9286494124713643,-1.087550123837294,0.9499892925457452,2.0,0.3611389029515547,0.12202688176343734,1.0,4.0,0.06336088154269973,3.0,0.11735632069899664,3.0,1.0,0.04166666666666674,-0.08333333333333337,0.03971029250727264,4.0,1.8815113907565904,0.0,0.0,0.981747704246875,1.2282585274927573
2022-10-01,803.8717411681844,America_Central_E_Caribe,2022,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,634.2333890430191,720.1181203524035,897.6508758011352,600.2383841049464,803.8717411681844,1.0,0.8620931537598204,14.0,19.0,9.793725291382383e-55,0.0017566974088713218,9.809470157274686e-15,-0.028669724770642276,0.17406292017134037,-0.9286494124713646,-1.0875501238372942,0.996589908251738,2.0,0.32190952943540263,-0.06027513171303749,1.0,4.0,0.030303030303030304,3.0,0.11882406083812132,3.0,1.0,-0.04166666666666663,0.16666666666666674,0.07162149461440658,4.0,1.8242473519705933,0.0,0.0,0.981747704246875,1.26902480382272
2022-11-01,948.444864780642,America_Central_E_Caribe,2022,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,803.8717411681844,634.2333890430191,720.1181203524035,625.379696196991,948.444864780642,1.0,0.86489898989899,13.0,18.0,2.124436874278934e-55,0.0,1.3752311270944702e-14,0.11003439112167816,0.14975850025717924,-0.9286494124713626,-1.0875501238372922,0.8895594742715628,2.0,0.32190952943540263,0.001203810244622678,1.0,4.0,0.046831955922865015,3.0,0.11775329597679869,3.0,1.0,-0.08333333333333337,0.08333333333333326,0.05847166960909417,4.0,1.8617711005512603,0.0,0.0,1.1780972450962501,1.234090411602165
2022-12-01,801.9838699041832,America_Central_E_Caribe,2022,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,948.444864780642,803.8717411681844,634.2333890430191,785.3080349451972,801.9838699041832,1.0,0.8504273504273504,24.0,17.0,3.021834030351194e-55,0.03277591973244146,1.7701319790970167e-14,0.23737174572585468,0.2532199546485263,-0.9286494124713626,-1.0875501238372922,0.8913746046450627,2.0,0.3470119012763879,0.20493413133927674,1.0,4.0,0.030303030303030304,3.0,0.11753643011604119,2.0,1.0,0.33333333333333326,0.0,0.1323903176440748,4.0,1.8617711005512603,0.0,0.0,1.374446785945625,1.2591952938675457
2023-01-01,685.4048488963546,America_Central_E_Caribe,2023,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,801.9838699041832,948.444864780642,803.8717411681844,897.6508758011352,685.4048488963546,1.0,0.8137755102040816,11.0,16.0,1.2386468506762105e-54,0.0002378298030471943,1.9541089671750437e-14,-0.3142936453614282,0.320536803340214,-0.9286494124713626,-1.0875501238372922,0.9769064327583512,2.0,0.3611389029515546,0.1534578019627392,1.0,4.0,0.06336088154269973,3.0,0.11609142458482839,2.0,1.0,0.25,-0.08333333333333337,0.1875014531787777,4.0,1.8617711005512603,0.0,0.0,1.1780972450962501,1.2589100288244166
2023-02-01,632.5353790640161,America_Central_E_Caribe,2023,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,685.4048488963546,801.9838699041832,948.444864780642,720.1181203524035,632.5353790640161,1.0,0.9154704944178629,22.0,15.0,1.4865088737539674e-54,0.008729752770673485,2.3851703667591675e-14,0.0661714721786109,0.24532257426525844,-0.9286494124713657,-1.0875501238372953,0.9314938549612355,2.0,0.381776479075309,0.10597163429202909,1.0,4.0,0.030303030303030304,3.0,0.1467750033144497,2.0,1.0,0.16666666666666674,-0.125,0.14164339260402403,4.0,1.8815113907565904,0.0,0.0,1.1780972450962501,1.2989872246445506
2023-03-01,706.5346358367649,America_Central_E_Caribe,2023,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,632.5353790640161,685.4048488963546,801.9838699041832,634.2333890430191,706.5346358367649,1.0,0.8210116731517509,9.0,14.0,1.6308352752035678e-54,0.0418614526555964,1.905888553421354e-14,0.04411688813414017,0.2618147448015123,-0.9286494124713626,-1.0875501238372922,0.9425773142270932,2.0,0.39590348075047566,0.0876928378177844,1.0,4.0,0.06336088154269973,3.0,0.1773565865982426,4.0,1.0,0.08333333333333326,0.08333333333333326,0.07860985173197642,4.0,1.8617711005512603,0.0,0.0,1.1780972450962501,1.3529848664850992
2023-04-01,600.2383841049464,America_Central_E_Caribe,2023,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,706.5346358367649,632.5353790640161,685.4048488963546,803.8717411681844,600.2383841049464,1.0,0.6921027131782946,20.0,13.0,1.6264535826963216e-54,0.08251493921285803,1.960878652549436e-14,0.5414986025563597,1.116979513170775,-0.9286494124713626,-1.0875501238372922,0.9376263568587765,2.0,0.40351470687870455,0.14078617746682887,1.0,4.0,0.030303030303030304,3.0,0.17815930050221804,4.0,1.0,0.0,0.0,0.07054864815164454,4.0,1.8815113907565904,0.0,0.0,1.1780972450962501,1.322447893883347
2023-05-01,625.379696196991,America_Central_E_Caribe,2023,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,600.2383841049464,706.5346358367649,632.5353790640161,948.444864780642,625.379696196991,1.0,0.8970944309927361,19.0,12.0,1.1598510028259678e-54,0.012971014492753624,2.5073206487997993e-14,0.41276595744680855,0.35937932525951555,-0.9286494124713623,-1.087550123837292,0.8849369300193899,2.0,0.39590348075047566,0.10056158321273317,1.0,4.0,0.06336088154269973,3.0,0.17810475475785167,2.0,1.0,-0.08333333333333337,0.04166666666666674,0.09081797991699786,4.0,1.8242473519705933,0.0,0.0,1.374446785945625,1.238238040380413
2023-06-01,819.0,America_Central_E_Caribe,2023,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,625.379696196991,600.2383841049464,706.5346358367649,801.9838699041832,785.3080349451972,1.0,0.8407004830917875,18.0,11.0,2.9019116249187327e-54,0.1398280193236715,1.5220299470218112e-14,0.6698955759541111,0.8417870338144788,-0.9286494124713623,-1.087550123837292,0.9882678993013895,2.0,0.3295207555636316,-0.034122073068040125,1.0,4.0,0.030303030303030304,3.0,0.14894762213015325,2.0,1.0,-0.16666666666666663,0.16666666666666674,0.1632087494740894,4.0,1.8617711005512603,0.0,0.0,1.1780972450962501,1.2363998579790072
2023-07-01,1065.0,America_Central_E_Caribe,2023,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,819.0,625.379696196991,600.2383841049464,685.4048488963546,897.6508758011352,1.0,1.0,5.0,22.0,1.6395240429378984e-54,1.0,1.4765966227514582e-14,0.12111303541295121,0.24386671791099773,-0.934122493652971,-1.0917844508780514,0.8970729672475714,2.0,0.3817764790753089,0.15525134273359842,1.0,4.0,0.046831955922865015,3.0,0.14741704273791087,4.0,1.0,-0.08333333333333337,0.08333333333333326,0.10904397727268964,4.0,1.9595685170067054,0.0,0.0,1.1780972450962501,1.2394258793392645
