Continente;cod continente;País;cod pais;UF;cod uf;Via;cod via;ano;Mês;cod mes;Chegadas
África;1;Angola;6;Acre;1;Fluvial;4;2018;março;3;0
África;1;Angola;6;Acre;1;Fluvial;4;2018;abril;4;0
África;1;Angola;6;Acre;1;Fluvial;4;2018;maio;5;0
África;1;Angola;6;Acre;1;Fluvial;4;2018;junho;6;0
África;1;Angola;6;Acre;1;Fluvial;4;2018;julho;7;0
África;1;Angola;6;Acre;1;Fluvial;4;2018;agosto;8;0
África;1;Angola;6;Acre;1;Fluvial;4;2018;setembro;9;0
África;1;Angola;6;Acre;1;Fluvial;4;2018;outubro;10;0
África;1;Angola;6;Acre;1;Fluvial;4;2018;novembro;11;0
África;1;Angola;6;Acre;1;Fluvial;4;2018;dezembro;12;0
Ásia;5;Arábia Saudita;9;Acre;1;Fluvial;4;2018;janeiro;1;0
Ásia;5;Arábia Saudita;9;Acre;1;Fluvial;4;2018;fevereiro;2;0
Ásia;5;Arábia Saudita;9;Acre;1;Fluvial;4;2018;março;3;0
Ásia;5;Arábia Saudita;9;Acre;1;Fluvial;4;2018;abril;4;0
Ásia;5;Arábia Saudita;9;Acre;1;Fluvial;4;2018;maio;5;0
Ásia;5;Arábia Saudita;9;Acre;1;Fluvial;4;2018;junho;6;0
Ásia;5;Arábia Saudita;9;Acre;1;Fluvial;4;2018;julho;7;0
Ásia;5;Arábia Saudita;9;Acre;1;Fluvial;4;2018;agosto;8;0
Ásia;5;Arábia Saudita;9;Acre;1;Fluvial;4;2018;setembro;9;0
Ásia;5;Arábia Saudita;9;Acre;1;Fluvial;4;2018;outubro;10;0
Ásia;5;Arábia Saudita;9;Acre;1;Fluvial;4;2018;novembro;11;0
Ásia;5;Arábia Saudita;9;Acre;1;Fluvial;4;2018;dezembro;12;0
América do Sul;4;Argentina;11;Acre;1;Fluvial;4;2018;janeiro;1;0
América do Sul;4;Argentina;11;Acre;1;Fluvial;4;2018;fevereiro;2;0
América do Sul;4;Argentina;11;Acre;1;Fluvial;4;2018;março;3;0
América do Sul;4;Argentina;11;Acre;1;Fluvial;4;2018;abril;4;0
América do Sul;4;Argentina;11;Acre;1;Fluvial;4;2018;maio;5;0
América do Sul;4;Argentina;11;Acre;1;Fluvial;4;2018;junho;6;0
América do Sul;4;Argentina;11;Acre;1;Fluvial;4;2018;julho;7;0
América do Sul;4;Argentina;11;Acre;1;Fluvial;4;2018;agosto;8;0
América do Sul;4;Argentina;11;Acre;1;Fluvial;4;2018;setembro;9;0
América do Sul;4;Argentina;11;Acre;1;Fluvial;4;2018;outubro;10;0
América do Sul;4;Argentina;11;Acre;1;Fluvial;4;2018;novembro;11;0
América do Sul;4;Argentina;11;Acre;1;Fluvial;4;2018;dezembro;12;0
Oceania;7;Austrália;14;Acre;1;Fluvial;4;2018;janeiro;1;0
Oceania;7;Austrália;14;Acre;1;Fluvial;4;2018;fevereiro;2;0
Oceania;7;Austrália;14;Acre;1;Fluvial;4;2018;março;3;0
Oceania;7;Austrália;14;Acre;1;Fluvial;4;2018;abril;4;0
Oceania;7;Austrália;14;Acre;1;Fluvial;4;2018;maio;5;0
Oceania;7;Austrália;14;Acre;1;Fluvial;4;2018;junho;6;0
Oceania;7;Austrália;14;Acre;1;Fluvial;4;2018;julho;7;0
Oceania;7;Austrália;14;Acre;1;Fluvial;4;2018;agosto;8;0
Oceania;7;Austrália;14;Acre;1;Fluvial;4;2018;setembro;9;0
Oceania;7;Austrália;14;Acre;1;Fluvial;4;2018;outubro;10;0
Oceania;7;Austrália;14;Acre;1;Fluvial;4;2018;novembro;11;0
Oceania;7;Austrália;14;Acre;1;Fluvial;4;2018;dezembro;12;0
Europa;6;Áustria;15;Acre;1;Fluvial;4;2018;janeiro;1;0
Europa;6;Áustria;15;Acre;1;Fluvial;4;2018;fevereiro;2;0
Europa;6;Áustria;15;Acre;1;Fluvial;4;2018;março;3;0
Europa;6;Áustria;15;Acre;1;Fluvial;4;2018;abril;4;0
Europa;6;Áustria;15;Acre;1;Fluvial;4;2018;maio;5;0
Europa;6;Áustria;15;Acre;1;Fluvial;4;2018;junho;6;0
Europa;6;Áustria;15;Acre;1;Fluvial;4;2018;julho;7;0
Europa;6;Áustria;15;Acre;1;Fluvial;4;2018;agosto;8;0
Europa;6;Áustria;15;Acre;1;Fluvial;4;2018;setembro;9;0
Europa;6;Áustria;15;Acre;1;Fluvial;4;2018;outubro;10;0
Europa;6;Áustria;15;Acre;1;Fluvial;4;2018;novembro;11;0
Europa;6;Áustria;15;Acre;1;Fluvial;4;2018;dezembro;12;0
Ásia;5;Bangladesh;18;Acre;1;Fluvial;4;2018;janeiro;1;0
Ásia;5;Bangladesh;18;Acre;1;Fluvial;4;2018;fevereiro;2;0
Ásia;5;Bangladesh;18;Acre;1;Fluvial;4;2018;março;3;0
Ásia;5;Bangladesh;18;Acre;1;Fluvial;4;2018;abril;4;0
Ásia;5;Bangladesh;18;Acre;1;Fluvial;4;2018;maio;5;0
Ásia;5;Bangladesh;18;Acre;1;Fluvial;4;2018;junho;6;0
Ásia;5;Bangladesh;18;Acre;1;Fluvial;4;2018;julho;7;0
Ásia;5;Bangladesh;18;Acre;1;Fluvial;4;2018;agosto;8;0
Ásia;5;Bangladesh;18;Acre;1;Fluvial;4;2018;setembro;9;0
Ásia;5;Bangladesh;18;Acre;1;Fluvial;4;2018;outubro;10;0
Ásia;5;Bangladesh;18;Acre;1;Fluvial;4;2018;novembro;11;0
Ásia;5;Bangladesh;18;Acre;1;Fluvial;4;2018;dezembro;12;0
Europa;6;Bélgica;21;Acre;1;Fluvial;4;2018;janeiro;1;0
Europa;6;Bélgica;21;Acre;1;Fluvial;4;2018;fevereiro;2;0
Europa;6;Bélgica;21;Acre;1;Fluvial;4;2018;março;3;0
Europa;6;Bélgica;21;Acre;1;Fluvial;4;2018;abril;4;0
Europa;6;Bélgica;21;Acre;1;Fluvial;4;2018;maio;5;0
Europa;6;Bélgica;21;Acre;1;Fluvial;4;2018;junho;6;1
Europa;6;Bélgica;21;Acre;1;Fluvial;4;2018;julho;7;1
Europa;6;Bélgica;21;Acre;1;Fluvial;4;2018;agosto;8;0
Europa;6;Bélgica;21;Acre;1;Fluvial;4;2018;setembro;9;0
Europa;6;Bélgica;21;Acre;1;Fluvial;4;2018;outubro;10;0
Europa;6;Bélgica;21;Acre;1;Fluvial;4;2018;novembro;11;1
Europa;6;Bélgica;21;Acre;1;Fluvial;4;2018;dezembro;12;0
América do Sul;4;Bolívia;26;Acre;1;Fluvial;4;2018;janeiro;1;0
América do Sul;4;Bolívia;26;Acre;1;Fluvial;4;2018;fevereiro;2;0
América do Sul;4;Bolívia;26;Acre;1;Fluvial;4;2018;março;3;0
América do Sul;4;Bolívia;26;Acre;1;Fluvial;4;2018;abril;4;0
América do Sul;4;Bolívia;26;Acre;1;Fluvial;4;2018;maio;5;0
América do Sul;4;Bolívia;26;Acre;1;Fluvial;4;2018;junho;6;1
América do Sul;4;Bolívia;26;Acre;1;Fluvial;4;2018;julho;7;1
América do Sul;4;Bolívia;26;Acre;1;Fluvial;4;2018;agosto;8;0
América do Sul;4;Bolívia;26;Acre;1;Fluvial;4;2018;setembro;9;0
América do Sul;4;Bolívia;26;Acre;1;Fluvial;4;2018;outubro;10;0
América do Sul;4;Bolívia;26;Acre;1;Fluvial;4;2018;novembro;11;0
América do Sul;4;Bolívia;26;Acre;1;Fluvial;4;2018;dezembro;12;0
Europa;6;Bulgária;31;Acre;1;Fluvial;4;2018;janeiro;1;0
Europa;6;Bulgária;31;Acre;1;Fluvial;4;2018;fevereiro;2;0
Europa;6;Bulgária;31;Acre;1;Fluvial;4;2018;março;3;0
Europa;6;Bulgária;31;Acre;1;Fluvial;4;2018;abril;4;0
Europa;6;Bulgária;31;Acre;1;Fluvial;4;2018;maio;5;0
Europa;6;Bulgária;31;Acre;1;Fluvial;4;2018;junho;6;0
Europa;6;Bulgária;31;Acre;1;Fluvial;4;2018;julho;7;0
Europa;6;Bulgária;31;Acre;1;Fluvial;4;2018;agosto;8;0
Europa;6;Bulgária;31;Acre;1;Fluvial;4;2018;setembro;9;0
Europa;6;Bulgária;31;Acre;1;Fluvial;4;2018;outubro;10;0
Europa;6;Bulgária;31;Acre;1;Fluvial;4;2018;novembro;11;0
Europa;6;Bulgária;31;Acre;1;Fluvial;4;2018;dezembro;12;0
África;1;Cabo Verde;35;Acre;1;Fluvial;4;2018;janeiro;1;0
África;1;Cabo Verde;35;Acre;1;Fluvial;4;2018;fevereiro;2;0
África;1;Cabo Verde;35;Acre;1;Fluvial;4;2018;março;3;0
África;1;Cabo Verde;35;Acre;1;Fluvial;4;2018;abril;4;0
África;1;Cabo Verde;35;Acre;1;Fluvial;4;2018;maio;5;0
África;1;Cabo Verde;35;Acre;1;Fluvial;4;2018;junho;6;0
África;1;Cabo Verde;35;Acre;1;Fluvial;4;2018;julho;7;0
África;1;Cabo Verde;35;Acre;1;Fluvial;4;2018;agosto;8;0
África;1;Cabo Verde;35;Acre;1;Fluvial;4;2018;setembro;9;0
África;1;Cabo Verde;35;Acre;1;Fluvial;4;2018;outubro;10;0
África;1;Cabo Verde;35;Acre;1;Fluvial;4;2018;novembro;11;0
África;1;Cabo Verde;35;Acre;1;Fluvial;4;2018;dezembro;12;0
América do Norte;3;Canadá;38;Acre;1;Fluvial;4;2018;janeiro;1;0
América do Norte;3;Canadá;38;Acre;1;Fluvial;4;2018;fevereiro;2;0
América do Norte;3;Canadá;38;Acre;1;Fluvial;4;2018;março;3;0
América do Norte;3;Canadá;38;Acre;1;Fluvial;4;2018;abril;4;0
América do Norte;3;Canadá;38;Acre;1;Fluvial;4;2018;maio;5;0
América do Norte;3;Canadá;38;Acre;1;Fluvial;4;2018;junho;6;0
América do Norte;3;Canadá;38;Acre;1;Fluvial;4;2018;julho;7;0
América do Norte;3;Canadá;38;Acre;1;Fluvial;4;2018;agosto;8;0
América do Norte;3;Canadá;38;Acre;1;Fluvial;4;2018;setembro;9;0
América do Norte;3;Canadá;38;Acre;1;Fluvial;4;2018;outubro;10;0
América do Norte;3;Canadá;38;Acre;1;Fluvial;4;2018;novembro;11;0
América do Norte;3;Canadá;38;Acre;1;Fluvial;4;2018;dezembro;12;0
América do Sul;4;Chile;42;Acre;1;Fluvial;4;2018;janeiro;1;0
América do Sul;4;Chile;42;Acre;1;Fluvial;4;2018;fevereiro;2;0
América do Sul;4;Chile;42;Acre;1;Fluvial;4;2018;março;3;0
América do Sul;4;Chile;42;Acre;1;Fluvial;4;2018;abril;4;0
América do Sul;4;Chile;42;Acre;1;Fluvial;4;2018;maio;5;0
América do Sul;4;Chile;42;Acre;1;Fluvial;4;2018;junho;6;0
América do Sul;4;Chile;42;Acre;1;Fluvial;4;2018;julho;7;0
América do Sul;4;Chile;42;Acre;1;Fluvial;4;2018;agosto;8;0
América do Sul;4;Chile;42;Acre;1;Fluvial;4;2018;setembro;9;0
América do Sul;4;Chile;42;Acre;1;Fluvial;4;2018;outubro;10;0
América do Sul;4;Chile;42;Acre;1;Fluvial;4;2018;novembro;11;0
América do Sul;4;Chile;42;Acre;1;Fluvial;4;2018;dezembro;12;0
Ásia;5;China;43;Acre;1;Fluvial;4;2018;janeiro;1;0
Ásia;5;China;43;Acre;1;Fluvial;4;2018;fevereiro;2;0
Ásia;5;China;43;Acre;1;Fluvial;4;2018;março;3;0
Ásia;5;China;43;Acre;1;Fluvial;4;2018;abril;4;0
Ásia;5;China;43;Acre;1;Fluvial;4;2018;maio;5;0
Ásia;5;China;43;Acre;1;Fluvial;4;2018;junho;6;0
Ásia;5;China;43;Acre;1;Fluvial;4;2018;julho;7;0
Ásia;5;China;43;Acre;1;Fluvial;4;2018;agosto;8;0
Ásia;5;China;43;Acre;1;Fluvial;4;2018;setembro;9;0
Ásia;5;China;43;Acre;1;Fluvial;4;2018;outubro;10;0
Ásia;5;China;43;Acre;1;Fluvial;4;2018;novembro;11;0
Ásia;5;China;43;Acre;1;Fluvial;4;2018;dezembro;12;0
Ásia;5;China, Hong Kong;44;Acre;1;Fluvial;4;2018;janeiro;1;0
Ásia;5;China, Hong Kong;44;Acre;1;Fluvial;4;2018;fevereiro;2;0
Ásia;5;China, Hong Kong;44;Acre;1;Fluvial;4;2018;março;3;0
Ásia;5;China, Hong Kong;44;Acre;1;Fluvial;4;2018;abril;4;0
Ásia;5;China, Hong Kong;44;Acre;1;Fluvial;4;2018;maio;5;0
Ásia;5;China, Hong Kong;44;Acre;1;Fluvial;4;2018;junho;6;0
Ásia;5;China, Hong Kong;44;Acre;1;Fluvial;4;2018;julho;7;0
Ásia;5;China, Hong Kong;44;Acre;1;Fluvial;4;2018;agosto;8;0
Ásia;5;China, Hong Kong;44;Acre;1;Fluvial;4;2018;setembro;9;0
Ásia;5;China, Hong Kong;44;Acre;1;Fluvial;4;2018;outubro;10;0
Ásia;5;China, Hong Kong;44;Acre;1;Fluvial;4;2018;novembro;11;0
Ásia;5;China, Hong Kong;44;Acre;1;Fluvial;4;2018;dezembro;12;0
Ásia;5;Cingapura;47;Acre;1;Fluvial;4;2018;janeiro;1;0
Ásia;5;Cingapura;47;Acre;1;Fluvial;4;2018;fevereiro;2;0
Ásia;5;Cingapura;47;Acre;1;Fluvial;4;2018;março;3;0
Ásia;5;Cingapura;47;Acre;1;Fluvial;4;2018;abril;4;0
Ásia;5;Cingapura;47;Acre;1;Fluvial;4;2018;maio;5;0
Ásia;5;Cingapura;47;Acre;1;Fluvial;4;2018;junho;6;0
Ásia;5;Cingapura;47;Acre;1;Fluvial;4;2018;julho;7;0
Ásia;5;Cingapura;47;Acre;1;Fluvial;4;2018;agosto;8;0
Ásia;5;Cingapura;47;Acre;1;Fluvial;4;2018;setembro;9;0
Ásia;5;Cingapura;47;Acre;1;Fluvial;4;2018;outubro;10;0
Ásia;5;Cingapura;47;Acre;1;Fluvial;4;2018;novembro;11;0
Ásia;5;Cingapura;47;Acre;1;Fluvial;4;2018;dezembro;12;0
América do Sul;4;Colômbia;48;Acre;1;Fluvial;4;2018;janeiro;1;0
América do Sul;4;Colômbia;48;Acre;1;Fluvial;4;2018;fevereiro;2;0
América do Sul;4;Colômbia;48;Acre;1;Fluvial;4;2018;março;3;0
América do Sul;4;Colômbia;48;Acre;1;Fluvial;4;2018;abril;4;0
América do Sul;4;Colômbia;48;Acre;1;Fluvial;4;2018;maio;5;0
América do Sul;4;Colômbia;48;Acre;1;Fluvial;4;2018;junho;6;0
América do Sul;4;Colômbia;48;Acre;1;Fluvial;4;2018;julho;7;0
América do Sul;4;Colômbia;48;Acre;1;Fluvial;4;2018;agosto;8;0
América do Sul;4;Colômbia;48;Acre;1;Fluvial;4;2018;setembro;9;0
América do Sul;4;Colômbia;48;Acre;1;Fluvial;4;2018;outubro;10;0
América do Sul;4;Colômbia;48;Acre;1;Fluvial;4;2018;novembro;11;0
América do Sul;4;Colômbia;48;Acre;1;Fluvial;4;2018;dezembro;12;0
América Central e Caribe;2;Costa Rica;53;Acre;1;Fluvial;4;2018;janeiro;1;0
América Central e Caribe;2;Costa Rica;53;Acre;1;Fluvial;4;2018;fevereiro;2;0
América Central e Caribe;2;Costa Rica;53;Acre;1;Fluvial;4;2018;março;3;0
América Central e Caribe;2;Costa Rica;53;Acre;1;Fluvial;4;2018;abril;4;0
América Central e Caribe;2;Costa Rica;53;Acre;1;Fluvial;4;2018;maio;5;0
América Central e Caribe;2;Costa Rica;53;Acre;1;Fluvial;4;2018;junho;6;0
América Central e Caribe;2;Costa Rica;53;Acre;1;Fluvial;4;2018;julho;7;0
América Central e Caribe;2;Costa Rica;53;Acre;1;Fluvial;4;2018;agosto;8;0
América Central e Caribe;2;Costa Rica;53;Acre;1;Fluvial;4;2018;setembro;9;0
América Central e Caribe;2;Costa Rica;53;Acre;1;Fluvial;4;2018;outubro;10;0
América Central e Caribe;2;Costa Rica;53;Acre;1;Fluvial;4;2018;novembro;11;0
América Central e Caribe;2;Costa Rica;53;Acre;1;Fluvial;4;2018;dezembro;12;0
Europa;6;Croácia;54;Acre;1;Fluvial;4;2018;janeiro;1;0
Europa;6;Croácia;54;Acre;1;Fluvial;4;2018;fevereiro;2;0
Europa;6;Croácia;54;Acre;1;Fluvial;4;2018;março;3;0
Europa;6;Croácia;54;Acre;1;Fluvial;4;2018;abril;4;0
Europa;6;Croácia;54;Acre;1;Fluvial;4;2018;maio;5;0
Europa;6;Croácia;54;Acre;1;Fluvial;4;2018;junho;6;0
Europa;6;Croácia;54;Acre;1;Fluvial;4;2018;julho;7;0
Europa;6;Croácia;54;Acre;1;Fluvial;4;2018;agosto;8;0
Europa;6;Croácia;54;Acre;1;Fluvial;4;2018;setembro;9;0
Europa;6;Croácia;54;Acre;1;Fluvial;4;2018;outubro;10;0
Europa;6;Croácia;54;Acre;1;Fluvial;4;2018;novembro;11;0
Europa;6;Croácia;54;Acre;1;Fluvial;4;2018;dezembro;12;0
América Central e Caribe;2;Cuba;55;Acre;1;Fluvial;4;2018;janeiro;1;0
América Central e Caribe;2;Cuba;55;Acre;1;Fluvial;4;2018;fevereiro;2;0
América Central e Caribe;2;Cuba;55;Acre;1;Fluvial;4;2018;março;3;0
América Central e Caribe;2;Cuba;55;Acre;1;Fluvial;4;2018;abril;4;0
América Central e Caribe;2;Cuba;55;Acre;1;Fluvial;4;2018;maio;5;0
América Central e Caribe;2;Cuba;55;Acre;1;Fluvial;4;2018;junho;6;0
América Central e Caribe;2;Cuba;55;Acre;1;Fluvial;4;2018;julho;7;0
América Central e Caribe;2;Cuba;55;Acre;1;Fluvial;4;2018;agosto;8;0
América Central e Caribe;2;Cuba;55;Acre;1;Fluvial;4;2018;setembro;9;0
América Central e Caribe;2;Cuba;55;Acre;1;Fluvial;4;2018;outubro;10;0
América Central e Caribe;2;Cuba;55;Acre;1;Fluvial;4;2018;novembro;11;0
América Central e Caribe;2;Cuba;55;Acre;1;Fluvial;4;2018;dezembro;12;0
Europa;6;Dinamarca;57;Acre;1;Fluvial;4;2018;janeiro;1;0
Europa;6;Dinamarca;57;Acre;1;Fluvial;4;2018;fevereiro;2;0
Europa;6;Dinamarca;57;Acre;1;Fluvial;4;2018;março;3;0
Europa;6;Dinamarca;57;Acre;1;Fluvial;4;2018;abril;4;0
Europa;6;Dinamarca;57;Acre;1;Fluvial;4;2018;maio;5;0
Europa;6;Dinamarca;57;Acre;1;Fluvial;4;2018;junho;6;0
Europa;6;Dinamarca;57;Acre;1;Fluvial;4;2018;julho;7;0
Europa;6;Dinamarca;57;Acre;1;Fluvial;4;2018;agosto;8;0
Europa;6;Dinamarca;57;Acre;1;Fluvial;4;2018;setembro;9;0
Europa;6;Dinamarca;57;Acre;1;Fluvial;4;2018;outubro;10;0
Europa;6;Dinamarca;57;Acre;1;Fluvial;4;2018;novembro;11;0
Europa;6;Dinamarca;57;Acre;1;Fluvial;4;2018;dezembro;12;0
África;1;Egito;60;Acre;1;Fluvial;4;2018;janeiro;1;0
África;1;Egito;60;Acre;1;Fluvial;4;2018;fevereiro;2;0
África;1;Egito;60;Acre;1;Fluvial;4;2018;março;3;0
África;1;Egito;60;Acre;1;Fluvial;4;2018;abril;4;0
África;1;Egito;60;Acre;1;Fluvial;4;2018;maio;5;0
África;1;Egito;60;Acre;1;Fluvial;4;2018;junho;6;0
África;1;Egito;60;Acre;1;Fluvial;4;2018;julho;7;0
África;1;Egito;60;Acre;1;Fluvial;4;2018;agosto;8;0
África;1;Egito;60;Acre;1;Fluvial;4;2018;setembro;9;0
África;1;Egito;60;Acre;1;Fluvial;4;2018;outubro;10;0
África;1;Egito;60;Acre;1;Fluvial;4;2018;novembro;11;0
África;1;Egito;60;Acre;1;Fluvial;4;2018;dezembro;12;0
América Central e Caribe;2;El Salvador;61;Acre;1;Fluvial;4;2018;janeiro;1;0
América Central e Caribe;2;El Salvador;61;Acre;1;Fluvial;4;2018;fevereiro;2;0
América Central e Caribe;2;El Salvador;61;Acre;1;Fluvial;4;2018;março;3;0
América Central e Caribe;2;El Salvador;61;Acre;1;Fluvial;4;2018;abril;4;0
América Central e Caribe;2;El Salvador;61;Acre;1;Fluvial;4;2018;maio;5;0
América Central e Caribe;2;El Salvador;61;Acre;1;Fluvial;4;2018;junho;6;0
América Central e Caribe;2;El Salvador;61;Acre;1;Fluvial;4;2018;julho;7;0
América Central e Caribe;2;El Salvador;61;Acre;1;Fluvial;4;2018;agosto;8;0
América Central e Caribe;2;El Salvador;61;Acre;1;Fluvial;4;2018;setembro;9;0
América Central e Caribe;2;El Salvador;61;Acre;1;Fluvial;4;2018;outubro;10;0
América Central e Caribe;2;El Salvador;61;Acre;1;Fluvial;4;2018;novembro;11;0
América Central e Caribe;2;El Salvador;61;Acre;1;Fluvial;4;2018;dezembro;12;0
América do Sul;4;Equador;63;Acre;1;Fluvial;4;2018;janeiro;1;0
América do Sul;4;Equador;63;Acre;1;Fluvial;4;2018;fevereiro;2;0
América do Sul;4;Equador;63;Acre;1;Fluvial;4;2018;março;3;0
América do Sul;4;Equador;63;Acre;1;Fluvial;4;2018;abril;4;0
América do Sul;4;Equador;63;Acre;1;Fluvial;4;2018;maio;5;0
América do Sul;4;Equador;63;Acre;1;Fluvial;4;2018;junho;6;0
América do Sul;4;Equador;63;Acre;1;Fluvial;4;2018;julho;7;0
América do Sul;4;Equador;63;Acre;1;Fluvial;4;2018;agosto;8;0
América do Sul;4;Equador;63;Acre;1;Fluvial;4;2018;setembro;9;0
América do Sul;4;Equador;63;Acre;1;Fluvial;4;2018;outubro;10;0
América do Sul;4;Equador;63;Acre;1;Fluvial;4;2018;novembro;11;0
América do Sul;4;Equador;63;Acre;1;Fluvial;4;2018;dezembro;12;0
Europa;6;Eslováquia;65;Acre;1;Fluvial;4;2018;janeiro;1;0
Europa;6;Eslováquia;65;Acre;1;Fluvial;4;2018;fevereiro;2;0
Europa;6;Eslováquia;65;Acre;1;Fluvial;4;2018;março;3;0
Europa;6;Eslováquia;65;Acre;1;Fluvial;4;2018;abril;4;0
Europa;6;Eslováquia;65;Acre;1;Fluvial;4;2018;maio;5;0
Europa;6;Eslováquia;65;Acre;1;Fluvial;4;2018;junho;6;0
Europa;6;Eslováquia;65;Acre;1;Fluvial;4;2018;julho;7;0
Europa;6;Eslováquia;65;Acre;1;Fluvial;4;2018;agosto;8;0
Europa;6;Eslováquia;65;Acre;1;Fluvial;4;2018;setembro;9;0
Europa;6;Eslováquia;65;Acre;1;Fluvial;4;2018;outubro;10;0
Europa;6;Eslováquia;65;Acre;1;Fluvial;4;2018;novembro;11;0
Europa;6;Eslováquia;65;Acre;1;Fluvial;4;2018;dezembro;12;0
Europa;6;Eslovênia;66;Acre;1;Fluvial;4;2018;janeiro;1;0
Europa;6;Eslovênia;66;Acre;1;Fluvial;4;2018;fevereiro;2;0
Europa;6;Eslovênia;66;Acre;1;Fluvial;4;2018;março;3;0
Europa;6;Eslovênia;66;Acre;1;Fluvial;4;2018;abril;4;0
Europa;6;Eslovênia;66;Acre;1;Fluvial;4;2018;maio;5;0
Europa;6;Eslovênia;66;Acre;1;Fluvial;4;2018;junho;6;0
Europa;6;Eslovênia;66;Acre;1;Fluvial;4;2018;julho;7;0
Europa;6;Eslovênia;66;Acre;1;Fluvial;4;2018;agosto;8;0
Europa;6;Eslovênia;66;Acre;1;Fluvial;4;2018;setembro;9;0
Europa;6;Eslovênia;66;Acre;1;Fluvial;4;2018;outubro;10;0
Europa;6;Eslovênia;66;Acre;1;Fluvial;4;2018;novembro;11;0
Europa;6;Eslovênia;66;Acre;1;Fluvial;4;2018;dezembro;12;0
Europa;6;Espanha;67;Acre;1;Fluvial;4;2018;janeiro;1;0
Europa;6;Espanha;67;Acre;1;Fluvial;4;2018;fevereiro;2;0
Europa;6;Espanha;67;Acre;1;Fluvial;4;2018;março;3;0
Europa;6;Espanha;67;Acre;1;Fluvial;4;2018;abril;4;0
Europa;6;Espanha;67;Acre;1;Fluvial;4;2018;maio;5;0
Europa;6;Espanha;67;Acre;1;Fluvial;4;2018;junho;6;0
Europa;6;Espanha;67;Acre;1;Fluvial;4;2018;julho;7;0
Europa;6;Espanha;67;Acre;1;Fluvial;4;2018;agosto;8;0
Europa;6;Espanha;67;Acre;1;Fluvial;4;2018;setembro;9;0
Europa;6;Espanha;67;Acre;1;Fluvial;4;2018;outubro;10;0
Europa;6;Espanha;67;Acre;1;Fluvial;4;2018;novembro;11;0
Europa;6;Espanha;67;Acre;1;Fluvial;4;2018;dezembro;12;0
América do Norte;3;Estados Unidos;68;Acre;1;Fluvial;4;2018;janeiro;1;0
América do Norte;3;Estados Unidos;68;Acre;1;Fluvial;4;2018;fevereiro;2;0
América do Norte;3;Estados Unidos;68;Acre;1;Fluvial;4;2018;março;3;0
América do Norte;3;Estados Unidos;68;Acre;1;Fluvial;4;2018;abril;4;0
América do Norte;3;Estados Unidos;68;Acre;1;Fluvial;4;2018;maio;5;0
América do Norte;3;Estados Unidos;68;Acre;1;Fluvial;4;2018;junho;6;0
América do Norte;3;Estados Unidos;68;Acre;1;Fluvial;4;2018;julho;7;0
América do Norte;3;Estados Unidos;68;Acre;1;Fluvial;4;2018;agosto;8;0
América do Norte;3;Estados Unidos;68;Acre;1;Fluvial;4;2018;setembro;9;0
América do Norte;3;Estados Unidos;68;Acre;1;Fluvial;4;2018;outubro;10;0
América do Norte;3;Estados Unidos;68;Acre;1;Fluvial;4;2018;novembro;11;0
América do Norte;3;Estados Unidos;68;Acre;1;Fluvial;4;2018;dezembro;12;0
Europa;6;Estônia;69;Acre;1;Fluvial;4;2018;janeiro;1;0
Europa;6;Estônia;69;Acre;1;Fluvial;4;2018;fevereiro;2;0
