ds,simulation,set,value
2017-09-01,sim_26,train,71926.81311182812
2017-10-01,sim_26,train,70257.98091696305
2017-11-01,sim_26,train,114726.4342312276
2017-12-01,sim_26,train,145163.6873607547
2018-01-01,sim_26,train,143096.82776247797
2018-02-01,sim_26,train,146709.2441888118
2018-03-01,sim_26,train,137114.92177985702
2018-04-01,sim_26,train,96178.56819087773
2018-05-01,sim_26,train,98548.11146370725
2018-06-01,sim_26,train,76040.31084779651
2018-07-01,sim_26,train,99961.81335590313
2018-08-01,sim_26,train,59514.56656889264
2018-09-01,sim_26,train,102415.69707426283
2018-10-01,sim_26,train,106072.80022867337
2018-11-01,sim_26,train,93448.58020206225
2018-12-01,sim_26,train,145449.59115131877
2019-01-01,sim_26,train,142598.60504799354
2019-02-01,sim_26,train,147543.0614880821
2019-03-01,sim_26,train,132096.8505202024
2019-04-01,sim_26,train,93195.60702017313
2019-05-01,sim_26,train,69992.32626606485
2019-06-01,sim_26,train,77572.64847659643
2019-07-01,sim_26,train,95391.17477542727
2019-08-01,sim_26,train,86079.5579705324
2019-09-01,sim_26,train,85135.12177672272
2019-10-01,sim_26,train,94254.26199540572
2019-11-01,sim_26,train,102169.31584665657
2019-12-01,sim_26,train,136866.92237349565
2020-01-01,sim_26,train,139713.12576031673
2020-02-01,sim_26,train,146594.23378759413
2020-03-01,sim_26,train,91220.26293415933
2020-04-01,sim_26,train,105442.32872681331
2020-05-01,sim_26,train,83422.84876674342
2020-06-01,sim_26,train,80358.26456026582
2020-07-01,sim_26,train,101497.84428290803
2020-08-01,sim_26,train,90116.76999502219
2020-09-01,sim_26,train,53166.94392336003
2020-10-01,sim_26,train,104272.93890690753
2020-11-01,sim_26,train,104202.80543040024
2020-12-01,sim_26,train,91774.9616446012
2021-01-01,sim_26,train,142894.61307408172
2021-02-01,sim_26,train,141012.99197301673
2021-03-01,sim_26,train,129831.61392227806
2021-04-01,sim_26,train,86783.72769124355
2021-05-01,sim_26,train,76854.78681371117
2021-06-01,sim_26,train,90499.31622818176
2021-07-01,sim_26,train,111189.29369760334
2021-08-01,sim_26,train,92848.53349350127
2021-09-01,sim_26,train,80982.24214302012
2021-10-01,sim_26,train,98847.82028426998
2021-11-01,sim_26,train,103908.39183807571
2021-12-01,sim_26,train,132297.32258367375
2022-01-01,sim_26,train,143425.9880498572
2022-02-01,sim_26,train,143129.19123640825
2022-03-01,sim_26,train,123856.64489496722
2022-04-01,sim_26,train,92461.77278158492
2022-05-01,sim_26,train,75411.61634995523
2022-06-01,sim_26,train,87149.52581686796
2022-07-01,sim_26,train,101562.30776508246
2022-08-01,sim_26,train,97188.0168826087
2022-09-01,sim_26,train,87106.05785309922
2022-10-01,sim_26,train,91103.53668427769
2022-11-01,sim_26,train,114628.8995991287
2022-12-01,sim_26,train,127804.93416355402
2023-01-01,sim_26,train,138749.07658569893
2023-02-01,sim_26,train,138419.43001733726
2023-03-01,sim_26,train,121592.41808768618
2023-04-01,sim_26,train,88325.0563984096
2023-05-01,sim_26,train,68531.05196950633
2023-06-01,sim_26,train,78553.05759003412
2023-07-01,sim_26,train,92022.73435352587
2023-08-01,sim_26,train,85262.1465461566
2023-09-01,sim_26,train,76660.74130509647
2023-10-01,sim_26,train,96634.19006507998
2023-11-01,sim_26,train,110932.93573999609
2023-12-01,sim_26,train,124562.67593436812
2024-01-01,sim_26,forecast,129506.87193307959
2024-02-01,sim_26,forecast,129958.55178559138
2024-03-01,sim_26,forecast,115738.22748646427
2024-04-01,sim_26,forecast,90960.83218755378
2024-05-01,sim_26,forecast,78436.53204947343
2024-06-01,sim_26,forecast,87542.34346053233
2024-07-01,sim_26,forecast,98229.30953763939
2024-08-01,sim_26,forecast,90605.24241822373
2024-09-01,sim_26,forecast,82149.27968705808
2024-10-01,sim_26,forecast,95812.07173982341
2024-11-01,sim_26,forecast,106115.41592759485
2024-12-01,sim_26,forecast,119882.52415227274
2000-01-01,sim_27,train,91610.91419742611
2000-02-01,sim_27,train,84966.42482279679
2000-03-01,sim_27,train,80780.11920631424
2000-04-01,sim_27,train,64856.492117036556
2000-05-01,sim_27,train,53268.57263232825
2000-06-01,sim_27,train,35849.86783889294
2000-07-01,sim_27,train,63874.498113294845
2000-08-01,sim_27,train,63803.4713449994
2000-09-01,sim_27,train,62479.48975107216
2000-10-01,sim_27,train,67147.44766208582
2000-11-01,sim_27,train,77343.98779558897
2000-12-01,sim_27,train,74621.99144091853
2001-01-01,sim_27,train,105828.86773555732
2001-02-01,sim_27,train,95093.73535267416
2001-03-01,sim_27,train,86176.79209891158
2001-04-01,sim_27,train,71103.20866722638
2001-05-01,sim_27,train,62450.736719286906
2001-06-01,sim_27,train,62520.54797938012
2001-07-01,sim_27,train,74360.33813785271
2001-08-01,sim_27,train,68497.82499360215
2001-09-01,sim_27,train,68856.56074135906
2001-10-01,sim_27,train,71857.5446371574
2001-11-01,sim_27,train,70512.29859848547
2001-12-01,sim_27,train,73424.40023991451
2002-01-01,sim_27,train,92330.96910262285
2002-02-01,sim_27,train,83274.91125517609
2002-03-01,sim_27,train,73380.02978297809
2002-04-01,sim_27,train,56789.62800257265
2002-05-01,sim_27,train,46746.52964630269
2002-06-01,sim_27,train,45019.14281657229
2002-07-01,sim_27,train,61288.3833340116
2002-08-01,sim_27,train,63284.035893566244
2002-09-01,sim_27,train,46034.4254069521
2002-10-01,sim_27,train,55085.61510367501
2002-11-01,sim_27,train,56420.638654650465
2002-12-01,sim_27,train,69571.19184246313
2003-01-01,sim_27,train,87713.02696467337
2003-02-01,sim_27,train,34904.01167761159
2003-03-01,sim_27,train,61154.48705611026
2003-04-01,sim_27,train,49737.48388692127
2003-05-01,sim_27,train,154063.4937614632
2003-06-01,sim_27,train,62635.82815505397
2003-07-01,sim_27,train,42101.51927217573
2003-08-01,sim_27,train,57594.22080998958
2003-09-01,sim_27,train,33175.00850799927
2003-10-01,sim_27,train,41408.869575671975
2003-11-01,sim_27,train,105950.094045386
2003-12-01,sim_27,train,48164.1417525734
2004-01-01,sim_27,train,87624.73652624799
2004-02-01,sim_27,train,82285.22557825735
2004-03-01,sim_27,train,75459.48123852658
2004-04-01,sim_27,train,46232.22875055688
2004-05-01,sim_27,train,38383.74977945151
2004-06-01,sim_27,train,39673.01490664105
2004-07-01,sim_27,train,53098.832580601666
2004-08-01,sim_27,train,63024.05587075048
2004-09-01,sim_27,train,63072.97614800319
2004-10-01,sim_27,train,69600.36247094788
2004-11-01,sim_27,train,68803.62656786619
2004-12-01,sim_27,train,86691.13820937528
2005-01-01,sim_27,train,102908.37084749606
2005-02-01,sim_27,train,91912.1979619186
2005-03-01,sim_27,train,79654.48780493718
2005-04-01,sim_27,train,67531.84829438248
2005-05-01,sim_27,train,58689.593143275364
2005-06-01,sim_27,train,55672.04373261571
2005-07-01,sim_27,train,66306.19034612157
2005-08-01,sim_27,train,58852.35554584925
2005-09-01,sim_27,train,57767.11533872674
2005-10-01,sim_27,train,66119.62454772374
2005-11-01,sim_27,train,65608.86392969827
2005-12-01,sim_27,train,80649.25251922011
2006-01-01,sim_27,train,102235.93171198716
2006-02-01,sim_27,train,93239.09878478447
2006-03-01,sim_27,train,74090.43428745917
2006-04-01,sim_27,train,65570.64102263103
2006-05-01,sim_27,train,53860.965806670334
2006-06-01,sim_27,train,46603.480930388556
2006-07-01,sim_27,train,60846.7958434207
2006-08-01,sim_27,train,49754.11506182886
2006-09-01,sim_27,train,48069.34423372004
2006-10-01,sim_27,train,53886.07249355469
2006-11-01,sim_27,train,63007.445584187386
2006-12-01,sim_27,train,74399.325990222
2007-01-01,sim_27,train,95470.37357264971
2007-02-01,sim_27,train,85412.82311799887
2007-03-01,sim_27,train,72888.94030837009
2007-04-01,sim_27,train,57280.879392557064
2007-05-01,sim_27,train,50292.06403683516
2007-06-01,sim_27,train,46508.94216047849
2007-07-01,sim_27,train,54453.57708136711
2007-08-01,sim_27,train,52712.78529144683
2007-09-01,sim_27,train,48222.44720463276
2007-10-01,sim_27,train,66880.1856383221
2007-11-01,sim_27,train,53211.8649565188
2007-12-01,sim_27,train,69447.74978872787
2008-01-01,sim_27,train,94106.17711210296
2008-02-01,sim_27,train,98927.97670194434
2008-03-01,sim_27,train,98773.85265192956
2008-04-01,sim_27,train,72252.18008754106
2008-05-01,sim_27,train,58090.164791295036
2008-06-01,sim_27,train,46333.95334242011
2008-07-01,sim_27,train,56755.937114713655
2008-08-01,sim_27,train,64466.49802398249
2008-09-01,sim_27,train,56642.98024000129
2008-10-01,sim_27,train,54446.452733481434
2008-11-01,sim_27,train,60609.72787772259
2008-12-01,sim_27,train,73859.9167344058
2009-01-01,sim_27,train,95397.42550377111
2009-02-01,sim_27,train,93621.9417892692
2009-03-01,sim_27,train,97551.82031373004
2009-04-01,sim_27,train,68597.17561136928
2009-05-01,sim_27,train,60872.03109489525
2009-06-01,sim_27,train,57291.739033905345
2009-07-01,sim_27,train,72666.86132093871
2009-08-01,sim_27,train,68232.79042336426
2009-09-01,sim_27,train,58202.623648812456
2009-10-01,sim_27,train,60295.841137112875
2009-11-01,sim_27,train,73852.50931042222
2009-12-01,sim_27,train,87315.29140829506
2010-01-01,sim_27,train,101905.8356590179
2010-02-01,sim_27,train,107007.39467963178
2010-03-01,sim_27,train,114193.04598294271
2010-04-01,sim_27,train,69205.74706795043
2010-05-01,sim_27,train,54371.833767419885
2010-06-01,sim_27,train,57060.77709480252
2010-07-01,sim_27,train,70471.29117229127
2010-08-01,sim_27,train,72625.24249332628
2010-09-01,sim_27,train,63791.81405149677
2010-10-01,sim_27,train,68252.4062715728
2010-11-01,sim_27,train,80546.30699924874
2010-12-01,sim_27,train,100522.02837877802
2011-01-01,sim_27,train,102383.29827644402
2011-02-01,sim_27,train,102467.16805219045
2011-03-01,sim_27,train,111863.22550403519
2011-04-01,sim_27,train,77309.95289717935
2011-05-01,sim_27,train,61766.296451648726
2011-06-01,sim_27,train,69562.17895801496
2011-07-01,sim_27,train,79551.02974774277
2011-08-01,sim_27,train,73406.53810276752
2011-09-01,sim_27,train,65425.5299058281
2011-10-01,sim_27,train,72854.68735401967
2011-11-01,sim_27,train,94199.30942652191
2011-12-01,sim_27,train,113140.37194743051
2012-01-01,sim_27,train,111372.52554034325
2012-02-01,sim_27,train,126394.02612555774
2012-03-01,sim_27,train,120089.1631023302
2012-04-01,sim_27,train,80806.89857077187
2012-05-01,sim_27,train,57250.89036432613
2012-06-01,sim_27,train,81359.2652589668
2012-07-01,sim_27,train,89760.12645512956
2012-08-01,sim_27,train,82273.86050312794
2012-09-01,sim_27,train,70896.62483153901
2012-10-01,sim_27,train,95010.6282255315
2012-11-01,sim_27,train,106065.45377059699
2012-12-01,sim_27,train,133678.90597506793
2013-01-01,sim_27,train,116939.70573994594
2013-02-01,sim_27,train,133912.16745727495
2013-03-01,sim_27,train,121522.20851078769
2013-04-01,sim_27,train,89728.19747634999
2013-05-01,sim_27,train,74551.52292305909
2013-06-01,sim_27,train,115624.67566899346
2013-07-01,sim_27,train,99130.65727346181
2013-08-01,sim_27,train,72587.30674171986
2013-09-01,sim_27,train,63267.06861572792
2013-10-01,sim_27,train,93118.23898568447
2013-11-01,sim_27,train,111115.44455319023
2013-12-01,sim_27,train,155645.54836265976
2014-01-01,sim_27,train,117866.13881148117
2014-02-01,sim_27,train,142175.256827431
2014-03-01,sim_27,train,131194.61319587816
2014-04-01,sim_27,train,99952.61882563625
2014-05-01,sim_27,train,93558.4829821988
2014-06-01,sim_27,train,134927.71829746725
2014-07-01,sim_27,train,138534.74634337836
2014-08-01,sim_27,train,114419.46740380854
2014-09-01,sim_27,train,90915.28961681484
2014-10-01,sim_27,train,132380.37373105006
2014-11-01,sim_27,train,133719.38701438732
2014-12-01,sim_27,train,176579.24969050687
2015-01-01,sim_27,train,128974.33781379664
2015-02-01,sim_27,train,143384.45865981453
2015-03-01,sim_27,train,125818.52861441456
2015-04-01,sim_27,train,101718.33440231769
2015-05-01,sim_27,train,88840.78850933665
2015-06-01,sim_27,train,130958.57912562478
2015-07-01,sim_27,train,127457.30528173145
2015-08-01,sim_27,train,111048.78266004447
2015-09-01,sim_27,train,76066.39746963998
2015-10-01,sim_27,train,109629.25528757887
2015-11-01,sim_27,train,118752.62491267022
2015-12-01,sim_27,train,164648.18689825258
2016-01-01,sim_27,train,129036.56024129188
2016-02-01,sim_27,train,154771.8277862918
2016-03-01,sim_27,train,141217.93024914042
2016-04-01,sim_27,train,102234.54626645257
2016-05-01,sim_27,train,91195.42114427494
2016-06-01,sim_27,train,101318.91770234094
2016-07-01,sim_27,train,128204.36493852809
2016-08-01,sim_27,train,130552.3366189665
2016-09-01,sim_27,train,100798.87916592817
2016-10-01,sim_27,train,117840.87819432015
2016-11-01,sim_27,train,118861.80001827164
2016-12-01,sim_27,train,168277.31450681319
2017-01-01,sim_27,train,142500.63750674477
2017-02-01,sim_27,train,155682.2975587999
2017-03-01,sim_27,train,150113.75375153316
2017-04-01,sim_27,train,101467.76735800006
2017-05-01,sim_27,train,81433.30073742055
2017-06-01,sim_27,train,76639.78983583022
2017-07-01,sim_27,train,104307.51657243259
2017-08-01,sim_27,train,111314.78305634002
2017-09-01,sim_27,train,82173.7709171404
2017-10-01,sim_27,train,97857.50258150676
2017-11-01,sim_27,train,103921.10537086427
2017-12-01,sim_27,train,146588.34563415762
2018-01-01,sim_27,train,133209.1364000269
2018-02-01,sim_27,train,141895.11114994483
2018-03-01,sim_27,train,132214.40856820167
2018-04-01,sim_27,train,109144.44131058805
2018-05-01,sim_27,train,70384.01823846943
2018-06-01,sim_27,train,73134.18294620581
2018-07-01,sim_27,train,99305.18783794518
2018-08-01,sim_27,train,110637.87922597451
2018-09-01,sim_27,train,95271.31755878835
2018-10-01,sim_27,train,99542.89183766274
2018-11-01,sim_27,train,101986.38321278052
2018-12-01,sim_27,train,142172.73553583928
2019-01-01,sim_27,train,140464.71480557128
2019-02-01,sim_27,train,148493.49776284205
2019-03-01,sim_27,train,134010.92227312946
2019-04-01,sim_27,train,91185.84560815677
2019-05-01,sim_27,train,78144.43903188866
2019-06-01,sim_27,train,83223.97639033063
2019-07-01,sim_27,train,91817.4949634862
2019-08-01,sim_27,train,90345.92338247279
2019-09-01,sim_27,train,77164.3915874309
2019-10-01,sim_27,train,94074.21064014635
2019-11-01,sim_27,train,100428.39447341101
2019-12-01,sim_27,train,149903.17430912697
2020-01-01,sim_27,train,127922.72925646379
2020-02-01,sim_27,train,137725.0107378143
2020-03-01,sim_27,train,140787.1855994758
2020-04-01,sim_27,train,89733.05664047637
2020-05-01,sim_27,train,79695.4126346708
2020-06-01,sim_27,train,98582.96101608576
2020-07-01,sim_27,train,102177.73509868773
2020-08-01,sim_27,train,97077.17573470864
2020-09-01,sim_27,train,80134.91456912014
2020-10-01,sim_27,train,97450.52750429664
2020-11-01,sim_27,train,98161.28391326922
2020-12-01,sim_27,train,133920.47503155342
2021-01-01,sim_27,train,135789.37152643717
2021-02-01,sim_27,train,142972.24327348196
2021-03-01,sim_27,train,136444.9044211359
2021-04-01,sim_27,train,97959.74119338932
2021-05-01,sim_27,train,83592.19821767662
2021-06-01,sim_27,train,87847.51459751917
2021-07-01,sim_27,train,94494.23554616651
2021-08-01,sim_27,train,88357.97459440514
2021-09-01,sim_27,train,86690.76443287867
2021-10-01,sim_27,train,96807.85082876023
2021-11-01,sim_27,train,102321.10558466533
2021-12-01,sim_27,train,129405.25982868917
2022-01-01,sim_27,train,143166.04664838797
2022-02-01,sim_27,train,137759.28360463947
2022-03-01,sim_27,train,128149.1627823186
2022-04-01,sim_27,train,87807.78354781363
2022-05-01,sim_27,train,78781.25492898228
2022-06-01,sim_27,train,87289.35613327028
2022-07-01,sim_27,train,110600.77150473499
2022-08-01,sim_27,train,91439.09643692341
2022-09-01,sim_27,train,81003.3557429031
2022-10-01,sim_27,train,99210.35486981594
2022-11-01,sim_27,train,107305.23444516942
2022-12-01,sim_27,train,129944.33291293199
2023-01-01,sim_27,train,122981.90907705254
2023-02-01,sim_27,train,120008.54422629504
2023-03-01,sim_27,train,111419.34365710783
2023-04-01,sim_27,train,93896.7499309761
2023-05-01,sim_27,train,83184.54922345796
2023-06-01,sim_27,train,85265.27459369802
2023-07-01,sim_27,train,97834.34172386579
2023-08-01,sim_27,train,92134.50525577823
2023-09-01,sim_27,train,80822.16527942324
2023-10-01,sim_27,train,93122.37936462832
2023-11-01,sim_27,train,109220.76785782602
2023-12-01,sim_27,train,120046.10242166914
2024-01-01,sim_27,forecast,122066.51928138705
2024-02-01,sim_27,forecast,120025.012539398
2024-03-01,sim_27,forecast,112638.08775077642
2024-04-01,sim_27,forecast,93137.68515530933
2024-05-01,sim_27,forecast,84495.6302395115
2024-06-01,sim_27,forecast,85683.73885142557
2024-07-01,sim_27,forecast,96925.39850653188
2024-08-01,sim_27,forecast,92951.5667422184
2024-09-01,sim_27,forecast,83766.5323395579
2024-10-01,sim_27,forecast,92736.41773898627
2024-11-01,sim_27,forecast,101942.4536957565
2024-12-01,sim_27,forecast,119269.88677254468
2000-01-01,sim_28,train,89681.51289968195
2000-02-01,sim_28,train,91694.21184146624
2000-03-01,sim_28,train,81782.2236110736
2000-04-01,sim_28,train,66422.52871789881
2000-05-01,sim_28,train,50393.292644658206
2000-06-01,sim_28,train,51965.523656529695
2000-07-01,sim_28,train,66649.26420463371
2000-08-01,sim_28,train,65413.4176362631
2000-09-01,sim_28,train,58530.431940291826
2000-10-01,sim_28,train,61632.68236480569
2000-11-01,sim_28,train,67307.63651545995
2000-12-01,sim_28,train,68945.37753208305
2001-01-01,sim_28,train,99810.65960194016
2001-02-01,sim_28,train,95423.2538304694
2001-03-01,sim_28,train,91222.61856896579
2001-04-01,sim_28,train,74809.97674149103
2001-05-01,sim_28,train,60650.28304966023
2001-06-01,sim_28,train,71848.6877132034
2001-07-01,sim_28,train,87106.67264042684
2001-08-01,sim_28,train,81561.50435119143
2001-09-01,sim_28,train,67498.01167607284
2001-10-01,sim_28,train,58173.06174833992
2001-11-01,sim_28,train,57793.36918807113
2001-12-01,sim_28,train,67868.03884355284
2002-01-01,sim_28,train,91047.7716787686
2002-02-01,sim_28,train,80012.42847474104
2002-03-01,sim_28,train,67441.02447010353
2002-04-01,sim_28,train,61868.28400721408
2002-05-01,sim_28,train,46422.68281862103
2002-06-01,sim_28,train,49072.661608935494
2002-07-01,sim_28,train,69665.27368591388
2002-08-01,sim_28,train,52276.10122136501
2002-09-01,sim_28,train,47878.19917800803
2002-10-01,sim_28,train,59726.621573515346
2002-11-01,sim_28,train,59880.450053786226
2002-12-01,sim_28,train,61575.72580463909
2003-01-01,sim_28,train,81796.22532163707
2003-02-01,sim_28,train,68663.45530728705
2003-03-01,sim_28,train,65019.19994364785
2003-04-01,sim_28,train,54771.081073548456
2003-05-01,sim_28,train,44867.612755293194
2003-06-01,sim_28,train,56122.60096502016
2003-07-01,sim_28,train,64396.12938533053
2003-08-01,sim_28,train,61764.208434244734
2003-09-01,sim_28,train,48809.9031009717
2003-10-01,sim_28,train,53020.13934042105
2003-11-01,sim_28,train,50164.70877024089
2003-12-01,sim_28,train,68365.96757405796
2004-01-01,sim_28,train,139961.2022605278
2004-02-01,sim_28,train,57080.53389625058
2004-03-01,sim_28,train,67331.08154805808
2004-04-01,sim_28,train,74891.26640471155
2004-05-01,sim_28,train,54550.73094997564
2004-06-01,sim_28,train,59147.99564837193
2004-07-01,sim_28,train,26836.361713627848
2004-08-01,sim_28,train,45593.9239260632
2004-09-01,sim_28,train,29612.73637557643
2004-10-01,sim_28,train,44262.070194258624
2004-11-01,sim_28,train,81718.92060738432
2004-12-01,sim_28,train,109737.14335693048
2005-01-01,sim_28,train,95437.7718558396
2005-02-01,sim_28,train,104117.92585249108
2005-03-01,sim_28,train,86484.83023189832
2005-04-01,sim_28,train,63858.006049276344
2005-05-01,sim_28,train,50186.78315120277
2005-06-01,sim_28,train,32429.81560304106
2005-07-01,sim_28,train,70561.96095281403
2005-08-01,sim_28,train,66360.62942059869
2005-09-01,sim_28,train,67664.96106819564
2005-10-01,sim_28,train,81254.64110070965
2005-11-01,sim_28,train,71287.35917889292
2005-12-01,sim_28,train,86451.24817052757
2006-01-01,sim_28,train,104643.64412339864
2006-02-01,sim_28,train,97241.06974627842
2006-03-01,sim_28,train,82934.85206906279
2006-04-01,sim_28,train,65213.51913661583
2006-05-01,sim_28,train,47474.64519575613
2006-06-01,sim_28,train,59489.0195529982
2006-07-01,sim_28,train,62305.33426997868
2006-08-01,sim_28,train,55085.37652464669
2006-09-01,sim_28,train,43798.129156260344
2006-10-01,sim_28,train,56679.690071255245
2006-11-01,sim_28,train,58031.8689079578
2006-12-01,sim_28,train,66188.2878856478
2007-01-01,sim_28,train,97848.737571576
2007-02-01,sim_28,train,88072.71455948286
2007-03-01,sim_28,train,78201.48305004413
2007-04-01,sim_28,train,57242.622818836535
2007-05-01,sim_28,train,55305.39766348165
2007-06-01,sim_28,train,54293.229420132746
2007-07-01,sim_28,train,60125.74747084903
2007-08-01,sim_28,train,55933.543172183134
2007-09-01,sim_28,train,43429.24275132453
2007-10-01,sim_28,train,54990.444604098695
2007-11-01,sim_28,train,58853.24805866829
2007-12-01,sim_28,train,82450.83497256762
2008-01-01,sim_28,train,99429.5482491709
2008-02-01,sim_28,train,98006.83844066158
2008-03-01,sim_28,train,102931.96729231325
2008-04-01,sim_28,train,66388.86131572956
2008-05-01,sim_28,train,52631.27184751038
2008-06-01,sim_28,train,52314.025891692145
2008-07-01,sim_28,train,55394.19914383437
2008-08-01,sim_28,train,55329.46094384886
2008-09-01,sim_28,train,40602.81821393714
2008-10-01,sim_28,train,49437.449533036866
2008-11-01,sim_28,train,53772.47744568257
2008-12-01,sim_28,train,73239.19608900057
2009-01-01,sim_28,train,108920.3058349883
2009-02-01,sim_28,train,106545.59425596481
2009-03-01,sim_28,train,109441.1615842985
2009-04-01,sim_28,train,66553.97388595718
2009-05-01,sim_28,train,54099.62586122372
2009-06-01,sim_28,train,57695.25911598475
2009-07-01,sim_28,train,69019.91267071082
2009-08-01,sim_28,train,68447.5775138304
2009-09-01,sim_28,train,61133.055891869866
2009-10-01,sim_28,train,68349.03907884356
2009-11-01,sim_28,train,74794.13704484134
2009-12-01,sim_28,train,71918.93989215612
2010-01-01,sim_28,train,88219.74235687063
2010-02-01,sim_28,train,107062.18621787155
2010-03-01,sim_28,train,119386.10506426933
2010-04-01,sim_28,train,83468.73082978516
2010-05-01,sim_28,train,67254.32844538493
2010-06-01,sim_28,train,64450.00018946287
2010-07-01,sim_28,train,70001.04755730866
2010-08-01,sim_28,train,74582.30758254245
2010-09-01,sim_28,train,68292.9588278436
2010-10-01,sim_28,train,69215.05342149161
2010-11-01,sim_28,train,77186.96142240337
2010-12-01,sim_28,train,99444.18420759165
2011-01-01,sim_28,train,102383.29827644402
2011-02-01,sim_28,train,102467.16805219045
2011-03-01,sim_28,train,111863.22550403519
2011-04-01,sim_28,train,77309.95289717935
2011-05-01,sim_28,train,61766.296451648726
2011-06-01,sim_28,train,69562.17895801496
2011-07-01,sim_28,train,79551.02974774277
2011-08-01,sim_28,train,73406.53810276752
2011-09-01,sim_28,train,65425.5299058281
2011-10-01,sim_28,train,72854.68735401967
2011-11-01,sim_28,train,94199.30942652191
2011-12-01,sim_28,train,113140.37194743051
2012-01-01,sim_28,train,123996.84436857676
2012-02-01,sim_28,train,127030.59721172371
2012-03-01,sim_28,train,126908.14677734202
2012-04-01,sim_28,train,90803.19795178687
2012-05-01,sim_28,train,66785.88936028807
2012-06-01,sim_28,train,82906.8816589889
2012-07-01,sim_28,train,84762.73466550342
2012-08-01,sim_28,train,74557.07410800406
2012-09-01,sim_28,train,62393.666687306
2012-10-01,sim_28,train,91560.82193272968
2012-11-01,sim_28,train,99314.17456593708
2012-12-01,sim_28,train,135359.2265663811
2013-01-01,sim_28,train,114038.12690150007
2013-02-01,sim_28,train,131528.6081810824
2013-03-01,sim_28,train,119745.63825781523
2013-04-01,sim_28,train,89853.38745133858
2013-05-01,sim_28,train,72252.89309269555
2013-06-01,sim_28,train,138543.63024345157
2013-07-01,sim_28,train,112737.96664016882
2013-08-01,sim_28,train,82429.52393161159
2013-09-01,sim_28,train,24224.92473028983
2013-10-01,sim_28,train,106115.1239177899
2013-11-01,sim_28,train,114099.300799807
2013-12-01,sim_28,train,142968.75491863574
2014-01-01,sim_28,train,132491.48903135752
2014-02-01,sim_28,train,153555.55853032827
2014-03-01,sim_28,train,140920.06030178408
2014-04-01,sim_28,train,102580.37912579374
2014-05-01,sim_28,train,92926.913745149
2014-06-01,sim_28,train,145735.9735732142
2014-07-01,sim_28,train,145647.87063769257
2014-08-01,sim_28,train,113295.91093417468
2014-09-01,sim_28,train,90181.27219946848
2014-10-01,sim_28,train,123052.67731148239
2014-11-01,sim_28,train,131436.29927156554
2014-12-01,sim_28,train,159085.23147090297
2015-01-01,sim_28,train,115328.09546972465
2015-02-01,sim_28,train,120510.35163418888
2015-03-01,sim_28,train,108267.39528639581
2015-04-01,sim_28,train,116634.78455465085
2015-05-01,sim_28,train,114767.86040333695
2015-06-01,sim_28,train,124119.98372422095
2015-07-01,sim_28,train,133702.9282529906
2015-08-01,sim_28,train,111567.46218844764
2015-09-01,sim_28,train,80220.85941018187
2015-10-01,sim_28,train,96244.19519500504
2015-11-01,sim_28,train,110469.48269335026
2015-12-01,sim_28,train,152972.6277160704
2016-01-01,sim_28,train,129200.75865668857
2016-02-01,sim_28,train,145850.1947749729
2016-03-01,sim_28,train,136980.80891171168
2016-04-01,sim_28,train,109314.4973983704
2016-05-01,sim_28,train,93938.30363258153
2016-06-01,sim_28,train,102290.8440287077
2016-07-01,sim_28,train,138497.74145609303
2016-08-01,sim_28,train,138811.71908739704
2016-09-01,sim_28,train,108318.89636136292
2016-10-01,sim_28,train,125005.72634831621
2016-11-01,sim_28,train,122205.66177531835
2016-12-01,sim_28,train,158401.39789314396
2017-01-01,sim_28,train,138037.61885660258
2017-02-01,sim_28,train,145922.84006859205
2017-03-01,sim_28,train,135520.74466792785
2017-04-01,sim_28,train,95738.3419640537
2017-05-01,sim_28,train,73876.77654261394
2017-06-01,sim_28,train,67891.0975985369
2017-07-01,sim_28,train,107124.95826576362
2017-08-01,sim_28,train,118038.59086429827
2017-09-01,sim_28,train,94247.62327338984
2017-10-01,sim_28,train,102837.62886293206
2017-11-01,sim_28,train,122095.13826128276
2017-12-01,sim_28,train,158119.8853596163
2018-01-01,sim_28,train,144970.3664250158
2018-02-01,sim_28,train,153941.74741307512
2018-03-01,sim_28,train,138936.33458633942
2018-04-01,sim_28,train,97430.25610645003
2018-05-01,sim_28,train,69976.77221709023
2018-06-01,sim_28,train,75564.28642485515
2018-07-01,sim_28,train,96621.7255915553
2018-08-01,sim_28,train,102454.9369103004
2018-09-01,sim_28,train,97942.69119663768
2018-10-01,sim_28,train,88822.04960083363
2018-11-01,sim_28,train,100424.80663460375
2018-12-01,sim_28,train,147226.08815478467
2019-01-01,sim_28,train,135455.35579732672
2019-02-01,sim_28,train,140182.29082532524
2019-03-01,sim_28,train,129984.31392090727
2019-04-01,sim_28,train,90938.35895017497
2019-05-01,sim_28,train,85050.9566650515
2019-06-01,sim_28,train,73571.69587522867
2019-07-01,sim_28,train,93194.02351473908
2019-08-01,sim_28,train,93377.12025700406
2019-09-01,sim_28,train,94504.68196886
2019-10-01,sim_28,train,98207.47605997299
2019-11-01,sim_28,train,101916.75776605088
2019-12-01,sim_28,train,134498.7428180286
2020-01-01,sim_28,train,129758.29891799124
2020-02-01,sim_28,train,139685.6535143686
2020-03-01,sim_28,train,129796.48966312033
2020-04-01,sim_28,train,106054.4248257356
2020-05-01,sim_28,train,69763.19398094344
2020-06-01,sim_28,train,91297.41387824269
