ds,simulation,set,value
2005-01-01,sim_57,train,100000.5306357719
2005-02-01,sim_57,train,90637.35951560702
2005-03-01,sim_57,train,78165.68264253504
2005-04-01,sim_57,train,68219.92506124663
2005-05-01,sim_57,train,61973.442928186174
2005-06-01,sim_57,train,59502.1156574353
2005-07-01,sim_57,train,77195.84254624647
2005-08-01,sim_57,train,60851.348112083884
2005-09-01,sim_57,train,54318.88462804252
2005-10-01,sim_57,train,58132.509438541805
2005-11-01,sim_57,train,67788.85921387361
2005-12-01,sim_57,train,83955.95644254168
2006-01-01,sim_57,train,107267.90680871547
2006-02-01,sim_57,train,95423.9394500295
2006-03-01,sim_57,train,37733.16124576074
2006-04-01,sim_57,train,74792.8358834812
2006-05-01,sim_57,train,60718.953145329295
2006-06-01,sim_57,train,40373.399600716715
2006-07-01,sim_57,train,67347.2188087483
2006-08-01,sim_57,train,48691.39245847312
2006-09-01,sim_57,train,16548.176465636352
2006-10-01,sim_57,train,63523.23855194377
2006-11-01,sim_57,train,61298.813931011566
2006-12-01,sim_57,train,29989.98824072133
2007-01-01,sim_57,train,88496.34683540362
2007-02-01,sim_57,train,84150.12586045187
2007-03-01,sim_57,train,77570.24015242563
2007-04-01,sim_57,train,65577.24498929069
2007-05-01,sim_57,train,51706.30206234749
2007-06-01,sim_57,train,47439.563597147026
2007-07-01,sim_57,train,58867.06945940109
2007-08-01,sim_57,train,46957.91059362488
2007-09-01,sim_57,train,54161.31104377802
2007-10-01,sim_57,train,53064.270341677606
2007-11-01,sim_57,train,60523.91605148802
2007-12-01,sim_57,train,75830.47376662598
2008-01-01,sim_57,train,93515.16647594166
2008-02-01,sim_57,train,77836.77114499637
2008-03-01,sim_57,train,89362.71471973104
2008-04-01,sim_57,train,59660.038720190976
2008-05-01,sim_57,train,50965.83564823838
2008-06-01,sim_57,train,54177.156296517955
2008-07-01,sim_57,train,63334.508677344194
2008-08-01,sim_57,train,64597.721688432786
2008-09-01,sim_57,train,53511.072882165034
2008-10-01,sim_57,train,53813.2192150096
2008-11-01,sim_57,train,60502.51881353438
2008-12-01,sim_57,train,69731.35886319903
2009-01-01,sim_57,train,101575.4275056365
2009-02-01,sim_57,train,99317.66576155626
2009-03-01,sim_57,train,100536.54063776799
2009-04-01,sim_57,train,65365.90033616484
2009-05-01,sim_57,train,54930.32205186044
2009-06-01,sim_57,train,51219.55480515136
2009-07-01,sim_57,train,64357.19862274696
2009-08-01,sim_57,train,72660.04778203886
2009-09-01,sim_57,train,56087.89995991823
2009-10-01,sim_57,train,67087.38212353684
2009-11-01,sim_57,train,72728.41229758339
2009-12-01,sim_57,train,88215.40031743477
2010-01-01,sim_57,train,103363.31850672078
2010-02-01,sim_57,train,103418.39234237016
2010-03-01,sim_57,train,104784.03345255248
2010-04-01,sim_57,train,61510.93152019306
2010-05-01,sim_57,train,58324.8167622941
2010-06-01,sim_57,train,66808.6644090206
2010-07-01,sim_57,train,70479.77703815549
2010-08-01,sim_57,train,75596.37097752903
2010-09-01,sim_57,train,65625.57767796473
2010-10-01,sim_57,train,76882.67083837277
2010-11-01,sim_57,train,82272.72497388032
2010-12-01,sim_57,train,123639.93502145993
2011-01-01,sim_57,train,104505.33834307591
2011-02-01,sim_57,train,71466.12492961969
2011-03-01,sim_57,train,131189.1128074105
2011-04-01,sim_57,train,88410.00081575499
2011-05-01,sim_57,train,52192.87080435539
2011-06-01,sim_57,train,67022.10533193703
2011-07-01,sim_57,train,71382.0520382153
2011-08-01,sim_57,train,43232.70674351195
2011-09-01,sim_57,train,77313.25134978915
2011-10-01,sim_57,train,88219.57607785035
2011-11-01,sim_57,train,50479.075812871175
2011-12-01,sim_57,train,107179.17178173734
2012-01-01,sim_57,train,98749.6921358117
2012-02-01,sim_57,train,99031.29180096734
2012-03-01,sim_57,train,88526.50318006554
2012-04-01,sim_57,train,89490.14208249823
2012-05-01,sim_57,train,69114.8792242881
2012-06-01,sim_57,train,82521.9522683999
2012-07-01,sim_57,train,108935.31491294745
2012-08-01,sim_57,train,87227.89530331628
2012-09-01,sim_57,train,66213.26158112775
2012-10-01,sim_57,train,84154.65722289415
2012-11-01,sim_57,train,74594.51871400101
2012-12-01,sim_57,train,131674.00222307403
2013-01-01,sim_57,train,124519.74200741488
2013-02-01,sim_57,train,123469.92818989286
2013-03-01,sim_57,train,119692.59434423548
2013-04-01,sim_57,train,89569.73772838965
2013-05-01,sim_57,train,82396.59692145653
2013-06-01,sim_57,train,120086.00633363445
2013-07-01,sim_57,train,111741.89756389418
2013-08-01,sim_57,train,77880.68647641469
2013-09-01,sim_57,train,65566.33104612937
2013-10-01,sim_57,train,93975.20821901466
2013-11-01,sim_57,train,101571.09430712306
2013-12-01,sim_57,train,152840.02749429783
2014-01-01,sim_57,train,119638.1545294055
2014-02-01,sim_57,train,141352.23165966477
2014-03-01,sim_57,train,131598.0136155797
2014-04-01,sim_57,train,105829.96757138961
2014-05-01,sim_57,train,94053.0989898055
2014-06-01,sim_57,train,138276.91783098463
2014-07-01,sim_57,train,137974.79289361322
2014-08-01,sim_57,train,115067.48768478209
2014-09-01,sim_57,train,92189.91492402367
2014-10-01,sim_57,train,121217.16188896172
2014-11-01,sim_57,train,126792.81091638794
2014-12-01,sim_57,train,183794.31672409867
2015-01-01,sim_57,train,131570.97103660155
2015-02-01,sim_57,train,146961.27424948374
2015-03-01,sim_57,train,129378.07634516309
2015-04-01,sim_57,train,104300.821340324
2015-05-01,sim_57,train,88045.92720787281
2015-06-01,sim_57,train,121510.66162947852
2015-07-01,sim_57,train,140301.00833352335
2015-08-01,sim_57,train,114887.39881874053
2015-09-01,sim_57,train,82085.71127409906
2015-10-01,sim_57,train,106574.20714865795
2015-11-01,sim_57,train,111443.0934011491
2015-12-01,sim_57,train,162542.4130442939
2016-01-01,sim_57,train,132278.78382201993
2016-02-01,sim_57,train,148681.90999449196
2016-03-01,sim_57,train,131177.52765388542
2016-04-01,sim_57,train,105227.14077133116
2016-05-01,sim_57,train,94784.04032307275
2016-06-01,sim_57,train,100983.34564122163
2016-07-01,sim_57,train,120873.80078151941
2016-08-01,sim_57,train,121826.62604949206
2016-09-01,sim_57,train,94173.41507158712
2016-10-01,sim_57,train,128032.2910401078
2016-11-01,sim_57,train,118446.45318204482
2016-12-01,sim_57,train,160100.84387250856
2017-01-01,sim_57,train,140797.47636721373
2017-02-01,sim_57,train,146053.64516755028
2017-03-01,sim_57,train,123030.45373341543
2017-04-01,sim_57,train,88616.87665680837
2017-05-01,sim_57,train,75015.42031040366
2017-06-01,sim_57,train,70754.4725920744
2017-07-01,sim_57,train,112824.81149238639
2017-08-01,sim_57,train,118529.1329903299
2017-09-01,sim_57,train,92348.88098598918
2017-10-01,sim_57,train,102246.61822677078
2017-11-01,sim_57,train,101003.93270433479
2017-12-01,sim_57,train,148708.74742741778
2018-01-01,sim_57,train,142687.93881941107
2018-02-01,sim_57,train,145463.60365882254
2018-03-01,sim_57,train,136578.55218064843
2018-04-01,sim_57,train,104059.33933404062
2018-05-01,sim_57,train,66792.92239642968
2018-06-01,sim_57,train,69171.26006077044
2018-07-01,sim_57,train,102506.85655506271
2018-08-01,sim_57,train,105210.17023709558
2018-09-01,sim_57,train,84951.68668093864
2018-10-01,sim_57,train,94367.61993408369
2018-11-01,sim_57,train,101371.60726713284
2018-12-01,sim_57,train,142815.41902396065
2019-01-01,sim_57,train,140568.6923657817
2019-02-01,sim_57,train,150069.98218777627
2019-03-01,sim_57,train,134798.44695977424
2019-04-01,sim_57,train,95838.8721618303
2019-05-01,sim_57,train,72085.08354534119
2019-06-01,sim_57,train,101735.78910046649
2019-07-01,sim_57,train,96100.15141632978
2019-08-01,sim_57,train,94033.74577496201
2019-09-01,sim_57,train,43381.36931177812
2019-10-01,sim_57,train,105351.85557544748
2019-11-01,sim_57,train,108446.66615706151
2019-12-01,sim_57,train,125960.93980731035
2020-01-01,sim_57,train,138969.6147646478
2020-02-01,sim_57,train,144413.57588786425
2020-03-01,sim_57,train,132893.4863617034
2020-04-01,sim_57,train,88574.39572438973
2020-05-01,sim_57,train,66098.61294815448
2020-06-01,sim_57,train,84575.68197640116
2020-07-01,sim_57,train,106446.50501690547
2020-08-01,sim_57,train,92469.99275358743
2020-09-01,sim_57,train,90474.37924422671
2020-10-01,sim_57,train,102305.97116349037
2020-11-01,sim_57,train,102949.80868909044
2020-12-01,sim_57,train,133211.40143403885
2021-01-01,sim_57,train,135288.72668925917
2021-02-01,sim_57,train,139803.9693556451
2021-03-01,sim_57,train,119644.54976847411
2021-04-01,sim_57,train,87682.2957807399
2021-05-01,sim_57,train,64091.230532343194
2021-06-01,sim_57,train,106666.12097325137
2021-07-01,sim_57,train,164392.4933389843
2021-08-01,sim_57,train,113110.57477325838
2021-09-01,sim_57,train,76168.06605889609
2021-10-01,sim_57,train,72702.20208046009
2021-11-01,sim_57,train,68431.74248522182
2021-12-01,sim_57,train,135490.30873321707
2022-01-01,sim_57,train,141649.4910463913
2022-02-01,sim_57,train,132704.47857241204
2022-03-01,sim_57,train,97094.58979025691
2022-04-01,sim_57,train,104979.50074110813
2022-05-01,sim_57,train,83276.66350358301
2022-06-01,sim_57,train,45960.29296736258
2022-07-01,sim_57,train,90063.82821890175
2022-08-01,sim_57,train,87763.1909224801
2022-09-01,sim_57,train,194222.57103751943
2022-10-01,sim_57,train,113061.98585968991
2022-11-01,sim_57,train,89040.19902312913
2022-12-01,sim_57,train,129120.96843468348
2023-01-01,sim_57,train,137584.62892108335
2023-02-01,sim_57,train,137711.22626514916
2023-03-01,sim_57,train,128701.64976893851
2023-04-01,sim_57,train,95808.58430264787
2023-05-01,sim_57,train,75583.1368006948
2023-06-01,sim_57,train,74246.84036982307
2023-07-01,sim_57,train,89891.47656801596
2023-08-01,sim_57,train,83181.25428057915
2023-09-01,sim_57,train,78320.51753773517
2023-10-01,sim_57,train,93494.60159858686
2023-11-01,sim_57,train,100693.64613787612
2023-12-01,sim_57,train,125990.73236287854
2024-01-01,sim_57,forecast,125395.64021486392
2024-02-01,sim_57,forecast,126274.39031817531
2024-03-01,sim_57,forecast,113018.30448229665
2024-04-01,sim_57,forecast,93740.51440059749
2024-05-01,sim_57,forecast,76954.38696317618
2024-06-01,sim_57,forecast,78925.61099817454
2024-07-01,sim_57,forecast,101260.80768835734
2024-08-01,sim_57,forecast,91618.8664374097
2024-09-01,sim_57,forecast,99490.80060142731
2024-10-01,sim_57,forecast,94806.57096900334
2024-11-01,sim_57,forecast,92346.17273525862
2024-12-01,sim_57,forecast,121308.91084793578
2000-01-01,sim_58,train,198877.393905852
2000-02-01,sim_58,train,98207.43903150005
2000-03-01,sim_58,train,59487.61349791879
2000-04-01,sim_58,train,62252.54109364365
2000-05-01,sim_58,train,34758.39805168578
2000-06-01,sim_58,train,40354.25389178062
2000-07-01,sim_58,train,122434.64947977882
2000-08-01,sim_58,train,45211.59181477854
2000-09-01,sim_58,train,54340.63499508243
2000-10-01,sim_58,train,80052.09213478224
2000-11-01,sim_58,train,72950.95544194563
2000-12-01,sim_58,train,79016.21860731438
2001-01-01,sim_58,train,108732.29261325908
2001-02-01,sim_58,train,99660.37516789815
2001-03-01,sim_58,train,84142.66743704796
2001-04-01,sim_58,train,72067.09425318443
2001-05-01,sim_58,train,59678.35672329348
2001-06-01,sim_58,train,61555.31119563847
2001-07-01,sim_58,train,78847.29017199631
2001-08-01,sim_58,train,74041.48715575668
2001-09-01,sim_58,train,60333.16352207678
2001-10-01,sim_58,train,54829.1999912932
2001-11-01,sim_58,train,67669.28580174033
2001-12-01,sim_58,train,62081.86037622432
2002-01-01,sim_58,train,94009.40007325422
2002-02-01,sim_58,train,82985.32643480405
2002-03-01,sim_58,train,72482.2322453807
2002-04-01,sim_58,train,59315.74797607929
2002-05-01,sim_58,train,53887.93238245648
2002-06-01,sim_58,train,50574.91147650019
2002-07-01,sim_58,train,60743.044991585186
2002-08-01,sim_58,train,54398.297165946424
2002-09-01,sim_58,train,38253.20445173416
2002-10-01,sim_58,train,53178.690910448575
2002-11-01,sim_58,train,64383.61312938465
2002-12-01,sim_58,train,69170.21719097075
2003-01-01,sim_58,train,77627.33032295018
2003-02-01,sim_58,train,66927.11070858085
2003-03-01,sim_58,train,61966.61325626223
2003-04-01,sim_58,train,63527.541689064295
2003-05-01,sim_58,train,40817.02523757144
2003-06-01,sim_58,train,50194.25079714229
2003-07-01,sim_58,train,66799.29635171374
2003-08-01,sim_58,train,61999.96189340942
2003-09-01,sim_58,train,51011.57314312353
2003-10-01,sim_58,train,48278.94282774695
2003-11-01,sim_58,train,56805.2725142952
2003-12-01,sim_58,train,70863.05198560636
2004-01-01,sim_58,train,92379.65633130354
2004-02-01,sim_58,train,75139.19161379077
2004-03-01,sim_58,train,69594.97573162553
2004-04-01,sim_58,train,57349.950017007504
2004-05-01,sim_58,train,51175.97131426027
2004-06-01,sim_58,train,54957.59441178429
2004-07-01,sim_58,train,69001.47934478142
2004-08-01,sim_58,train,63196.179820337566
2004-09-01,sim_58,train,50355.1512699715
2004-10-01,sim_58,train,69406.95140736963
2004-11-01,sim_58,train,59603.66400560663
2004-12-01,sim_58,train,80515.91075551194
2005-01-01,sim_58,train,101055.66479745848
2005-02-01,sim_58,train,93788.6305512684
2005-03-01,sim_58,train,80316.00065459454
2005-04-01,sim_58,train,65593.00638549475
2005-05-01,sim_58,train,67475.72540771804
2005-06-01,sim_58,train,68469.30837994155
2005-07-01,sim_58,train,81124.39824721
2005-08-01,sim_58,train,72298.14687862287
2005-09-01,sim_58,train,56550.37861943984
2005-10-01,sim_58,train,63173.07656834362
2005-11-01,sim_58,train,69791.52579184556
2005-12-01,sim_58,train,86137.42752561797
2006-01-01,sim_58,train,103476.04182894637
2006-02-01,sim_58,train,89065.98803668623
2006-03-01,sim_58,train,75745.70480548985
2006-04-01,sim_58,train,61822.36430543828
2006-05-01,sim_58,train,48384.770293823814
2006-06-01,sim_58,train,49325.85484419715
2006-07-01,sim_58,train,62515.36307065981
2006-08-01,sim_58,train,53168.734619489005
2006-09-01,sim_58,train,62993.92204929239
2006-10-01,sim_58,train,59741.62603501174
2006-11-01,sim_58,train,61219.50078711493
2006-12-01,sim_58,train,69203.64438812417
2007-01-01,sim_58,train,100854.29397023228
2007-02-01,sim_58,train,92032.75826060963
2007-03-01,sim_58,train,80765.57798966138
2007-04-01,sim_58,train,61770.45939752147
2007-05-01,sim_58,train,51544.67200729772
2007-06-01,sim_58,train,49886.08755581049
2007-07-01,sim_58,train,50801.09455698562
2007-08-01,sim_58,train,49779.148374780634
2007-09-01,sim_58,train,48688.364361109845
2007-10-01,sim_58,train,53271.20460729439
2007-11-01,sim_58,train,63887.663495702014
2007-12-01,sim_58,train,71185.39391477504
2008-01-01,sim_58,train,89126.05083067766
2008-02-01,sim_58,train,80753.94381152585
2008-03-01,sim_58,train,87242.31292647087
2008-04-01,sim_58,train,62136.86364414463
2008-05-01,sim_58,train,53015.74260270333
2008-06-01,sim_58,train,55449.87851093309
2008-07-01,sim_58,train,60917.332982725915
2008-08-01,sim_58,train,58449.176985731545
2008-09-01,sim_58,train,63812.59811394849
2008-10-01,sim_58,train,56608.414932100684
2008-11-01,sim_58,train,60650.56929755492
2008-12-01,sim_58,train,71149.34845713955
2009-01-01,sim_58,train,96564.16585988406
2009-02-01,sim_58,train,93745.39111202685
2009-03-01,sim_58,train,93368.71970187523
2009-04-01,sim_58,train,65565.4191281592
2009-05-01,sim_58,train,55625.57085367094
2009-06-01,sim_58,train,52736.051425194404
2009-07-01,sim_58,train,63671.76455520664
2009-08-01,sim_58,train,67790.24791933477
2009-09-01,sim_58,train,62477.31936562188
2009-10-01,sim_58,train,72108.81350058621
2009-11-01,sim_58,train,75451.65580631475
2009-12-01,sim_58,train,93143.71114159924
2010-01-01,sim_58,train,65999.07901292683
2010-02-01,sim_58,train,108389.00335668576
2010-03-01,sim_58,train,110740.42683324026
2010-04-01,sim_58,train,69237.21393337057
2010-05-01,sim_58,train,71756.61037950119
2010-06-01,sim_58,train,63958.62124025367
2010-07-01,sim_58,train,64938.93852096819
2010-08-01,sim_58,train,66043.67803313631
2010-09-01,sim_58,train,41757.04490010224
2010-10-01,sim_58,train,75565.20162209726
2010-11-01,sim_58,train,86274.51594377488
2010-12-01,sim_58,train,110349.63283825145
2011-01-01,sim_58,train,98668.16616717968
2011-02-01,sim_58,train,111829.0392006857
2011-03-01,sim_58,train,115663.73591080983
2011-04-01,sim_58,train,77983.33952493186
2011-05-01,sim_58,train,61216.201727875785
2011-06-01,sim_58,train,62152.076565840616
2011-07-01,sim_58,train,91664.22696873904
2011-08-01,sim_58,train,81298.51334445276
2011-09-01,sim_58,train,72830.34822535378
2011-10-01,sim_58,train,81676.93969130018
2011-11-01,sim_58,train,90138.17178237833
2011-12-01,sim_58,train,107105.72701123216
2012-01-01,sim_58,train,90307.23333665721
2012-02-01,sim_58,train,109377.42570955798
2012-03-01,sim_58,train,174725.2720623142
2012-04-01,sim_58,train,62392.0975292721
2012-05-01,sim_58,train,64317.96604870152
2012-06-01,sim_58,train,102908.7816017294
2012-07-01,sim_58,train,101015.54246369848
2012-08-01,sim_58,train,89736.41899674374
2012-09-01,sim_58,train,31326.806448347124
2012-10-01,sim_58,train,75317.94636585278
2012-11-01,sim_58,train,72863.25195064221
2012-12-01,sim_58,train,114248.54550761385
2013-01-01,sim_58,train,114014.12877311787
2013-02-01,sim_58,train,126268.54288200909
2013-03-01,sim_58,train,117057.38778153466
2013-04-01,sim_58,train,77562.90827530011
2013-05-01,sim_58,train,75788.37483248091
2013-06-01,sim_58,train,114026.56665138672
2013-07-01,sim_58,train,111924.20226407403
2013-08-01,sim_58,train,86664.75676157139
2013-09-01,sim_58,train,70806.27490124281
2013-10-01,sim_58,train,98275.51759300921
2013-11-01,sim_58,train,105971.40530550237
2013-12-01,sim_58,train,151259.3517106205
2014-01-01,sim_58,train,124980.01620299385
2014-02-01,sim_58,train,149821.62223712157
2014-03-01,sim_58,train,135299.2957926432
2014-04-01,sim_58,train,104569.93025819965
2014-05-01,sim_58,train,88999.4261336611
2014-06-01,sim_58,train,144505.74577967264
2014-07-01,sim_58,train,141011.29494142474
2014-08-01,sim_58,train,116549.37569541566
2014-09-01,sim_58,train,98100.96830780488
2014-10-01,sim_58,train,112928.70906740507
2014-11-01,sim_58,train,124874.0839574921
2014-12-01,sim_58,train,177911.60933735775
2015-01-01,sim_58,train,130369.75241208915
2015-02-01,sim_58,train,141968.8679854732
2015-03-01,sim_58,train,124167.92912288742
2015-04-01,sim_58,train,89497.45114445471
2015-05-01,sim_58,train,81914.83210476924
2015-06-01,sim_58,train,122975.88885765216
2015-07-01,sim_58,train,129659.88807252454
2015-08-01,sim_58,train,125381.63687977349
2015-09-01,sim_58,train,87688.79075026624
2015-10-01,sim_58,train,111331.76529360692
2015-11-01,sim_58,train,115817.5190299425
2015-12-01,sim_58,train,164496.9305931392
2016-01-01,sim_58,train,129200.75865668857
2016-02-01,sim_58,train,145850.1947749729
2016-03-01,sim_58,train,136980.80891171168
2016-04-01,sim_58,train,109314.4973983704
2016-05-01,sim_58,train,93938.30363258153
2016-06-01,sim_58,train,102290.8440287077
2016-07-01,sim_58,train,138497.74145609303
2016-08-01,sim_58,train,138811.71908739704
2016-09-01,sim_58,train,108318.89636136292
2016-10-01,sim_58,train,125005.72634831621
2016-11-01,sim_58,train,122205.66177531835
2016-12-01,sim_58,train,158401.39789314396
2017-01-01,sim_58,train,140959.1064222635
2017-02-01,sim_58,train,143607.12120888682
2017-03-01,sim_58,train,131096.4286358309
2017-04-01,sim_58,train,85795.63887565263
2017-05-01,sim_58,train,80488.36699307183
2017-06-01,sim_58,train,70547.53832645761
2017-07-01,sim_58,train,109461.06404817241
2017-08-01,sim_58,train,123174.21284218083
2017-09-01,sim_58,train,99649.07944661216
2017-10-01,sim_58,train,108673.37972611279
2017-11-01,sim_58,train,111831.96824946602
2017-12-01,sim_58,train,143247.32892100647
2018-01-01,sim_58,train,151834.23264199993
2018-02-01,sim_58,train,152302.69926257944
2018-03-01,sim_58,train,131561.21016416978
2018-04-01,sim_58,train,90187.48342756741
2018-05-01,sim_58,train,51788.21694365998
2018-06-01,sim_58,train,73591.22908285959
2018-07-01,sim_58,train,101093.49741849324
2018-08-01,sim_58,train,110870.89462913573
2018-09-01,sim_58,train,107166.65436584238
2018-10-01,sim_58,train,102788.99767158493
2018-11-01,sim_58,train,108145.52924480705
2018-12-01,sim_58,train,147053.14738075907
2019-01-01,sim_58,train,138045.50938681266
2019-02-01,sim_58,train,148544.1745986243
2019-03-01,sim_58,train,137344.69547483255
2019-04-01,sim_58,train,79930.5132895441
2019-05-01,sim_58,train,60297.34298617244
2019-06-01,sim_58,train,67471.42538374594
2019-07-01,sim_58,train,80790.84298617434
2019-08-01,sim_58,train,93765.97519199314
2019-09-01,sim_58,train,92997.07804425037
2019-10-01,sim_58,train,102090.57601190844
2019-11-01,sim_58,train,107080.81430785677
2019-12-01,sim_58,train,143037.96706184384
2020-01-01,sim_58,train,135623.1544191123
2020-02-01,sim_58,train,144341.38862200401
2020-03-01,sim_58,train,134711.5969912425
2020-04-01,sim_58,train,93237.90673068333
2020-05-01,sim_58,train,71184.15708037805
2020-06-01,sim_58,train,87068.31521402166
2020-07-01,sim_58,train,98338.06468236318
2020-08-01,sim_58,train,97795.20557851801
2020-09-01,sim_58,train,85239.51757001625
2020-10-01,sim_58,train,92976.22809910777
2020-11-01,sim_58,train,109929.12226351755
2020-12-01,sim_58,train,144906.33319045044
2021-01-01,sim_58,train,138743.88534472694
2021-02-01,sim_58,train,146354.14196845682
2021-03-01,sim_58,train,134871.411402444
2021-04-01,sim_58,train,96754.77451783435
2021-05-01,sim_58,train,71696.92975434393
2021-06-01,sim_58,train,98254.09132981018
2021-07-01,sim_58,train,96060.36131862598
2021-08-01,sim_58,train,95060.63818626481
2021-09-01,sim_58,train,79688.1481926711
2021-10-01,sim_58,train,97954.3092325499
2021-11-01,sim_58,train,104637.5662353981
2021-12-01,sim_58,train,127574.70304112838
2022-01-01,sim_58,train,113186.69807511778
2022-02-01,sim_58,train,122167.40157708594
2022-03-01,sim_58,train,149678.9034335096
2022-04-01,sim_58,train,124910.86894395971
2022-05-01,sim_58,train,78680.0709315439
2022-06-01,sim_58,train,90883.17747386685
2022-07-01,sim_58,train,94424.39288170134
2022-08-01,sim_58,train,91102.99947836918
2022-09-01,sim_58,train,73326.81794018783
2022-10-01,sim_58,train,88887.24319498624
2022-11-01,sim_58,train,94042.38900957687
2022-12-01,sim_58,train,146519.28163643743
2023-01-01,sim_58,train,147716.26930820517
2023-02-01,sim_58,train,142347.9857183008
2023-03-01,sim_58,train,133039.21685422515
2023-04-01,sim_58,train,90556.55038980691
2023-05-01,sim_58,train,73571.61909930814
2023-06-01,sim_58,train,80555.72416800607
2023-07-01,sim_58,train,94204.20543660216
2023-08-01,sim_58,train,83981.30831170137
2023-09-01,sim_58,train,78777.71178130104
2023-10-01,sim_58,train,92610.63517046293
2023-11-01,sim_58,train,109099.63522300549
2023-12-01,sim_58,train,111805.3609662641
2024-01-01,sim_58,forecast,119688.42587314795
2024-02-01,sim_58,forecast,124682.25979346494
2024-03-01,sim_58,forecast,122841.92168121725
2024-04-01,sim_58,forecast,98477.64629050033
2024-05-01,sim_58,forecast,77754.66114286118
2024-06-01,sim_58,forecast,83715.01636035301
2024-07-01,sim_58,forecast,95779.35494689217
2024-08-01,sim_58,forecast,88002.48971211756
2024-09-01,sim_58,forecast,79391.78516813235
2024-10-01,sim_58,forecast,92863.91560333819
2024-11-01,sim_58,forecast,98522.86166240559
2024-12-01,sim_58,forecast,117221.75045142729
2000-01-01,sim_59,train,87664.84028033573
2000-02-01,sim_59,train,91628.5723231731
2000-03-01,sim_59,train,89123.84735223149
2000-04-01,sim_59,train,74081.83744870155
2000-05-01,sim_59,train,61282.58319915647
2000-06-01,sim_59,train,51390.78175850834
2000-07-01,sim_59,train,69160.27849067409
2000-08-01,sim_59,train,72763.42993641194
2000-09-01,sim_59,train,63313.72133677119
2000-10-01,sim_59,train,63511.578992464216
2000-11-01,sim_59,train,68532.78986541672
2000-12-01,sim_59,train,72174.3807591038
2001-01-01,sim_59,train,93523.79444305203
2001-02-01,sim_59,train,98479.86206780147
2001-03-01,sim_59,train,88402.85863264994
2001-04-01,sim_59,train,77424.67085694335
2001-05-01,sim_59,train,69077.20295409785
2001-06-01,sim_59,train,66152.57156263053
2001-07-01,sim_59,train,78674.2236644503
2001-08-01,sim_59,train,70854.09264216374
2001-09-01,sim_59,train,55632.76648152817
2001-10-01,sim_59,train,58764.7909358118
2001-11-01,sim_59,train,56677.442128793235
2001-12-01,sim_59,train,62988.9726032564
2002-01-01,sim_59,train,85407.64759281737
2002-02-01,sim_59,train,90058.5980523737
2002-03-01,sim_59,train,85291.96197357377
2002-04-01,sim_59,train,70457.6639596145
2002-05-01,sim_59,train,56831.972103583146
2002-06-01,sim_59,train,46374.036879015024
2002-07-01,sim_59,train,60807.67232275254
2002-08-01,sim_59,train,64747.21590506895
2002-09-01,sim_59,train,55285.10114330173
2002-10-01,sim_59,train,53018.7682188972
2002-11-01,sim_59,train,55125.53024873067
2002-12-01,sim_59,train,68721.75976910567
2003-01-01,sim_59,train,68730.25854459497
2003-02-01,sim_59,train,63301.02299230821
2003-03-01,sim_59,train,57368.38709714773
2003-04-01,sim_59,train,43259.663082870116
2003-05-01,sim_59,train,46774.856627455934
2003-06-01,sim_59,train,53395.20385767343
2003-07-01,sim_59,train,67883.63091175354
2003-08-01,sim_59,train,65478.14910111968
2003-09-01,sim_59,train,56620.37892347398
2003-10-01,sim_59,train,55188.78919218198
2003-11-01,sim_59,train,56200.098062375524
2003-12-01,sim_59,train,74776.0736654745
2004-01-01,sim_59,train,83166.58968131436
2004-02-01,sim_59,train,80972.04074569307
2004-03-01,sim_59,train,74351.05443986887
2004-04-01,sim_59,train,69787.16033930861
2004-05-01,sim_59,train,55380.8878439338
2004-06-01,sim_59,train,52903.03179291314
2004-07-01,sim_59,train,63100.666801907806
2004-08-01,sim_59,train,60783.517033933545
2004-09-01,sim_59,train,54650.73756586463
2004-10-01,sim_59,train,57142.241496707786
2004-11-01,sim_59,train,60661.63445842945
2004-12-01,sim_59,train,73405.33626926263
2005-01-01,sim_59,train,105991.94140146922
2005-02-01,sim_59,train,96534.90763176877
2005-03-01,sim_59,train,75005.48211264862
2005-04-01,sim_59,train,64371.989233771295
2005-05-01,sim_59,train,53884.361420972964
2005-06-01,sim_59,train,56527.169683597676
2005-07-01,sim_59,train,74069.53626034746
2005-08-01,sim_59,train,66580.92044568529
2005-09-01,sim_59,train,60062.702110196115
2005-10-01,sim_59,train,60068.18181446174
2005-11-01,sim_59,train,74307.66515395927
2005-12-01,sim_59,train,80567.60125062203
2006-01-01,sim_59,train,110634.43185455068
2006-02-01,sim_59,train,96016.84392337661
2006-03-01,sim_59,train,77671.31252291583
2006-04-01,sim_59,train,56473.08715512769
2006-05-01,sim_59,train,38691.06831729336
2006-06-01,sim_59,train,49457.1526027247
2006-07-01,sim_59,train,72927.7236212306
2006-08-01,sim_59,train,56884.36829638278
2006-09-01,sim_59,train,51982.07312396521
2006-10-01,sim_59,train,54323.76758426329
2006-11-01,sim_59,train,58224.40438321936
2006-12-01,sim_59,train,70174.74011458669
2007-01-01,sim_59,train,89451.05976819064
2007-02-01,sim_59,train,88467.87125691978
2007-03-01,sim_59,train,80198.4718198912
2007-04-01,sim_59,train,59386.653246515736
2007-05-01,sim_59,train,47090.14673555609
2007-06-01,sim_59,train,55197.3762016854
2007-07-01,sim_59,train,65934.86896773058
2007-08-01,sim_59,train,56097.34586548118
2007-09-01,sim_59,train,49808.11381880788
